Perusahaan,Sektor
UD Dallas Meat,Food & Beverage / Catering / Restaurant
UD Danito Jaya,Printing / Publishing
UD Diamond Handphone,Retail/Merchandise
UD Dieng Diponegoro Perkasa,Transportation/Logistics
UD Dimi Indonesia,Food & Beverage/Catering/Restaurant
UD Diton,General & Wholesale Trading
UD Domus International (Surabaya),Architectural Services / Interior Designing
UD Duta Anugerah,Computer/Information Technology (Hardware)
UD Duta Pangan (Calamary Resto),Food & Beverage / Catering / Restaurant
UD Dwi Pratama,General & Wholesale Trading
UD Empat Saudara,Construction/Building/Engineering
UD Etro (Designworks),Architectural Services / Interior Designing
UD Frontier,General & Wholesale Trading
UD Fuji Pratama,General & Wholesale Trading
UD Gemah Ripah Ruwah,Arts/Design/Fashion
UD Gili Mart,Retail/Merchandise
UD Global Tehnik,Repair & Maintenance Services
UD Graha Kencana Mas,General & Wholesale Trading
UD Gunung Agung,Accounting / Audit / Tax Services
UD Happy Days,Retail / Merchandise
UD Harapan Independen,General & Wholesale Trading
UD HM Said,Textiles/Garment
UD Hokky,Construction/Building/Engineering
UD Indo Ban Surabaya,Automobile / Automotive Ancillary / Vehicle
UD Indofutai,General & Wholesale Trading
UD Indojaya,Retail / Merchandise
UD Indowarna,General & Wholesale Trading
UD International Swiss Gold,Banking/Financial Services
UD Istana Diesel,General & Wholesale Trading
UD JaproEh,Travel/Tourism
UD Jati Nusantara Mandiri,Automobile / Automotive Ancillary / Vehicle
UD Java Indotex,Textiles/Garment
UD Jaya Abadi (manado),Electrical & Electronics
UD Jaya Bersama,Electrical & Electronics
UD Jaya Langgeng Makmur,Environment/Health/Safety
UD Jaya Raya,Repair & Maintenance Services
UD Jaya Sakti,Construction / Building / Engineering
UD JUSTUKLIX,Computer / Information Technology (Software)
UD Kania 710,Construction/Building/Engineering
UD Karya Indah Plasterindo,Construction / Building / Engineering
UD Karya Rahardja,Construction/Building/Engineering
UD Katalis Indonesia,Computer / Information Technology (Software)
UD Kecak Mama,General & Wholesale Trading
UD Kharisma,Retail / Merchandise
UD Khing Liong Hoo,Agricultural/Plantation/Poultry/Fisheries
UD Kirana Kencana,Computer / Information Technology (Hardware)
UD Kombat Excelindo,Others
UD Korea Motor Indonesia,Manufacturing / Production
UD KRISTIAN (SIN SIN FURNITURE),Others
UD Kurnia Jaya ( Surabaya ),Manufacturing / Production
UD Larissa Fashion Grosir,Arts/Design/Fashion
UD Liang,Food & Beverage/Catering/Restaurant
UD Liansu Indo Pratama,Construction/Building/Engineering
UD Maju Jaya,Manufacturing/Production
UD MAJU JAYA  (Jakarta),Retail/Merchandise
UD Makmur (Surabaya),Retail / Merchandise
UD Makmur Abadi,Retail/Merchandise
UD Makmur Harapan Lancar,Retail/Merchandise
UD Malang Hardware Mart,General & Wholesale Trading
UD Mandiri Jaya,Consumer Products / FMCG
UD Manisco,Consumer Products / FMCG
UD MANNA CEMERLANG FOOD,Food & Beverage/Catering/Restaurant
UD MARKDESIGN,Science & Technology
UD Martha elektronik,Manufacturing / Production
UD Matahari,Others
UD Mayindo Jaya,Consumer Products / FMCG
UD Mega Jaya Persada,Telecommunication
UD Mercury,Manufacturing/Production
UD Metalindo Sejahtera,General & Wholesale Trading
UD Meyri Ceramic,Manufacturing / Production
UD Micromart,Food & Beverage/Catering/Restaurant
UD Mitra Bali Mandiri,Retail / Merchandise
UD Mitra Infiniti,General & Wholesale Trading
UD Mitra Niaga (Samarinda),Retail/Merchandise
UD Mitraco Utama,Electrical & Electronics
UD Modern Abadi,Manufacturing / Production
UD Monterosa,Food & Beverage / Catering / Restaurant
UD Mulia Digital Printing,Printing / Publishing
UD Mulia Malang,Manufacturing/Production
UD Multi jaya,Retail/Merchandise
UD Mulya,General & Wholesale Trading
UD New Fanda Print,Printing / Publishing
UD NEW PATINDA - SURABAYA,Others
UD Niaga Jaya,Others
UD Omega Surabaya,Computer/Information Technology (Hardware)
UD Palapa Maumere,Consumer Products / FMCG
UD Patok Maju Bersama,Manufacturing/Production
UD Pelangi,Printing/Publishing
UD Pelangi (Yogya),Advertising/Marketing/Promotion/PR
UD Pelangi Digital Printing,Advertising / Marketing / Promotion / PR
UD Permata Furni,Manufacturing/Production
UD Petra Food,Food & Beverage / Catering / Restaurant
UD Power Master,Retail / Merchandise
UD Pratama,Others
UD Putra Teknik,Consumer Products / FMCG
UD Quality Shoes,Manufacturing/Production
UD Ratu Walet,Agricultural/Plantation/Poultry/Fisheries
UD Rias,Grooming/Beauty/Fitness
UD Roda Mas,Others
UD Rotiku Bakery,Food & Beverage / Catering / Restaurant
UD Rukun Jaya,General & Wholesale Trading
UD Safari,Retail/Merchandise
UD Safari Multi Beer,General & Wholesale Trading
UD Sari Bulan Utama,Agricultural/Plantation/Poultry/Fisheries
UD Sedap Sari,Others
UD Sedap Sari,Manufacturing/Production
UD Segar Murah (Bali),Food & Beverage / Catering / Restaurant
UD Sejahtera,General & Wholesale Trading
UD Sejahtera Mobil,Retail / Merchandise
UD Semade Putra,Retail/Merchandise
UD Sembilan Agung,General & Wholesale Trading
UD Sembilan Jaya Offset,Arts / Design / Fashion
UD Sentral Jaya,Printing / Publishing
UD Sinar Baru,Construction/Building/Engineering
UD SINAR JAYA,Automobile/Automotive Ancillary/Vehicle
UD Sinar Mandiri Media,Retail / Merchandise
UD Sinar Mulia,Printing / Publishing
UD Sinar Sejahtera,General & Wholesale Trading
UD Sinar Terang Mulia,Transportation/Logistics
UD Sinartek,Electrical & Electronics
UD Sintech Surabaya,Repair & Maintenance Services
UD Style Interior,Architectural Services / Interior Designing
UD Subumi Inti Perkasa,Retail / Merchandise
UD Sukses Jaya,General & Wholesale Trading
UD Sukses Polindo Mandiri,Polymer/Plastic/Rubber/Tyres
UD Sumber Jaya,General & Wholesale Trading
UD Sumber Karya,General & Wholesale Trading
UD Sumber Karya Bersama,Manufacturing / Production
UD Sumber Makmur (Surabaya),Manufacturing/Production
UD Sumber Sari Bakery,Food & Beverage / Catering / Restaurant
UD Surya Agung Abadi,Retail/Merchandise
UD Surya Gemilang Motor,Automobile / Automotive Ancillary / Vehicle
UD Surya Motor Malang,Electrical & Electronics
UD Tahu Wow Hot Melotot,Food & Beverage / Catering / Restaurant
UD Tani Subur,Retail / Merchandise
UD The Verona Collection,Architectural Services / Interior Designing
UD The WA Digital,Computer / Information Technology (Hardware)
UD Tiara Food,Food & Beverage / Catering / Restaurant
UD Tiara Garment Sejahtera,Textiles / Garment
UD Tirta Masindo,Consumer Products / FMCG
UD Tirta Sehat,Manufacturing/Production
UD Titanium Printing,Advertising / Marketing / Promotion / PR
UD Toko Iwan Mebel,Retail/Merchandise
UD Tratas Inti Bangunan,Retail/Merchandise
UD Tristar Electric,Electrical & Electronics
UD Tunas Jaya,Retail / Merchandise
UD Tunggal Jaya Prima Jakarta,Consumer Products/FMCG
UD Utami,Food & Beverage / Catering / Restaurant
UD Varia Alam,Wood/Fibre/Paper
UD Visual Studio Indonesia,Entertainment/Media
UD Wahyu,Manufacturing / Production
UD Warna Jaya,Manufacturing / Production
UD Widya Mertha,Printing / Publishing
UD Yiyan,Retail/Merchandise
UD Yumico,General & Wholesale Trading
UD. Aristya Silver Bali,Retail/Merchandise
UD. CAHAYA CEMERLANG,Others
UD. D&K Home,Hotel/Hospitality
UD. Jakarta Safety & Security,General & Wholesale Trading
UD. Jaya Utama,Automobile/Automotive Ancillary/Vehicle
UD. Kampret,Others
UD. PRIMAJATI,General & Wholesale Trading
UD. TANI JAYA,Agricultural/Plantation/Poultry/Fisheries
UD. Tunas mulia,Others
Ud. Wiranusa teknik,Automobile / Automotive Ancillary / Vehicle
UD.BERKAH SEJAHTERA,Polymer/Plastic/Rubber/Tyres
UD.NIAGA KITA,Others
UD.SINAR KOSMETINDO,Others
UD.SUMBER JAYA,Retail/Merchandise
UFO Creative,Consulting (Business & Management)
Ugasan Berkat Jaya,Transportation/Logistics
UGrow Digital Marketing Strategist,Advertising/Marketing/Promotion/PR
UHR TRAVEL & TOURS SDN. BHD.,Others
Uhud Education,Education
uin jakarta,Others
UIN Sunan Kalijaga,Others
ujang marpudin,Others
Ujb Zipper,Retail/Merchandise
Ujungberung Town Square  (UBERTOS),Construction/Building/Engineering
Ukot Kori Agung,Healthcare/Medical
Ukrida Penabur International,Education
Ulam Restaurant,Food & Beverage / Catering / Restaurant
Ulandari,Others
Ulink Assist,Healthcare/Medical
Ultimate Cars Gallery,Others
Ultimate Design Indonesia,Architectural Services / Interior Designing
Ultimind Studio,Computer/Information Technology (Software)
Ulvac Singapore PTE LTD,Others
Uma Sapta,Architectural Services / Interior Designing
Umalas Kids Club,Education
UMALAS residence,Hotel/Hospitality
Umalas Resort,Hotel/Hospitality
UMAPRIVEE,Arts/Design/Fashion
UMSU,Others
un employe,Others
UN-HABITAT (Aceh),Non-Profit Organisation / Social Services / NGO
Unacademy,Education
UNAIR JA PAGE,Education
UNCLE K Jambi,Food & Beverage/Catering/Restaurant
Undhagi Bangun Indo,Construction/Building/Engineering
Unesco Jakarta,Non-Profit Organisation/Social Services/NGO
Uni Teknik,Architectural Services / Interior Designing
UNIBIS,Others
UNICEF (surabaya),Non-Profit Organisation/Social Services/NGO
UNICEF Indonesia,Non-Profit Organisation / Social Services / NGO
Unicode,Computer/Information Technology (Software)
Unicorn Hobby and Toy,Retail/Merchandise
Unik Merchandise Enterprise,Printing / Publishing
Unika Darma Cendika,Education
Unimach Indonesia,Healthcare/Medical
Unimas Group,Property/Real Estate
Unio,Computer/Information Technology (Software)
Union Education Centre,Education
Union Interindo,Architectural Services / Interior Designing
Union Motor,Others
Unistar Cellular Medan,Telecommunication
Unit Data dan Informasi,Others
Unit Pelaksana Program Keluarga Harapan (UPPKH),Non-Profit Organisation / Social Services / NGO
Unit Pengembangan Bahasa IAIN Manado,Others
Unitech Indonesia,Accounting/Audit/Tax Services
United Bunkering & Trading (Asia) Pte Ltd,General & Wholesale Trading
United Nation Industrial Development Organisation,Non-Profit Organisation / Social Services / NGO
United Nations Industrial Development Organization,Non-Profit Organisation/Social Services/NGO
United Nations World Food Programme Indonesia (UNWF),Non-Profit Organisation / Social Services / NGO
United Power Sejahtera,General & Wholesale Trading
United Simply,Architectural Services / Interior Designing
United Steak Surabaya,Food & Beverage/Catering/Restaurant
Unitedtronik Perkasa Sejahtera,Telecommunication
Unitex International Button Accesories Limited,General & Wholesale Trading
Unitex Tbk,Heavy Industrial / Machinery / Equipment
Unity Group,Property/Real Estate
Unity School,Education
Universal Broker Indonesia Surabaya,Banking/Financial Services
Universal Electronic,Electrical & Electronics
Universal Engineering,Repair & Maintenance Services
Universal Furniture Industries,Manufacturing / Production
UNIVERSAL SCHOOL,Education
Universal Sodexho,Advertising / Marketing / Promotion / PR
Universal Synergy - Executive Search Consultant,Consulting (Business & Management)
Universe Lights,Textiles / Garment
Universistas Trisakti,Others
Universitas 17 Agustus 1945 Jakarta,Education
Universitas Ahmad Dahlan,Education
Universitas Airlangga,Education
Universitas Al-Azhar Masmur Riau,Education
Universitas Atma Jaya,Others
Universitas Atma Jaya Yogyakarta,Education
Universitas Bakrie,Education
Universitas Bakrie,Education
Universitas Balikpapan,Education
Universitas Bandar Lampung,Others
Universitas Bhayangkara Jakarta Raya,Education
UNIVERSITAS BOJONEGORO,Others
Universitas Brawijaya,Others
Universitas Brawijaya Malang,Education
Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia ),Education
Universitas Ciputra IHTB,Education
Universitas Ciputra Surabaya,Education
Universitas Darma Agung,Education
Universitas Darul Ulum Islamic Centre Sudirman Guppi,Chemical/Fertilizers/Pesticides
Universitas Darwan Ali,Education
Universitas Efarina Simalungun,Education
Universitas Esa Unggul,Education
universitas esaunggul,Others
Universitas Gadjah Mada,Others
Universitas Gunadarma,Others
Universitas Indonesia,Others
Universitas Indonesia - UI,Education
Universitas Internasional Batam,Education
Universitas Jember,Education
Universitas Jendral Soedirman,Education
Universitas Katolik Darma Cendika,Education
Universitas Katolik Indonesia Atma Jaya,Education
Universitas Katolik Parahyangan,Education
Universitas Kristen Indonesia,Education
Universitas Kristen Krida Wacana,Education
Universitas Kristen Petra,Education
Universitas Kristen Satya Wacana (UKSW),Education
Universitas Kristen Satya Wacana Salatiga,Education
Universitas Kuningan,Education
Universitas Lampung,Education
Universitas Ma Chung,Education
universitas mataram,Others
Universitas Mercu Buana,Education
Universitas Mercu Buana Yogyakarta,Education
UNIVERSITAS MPU TANTULAR,Education
Universitas Muhammadiyah Gorontalo,Education
Universitas Muhammadiyah Purwokerto,Education
Universitas Mulawarman,Education
Universitas Multimedia Nusantara,Education
Universitas Nasional,Education
Universitas Negeri Gorontalo,Education
UNIVERSITAS NEGERI MAKASSAR,Others
Universitas Negeri Medan,Education
Universitas Negeri Semarang,Education
Universitas Negeri Yogyakarta,Education
universitas nurtanio bandung,Others
Universitas Padjajajran,Others
Universitas Pamulang,Education
Universitas Pancasila,Others
Universitas Paramadina,Education
Universitas Pasir Pengaraian,Education
Universitas Pelita Harapan Surabaya,Education
Universitas Pembangunan Panca Budi,Education
Universitas Pendidikan Indonesia,Education
Universitas Perjuangan Tasikmalaya,Education
Universitas pgri madiun,Others
Universitas Prasetiya Mulya (Kampus BSD),Education
Universitas Putera Batam,Education
Universitas Respati Indonesia,Education
Universitas Riau (CDC),Education
Universitas SAHID Jakarta,Education
Universitas Sanata Dharma Yogyakarta,Education
Universitas Sebelas Maret,Others
Universitas Serang Raya (UNSERA),Education
Universitas Setia Budi,Education
Universitas Sumatera Utara,Others
Universitas Sumatra Utara (USU),Education
Universitas Surabaya,Education
Universitas Surya Bersubsidi,Education
Universitas Syiah Kuala (Unsyiah),Education
Universitas Tadulako,Others
Universitas Telkom,Others
Universitas Trisakti (CDC),Education
Universitas Universal,Education
Universitas Widya Dharma Klaten,Education
Universitas Widya Kartika,Education
Universitas Widyatama,Education
University Hotel Jogja,Hotel/Hospitality
University of Indonesia,Others
University Of Jember,Others
University of Pembangunan Nasional Veteran Yogyakarta,Others
Uniview,Electrical & Electronics
Unixus Solutions,"Consulting (IT, Science, Engineering & Technical)"
Unknown,Others
UNO Education Centre,Education
UNO SYSTEM,"Consulting (IT, Science, Engineering & Technical)"
UNONIM,Computer/Information Technology (Software)
Unotalent,Human Resources Management/Consulting
UNS Solo,Education
UNTAN,Others
UNTUNG BERSAMA,Others
UOB KayHian Securities Kelapa gading,Banking / Financial Services
Up2date Bali,Retail / Merchandise
Update Associates,Architectural Services/Interior Designing
Updorse,Others
Uplink Creative Studio,Computer/Information Technology (Software)
Uppala Suite,Hotel / Hospitality
Uppala Villa,Hotel / Hospitality
UPPTI Universitas Brawijaya,Education
Uprint.id,Printing/Publishing
UPSide,Printing / Publishing
Urban & Co,Retail/Merchandise
Urban Bistro (Kemang),Food & Beverage / Catering / Restaurant
Urban Chicken Resto,Food & Beverage/Catering/Restaurant
Urban Environmental Industries Sdn. Bhd,Construction / Building / Engineering
Urban Style ID,Arts/Design/Fashion
Urban Twist,Textiles/Garment
Urban Women,Non-Profit Organisation / Social Services / NGO
Urbanclothings,Retail / Merchandise
Urbanindo.com,Property / Real Estate
URI Tour & Travel,Travel / Tourism
US Pharmacopeia Promoting the Quality of Medicines Program,Others
USAID Indonesia,Government/Defence
useful serve fly park force,Others
USPI COOP - ASPI,Others
usu,Others
Uswatun hasanah,Others
Utama Computer,Computer / Information Technology (Hardware)
Utama Jaya Furniture,Others
Utama Sejahtera Motor,Automobile / Automotive Ancillary / Vehicle
Utara Production,Arts/Design/Fashion
UTD PMI KABUPATEN BANDUNG,Non-Profit Organisation/Social Services/NGO
Utees.me,Arts/Design/Fashion
UTOMOCORP,Retail/Merchandise
Utopia Studio,Arts/Design/Fashion
UX UI design,Others
