Perusahaan,Sektor
Olla Beauty Salon,Grooming/Beauty/Fitness
Ollino Ice Cream,Food & Beverage / Catering / Restaurant
Olly's Cafe & Cake,Food & Beverage / Catering / Restaurant
Olympic Hotel,Hotel / Hospitality
Olympus Development,Property/Real Estate
OMA Estate,Construction/Building/Engineering
Omah Dhuwur Resto,Food & Beverage/Catering/Restaurant
Omah Kreatif Agency,Computer/Information Technology (Software)
Omah Media Kreatif,Arts/Design/Fashion
Omah Sendok,Food & Beverage/Catering/Restaurant
Omahkoe kost,Others
Omar Sempoa Solo,Education
Omega AutoFilm,Others
OMEGA BANGUN PERKASA,Others
OMEGA BANGUN PERKASA PT,Others
Omega Raya Indonesia,Others
Omega Software,Computer / Information Technology (Software)
Ommaya Hotel & Resort,Hotel / Hospitality
OMNITEC INDONESIA,"Consulting (IT, Science, Engineering & Technical)"
Omsetgo,Computer/Information Technology (Software)
Omura Resto and Lounge,Advertising / Marketing / Promotion / PR
ONE ASIA MEDIA GROUP,Advertising / Marketing / Promotion / PR
One Club & Family Ktv Cafe,Food & Beverage / Catering / Restaurant
One Dim Sum,Food & Beverage/Catering/Restaurant
One Solution,Education
One Third Group,Advertising/Marketing/Promotion/PR
One3 Motoshop,Automobile/Automotive Ancillary/Vehicle
OneByOne Digital Solution,Computer/Information Technology (Software)
onecasestore,Others
OneVision,"Consulting (IT, Science, Engineering & Technical)"
ONEWORLDMIHOME,Telecommunication
Oninyon Software Solution,Computer/Information Technology (Software)
Onity Pty Ltd (Denpasar),Electrical & Electronics
ONIWA,Oil/Gas/Petroleum
Online Booking Group Pty Ltd,Manufacturing / Production
Online jaya makmur,Others
Online naga,General & Wholesale Trading
Online shop,General & Wholesale Trading
Only Accessories,Others
OntelStudio,Computer / Information Technology (Software)
Onwoods Interior,Arts/Design/Fashion
Oops Restaurant and Bar,Food & Beverage / Catering / Restaurant
Opal Coffee Indonesia,Food & Beverage/Catering/Restaurant
"OPCO INDONESIA and PT BANK OCBC NISP , Tbk",Others
Open Doors Network,Consulting (Business & Management)
Opera Kopi,Food & Beverage/Catering/Restaurant
operator,Others
Ophir Energy Indonesia,Oil/Gas/Petroleum
Opi Nail Spa,Grooming / Beauty / Fitness
opiepeyek,Others
Opium Spa (Bali),Grooming / Beauty / Fitness
OPTIK 99,Retail/Merchandise
Optik Arif,Retail/Merchandise
Optik Boston,Healthcare / Medical
Optik Diamond,Apparel
Optik General,Retail / Merchandise
Optik Mentari Indonesia,Retail / Merchandise
Optik Modern,Retail / Merchandise
Optik Modern (Lampung),Retail/Merchandise
Optik Modern Bandung,Retail/Merchandise
Optik Surya 3 Palembang,Retail/Merchandise
Optik Tunggal (Batam),Retail/Merchandise
OPTIK WINSEE,Retail/Merchandise
OPTILOG,Transportation/Logistics
Optima Educational Services (PT Emka Ausindo Pratama),Consulting (Business & Management)
Optima English Training,Education
Optima Intan Landmark Cemerlang,Construction / Building / Engineering
Optima Komputer,Computer/Information Technology (Hardware)
Optima Musik Yamaha Music School,Education
Optima Preparation,Education
Optima Preparation,Others
"Optima Struktur Desain, CV",Construction/Building/Engineering
Optimal Graphics,Arts / Design / Fashion
Optimal Knowledge,Education
Optimized Indonesia,Others
Optimo Advertising Inc (solo),Advertising / Marketing / Promotion / PR
optimo indonesia,Others
optimo international,Others
Option Cafe,Food & Beverage / Catering / Restaurant
OracleCMS International / PT Prima Alih Daya Internasional (PADI),Consulting (Business & Management)
Orang Tua Group,Consumer Products/FMCG
Orang tua grup,Others
Orange Forest Interprise ( internet & Game Online ),Computer / Information Technology (Software)
Orange Pulsa,Telecommunication
Orangebites Technologies,Computer / Information Technology (Software)
"ORBIT CLUB , KARAOKE & SPACE BAR",Entertainment/Media
Orbit Computer,Retail / Merchandise
ORBIT Corp,Food & Beverage/Catering/Restaurant
Orbit Group Computer,Computer / Information Technology (Software)
Orcee,Food & Beverage/Catering/Restaurant
Orchard Ice bread Singapore,Exhibitions/Event management/MICE
Orchardz Hotel Pontianak,Hotel / Hospitality
Orchid Florist,Entertainment / Media
Orchid Florist & Decoration,Retail/Merchandise
order fox pleasant individual softly,Others
OrderPlus,Computer/Information Technology (Software)
Ore Store,General & Wholesale Trading
ORGA Furniture,Architectural Services/Interior Designing
ORGA SIGN,Others
"Organica Water Inc, SE Asia Representative Office",Science & Technology
Organicwood Jewelry,Arts / Design / Fashion
ORI Group,Manufacturing/Production
Oribel Salon,Others
ORIENT (Love Phone Shop),Others
Orient Express Tour,Travel/Tourism
Orient Group,Heavy Industrial/Machinery/Equipment
Orient Restaurant,Food & Beverage / Catering / Restaurant
Oriental Spa,Grooming/Beauty/Fitness
Oriflame (Bali),Retail / Merchandise
Oriflame Makassar Branch,Grooming / Beauty / Fitness
Orins Adv,Advertising / Marketing / Promotion / PR
Orion Education Course,Education
ORLY CONSULTING (PT. Orlytama Reksa Indonesia),Human Resources Management/Consulting
Osaka Motor,Repair & Maintenance Services
Osalon,Grooming / Beauty / Fitness
OSB INVESTMENT AND TECHNOLOGY JOINT STOCK COMPANY,Retail/Merchandise
Osbond Gym,Sports
Osbond Gym,Grooming/Beauty/Fitness
osbornnutrindo,Others
OSC Consulting,Consulting (Business & Management)
Oscar Furniture,Retail/Merchandise
OSCT Indonesia,Environment/Health/Safety
Osmopure (Medan),Manufacturing / Production
Otive Studio,Advertising/Marketing/Promotion/PR
OTO Group,Banking/Financial Services
Oto Onderdil,Automobile/Automotive Ancillary/Vehicle
OTO TRAC,Automobile/Automotive Ancillary/Vehicle
Otodidako.id,Others
Otomotif,Others
OtoSpector Indonesia,Automobile/Automotive Ancillary/Vehicle
Otro Design Company,Arts/Design/Fashion
Otten Coffee,Food & Beverage/Catering/Restaurant
Ottenville Ville,Hotel/Hospitality
OTTO International (Hongkong) Ltd,Textiles / Garment
Ottomec Company Limited,Heavy Industrial/Machinery/Equipment
Otuna Gari Indonesia,General & Wholesale Trading
OTW Food Street,Food & Beverage/Catering/Restaurant
Ouh la la Lingerie,Apparel
Ous Utama Indonesia,Advertising/Marketing/Promotion/PR
Out of Ordinary,Others
Outlook,Others
Outward Bound Indonesia,Consulting (Business & Management)
Overdream Production,Exhibitions / Event management / MICE
Overseas Chinese Investment Management Pte Ltd,Banking/Financial Services
Overseas Employment Centre,Others
OVERSEAS EMPLOYMENT CENTRE LMITED,Human Resources Management/Consulting
Overseas Transport Services,Transportation/Logistics
OVO (PT Visionet Internasional),Computer/Information Technology (Software)
Ow My Plate,Food & Beverage/Catering/Restaurant
Owens-Illinois,Manufacturing/Production
Owlexa Healthcare,Others
OX Parabola,Telecommunication
Oxalis Regency Hotel,Hotel / Hospitality
Oxcy Advertising,Property/Real Estate
Oxford Business Group,Education
Oxford Society,Apparel
Oxford University Press – ELT Indonesia Rep. Office,Education
Oxford University Press Indonesia,Others
OXXO CARE CLEANERS,General & Wholesale Trading
OYO Rooms,Hotel/Hospitality
Ozeva Technology,Computer/Information Technology (Software)
Ozimi Consultant,Consulting (Business & Management)
Ozindo Property,Others
"OZORA PUBLISHING CO., LTD",Printing/Publishing
Ozz Hotel Kuta,Hotel/Hospitality
