Perusahaan,Sektor
Rahmatullah Center,Education
Rahmatuloh,Others
Rahul Textiles,Textiles/Garment
Rai Fitness Cafe,Food & Beverage/Catering/Restaurant
Rai Fitness indonesia,Grooming/Beauty/Fitness
Rain Boutique,Arts / Design / Fashion
Rainbow Hills Golf,Sports
Rainbow Home Solution,Repair & Maintenance Services
Rainbow Star Preschool,Education
RAINBOW STIKER Semarang,Others
Rainbow Tours & Travel,Travel/Tourism
Raisecom Indonesia,Telecommunication
Raising Stars Institute,Education
Raising Stars National Plus Institute,Education
Raja Aceh Restaurant,Food & Beverage/Catering/Restaurant
Raja Auto Group,Automobile/Automotive Ancillary/Vehicle
RAJA FO,Retail/Merchandise
Raja Foto Studio & Bridal,Advertising/Marketing/Promotion/PR
Raja Golf (Batam),Entertainment / Media
Raja Jam,Retail / Merchandise
Raja Kepiting Restoran,Food & Beverage / Catering / Restaurant
Raja Merchandise,Printing/Publishing
Raja Oblong (Batam),Textiles / Garment
Raja Property,Property/Real Estate
Raja School of Property,Education
Raja Tangguh Semesta,Consumer Products / FMCG
Raja Uduk,Food & Beverage/Catering/Restaurant
Raja Wisata,Others
Rajafa Property,Property/Real Estate
Rajamada & Partners (RMP),Law/Legal
Rajamice.com,Travel/Tourism
RAJASA GRUP,Printing/Publishing
Rajawali Estate,Property / Real Estate
Rajawali Globalindo,Arts/Design/Fashion
Rajawali Televisi,Entertainment/Media
Rajawali Timur,General & Wholesale Trading
RAJAWALIPRIMA Advertising Solutions,Advertising / Marketing / Promotion / PR
rajip maulana,Others
Rakabu Furniture,Manufacturing / Production
Rakhmat Jaya,Consumer Products / FMCG
Rakids Learning Center,Education
Rakyat Printworks,Printing / Publishing
Ralali.com,Retail/Merchandise
Ralali.com / PT. Raksasa Laju Lintang,Others
Rama Beach Resort & Villas,Hotel / Hospitality
Rama Biliar,Entertainment/Media
Rama Chemicals,Chemical/Fertilizers/Pesticides
Rama Holidays,Hotel/Hospitality
Rama Hotels & Resorts Bali,Hotel / Hospitality
Rama Jee Kreatif,Arts/Design/Fashion
Rama Perwira (Grey Worldwide),Advertising/Marketing/Promotion/PR
Ramaco Sukses Abadi,Consulting (Business & Management)
Ramacom Tech,Computer/Information Technology (Software)
Ramada Bintang Bali Resort,Hotel / Hospitality
Ramadian & Satari,Law/Legal
Ramagloria Group,Textiles/Garment
Ramayana & Co,Hotel/Hospitality
Rambi Motor,Automobile/Automotive Ancillary/Vehicle
Rambo Mania,Others
Ramkon Resto Bandung,Food & Beverage / Catering / Restaurant
Ramsanjani,Others
Ramsey Jasa Logistic,Transportation/Logistics
Ranatatravel.com,Travel/Tourism
Rancangbangun Arsitama Buana,Architectural Services/Interior Designing
Randol Bella Terra,Food & Beverage/Catering/Restaurant
rani,Others
Rapi Furniture,Manufacturing / Production
RAPI Interior Furniture,Others
Rapido Media Promosi,Printing/Publishing
Rappler Inc,Journalism
RAPSOLENT,Computer/Information Technology (Software)
Raptor Bali,"Consulting (IT, Science, Engineering & Technical)"
Rara,Others
Rashan Clothing,Retail / Merchandise
Rasuna Icon Hotel,Hotel / Hospitality
Rasyi Maju Bersama,Arts/Design/Fashion
RASYIIDU,Education
Ratana Loka Tours & Travel,Travel / Tourism
Ratu Ayu Spa,BioTechnology / Pharmaceutical / Clinical research
Ratu Mayang Garden Hotel,Hotel / Hospitality
Ratu Pertiwi Group,Retail/Merchandise
ratu sutera bali,Others
Ravenry Pte Ltd,Others
Ravioli Wedding,Exhibitions / Event management / MICE
Ray White Bali Projects,Property / Real Estate
Ray White Bintaro Utama,Property/Real Estate
Ray White Cabang Pemuda (Surabaya),Property / Real Estate
Ray White CBD S. Parman (PT Mediterania Sentral Propertindo),Property / Real Estate
Ray White Central Bandung,Property/Real Estate
Ray White Cicadas,Property/Real Estate
ray white citraland,Others
Ray White Darmo,Property/Real Estate
Ray White Indonesia PT - CBD Senayan,Property/Real Estate
Ray White Juanda Bandung,Property/Real Estate
Ray White Makassar Kota & Ray White Panakkukang,Property/Real Estate
Ray White Metro Pondok Indah (PT. Indo Mitra Kreasi),Property / Real Estate
Ray White North Jogja,Property/Real Estate
Ray White Panjang Jiwo,Property/Real Estate
Ray White Paradise,Property / Real Estate
Ray White Pasteur,Property/Real Estate
Ray White Pecatu,Property / Real Estate
Ray White Perak,Property/Real Estate
Ray White Priority Menteng Bintaro,Property/Real Estate
Ray White Prominence Alam Sutera,Property/Real Estate
Ray White Puri Kencana (PT Kencana Perkasa Abadi),Property / Real Estate
Ray White Sukajadi ( Bandung ),Property/Real Estate
Ray White Surabaya,Others
Ray White Villa Bukit Mas,Property/Real Estate
Ray's Cafe,Food & Beverage / Catering / Restaurant
Raya Hankam Stationery,Retail/Merchandise
Raynaldisofika,Others
raywhite citraland,Others
Raywhite Pajajaran Bandung,Property/Real Estate
Raywhite Priority Bintaro,Property/Real Estate
Raywhite Sutami,Others
Raz Hotel,Hotel/Hospitality
RBK Creative,Others
RBS Advocates & Legal Consultant,Law / Legal
RC CORP INDONESIA,Consulting (Business & Management)
RCB MIX Raffa CiItra Berkah,Construction/Building/Engineering
RCORP,Consulting (Business & Management)
RCPEGASUS,Retail / Merchandise
RDAA,Others
RE/MAX Central,Property/Real Estate
RE/MAX Indonesia,Property/Real Estate
Real Arabian Resto,Others
Real Studio Group,Others
Real Tuition,Others
Realindo Raharja,Food & Beverage / Catering / Restaurant
Realtime,Computer/Information Technology (Software)
Realty First,Property/Real Estate
Reborn Healthcare,Healthcare / Medical
Recapital Group,General & Wholesale Trading
Recindo Consulting,Human Resources Management/Consulting
Reckitt Benckiser Indonesia,Consumer Products/FMCG
Recolte Bakery,Food & Beverage/Catering/Restaurant
Reconcept Architecture,Architectural Services/Interior Designing
Recore Media,"Consulting (IT, Science, Engineering & Technical)"
Recruitment Jakarta,Others
recruitment pt.pertamina,Others
RED APPLE TRAVEL JAKARTA,Travel/Tourism
Red Bunny Studio,Computer / Information Technology (Software)
Red Carpet Champagne Bar,Food & Beverage/Catering/Restaurant
Red Cliff SPA & Lounge,Grooming / Beauty / Fitness
red communication Indonesia,Advertising/Marketing/Promotion/PR
Red Gardenia,Arts / Design / Fashion
Red Gardenia (Jakarta),Exhibitions/Event management/MICE
Red Lite Massage,Others
Red Lotus Bali Property,Property / Real Estate
Red Tree Asia,Others
Redaco System Factory,Computer/Information Technology (Software)
RedBee DigiPrint,Printing/Publishing
Redberry Contact Center Indonesia,Call Center / IT-Enabled Services / BPO
REDTOP Hotel & Convention Center,Hotel/Hospitality
Redtroindo Nusantara PT,Wood / Fibre / Paper
Redwhite Indonesia,Exhibitions/Event management/MICE
Redwood Academy,Education
Refill Xpress,Retail/Merchandise
REFINE Consulting,"Consulting (IT, Science, Engineering & Technical)"
REFINE SKIN CENTER,Grooming/Beauty/Fitness
Reflection Art Media,Arts/Design/Fashion
Reflexology Bali,Grooming / Beauty / Fitness
Refresh Tour & Travel,Travel / Tourism
refused name took highway lesson,Others
REGAL SPRINGS GROUP,Agricultural/Plantation/Poultry/Fisheries
Regaliagaming@gmail.com,Others
Regenesys,"Consulting (IT, Science, Engineering & Technical)"
Regent Bali,Hotel / Hospitality
Regent Holidays,Travel/Tourism
Regent seven seas,Others
Regina Realty,Printing / Publishing
Regina's Bakery & Bistro,Food & Beverage/Catering/Restaurant
Regista,Others
Registry Fine Collection,Architectural Services/Interior Designing
Reich Cafe,Printing / Publishing
Rejeki Ban,Automobile/Automotive Ancillary/Vehicle
Rejeki jaya,Others
Rejeki Makmur,Electrical & Electronics
Rejo Fiberindo,Wood / Fibre / Paper
Rejodadi Global Telecom,Telecommunication
Rekagriya Mitra Buana,Consumer Products / FMCG
Rekha's Textile,Retail / Merchandise
Rekruthouse PT Ortano Sarana Mandiri,Others
Rekrutindo,Human Resources Management/Consulting
Relax Cafe Spa,Healthcare / Medical
Reliance Group,Banking / Financial Services
Reliance Soft,"Consulting (IT, Science, Engineering & Technical)"
ReMark Singapore Pte Ltd.,Insurance
REMAX PRATAMA,Property/Real Estate
Rembaka Bina Sembada,Computer/Information Technology (Software)
Rembrandt IDEA,Architectural Services/Interior Designing
Remedial Performance Pte Ltd,"Consulting (IT, Science, Engineering & Technical)"
Renata & Robyn Atelier,Architectural Services/Interior Designing
Reneó Space,Consulting (Business & Management)
Renggadha Computer,Retail / Merchandise
Reni anggraeni,Others
RENIK Planning & Architecture,Construction/Building/Engineering
Renold Transmission Ltd,General & Wholesale Trading
Renon Landmark,Consumer Products/FMCG
Renovasee.com,Others
Rental Mobil Jogja - 25Transwisata,Transportation/Logistics
Rental Mobil Jogja CV Tugu Rent Car,Others
Rental Villas Bali,Hotel / Hospitality
Reny SwalayanKu,Retail/Merchandise
Representative Office eZee Technosys Pvt. Ltd. Indonesia,Computer/Information Technology (Software)
Republic Advertising (Malang),Advertising / Marketing / Promotion / PR
Republic of Soap,Manufacturing/Production
Republic Visual,Printing / Publishing
REPUBLIKA PENERBIT,Accounting/Audit/Tax Services
REPVBLIK KOPI,Food & Beverage/Catering/Restaurant
Rere Clinic,Healthcare/Medical
RERUPA Architecture,Architectural Services/Interior Designing
Resinda Park Mall,Property/Real Estate
Resindo International,Automobile/Automotive Ancillary/Vehicle
RESOAR _ Reka Solusi Arthamedia (IT),Human Resources Management/Consulting
Resorts World Sentosa,Others
Resource Equipment Indonesia,Manufacturing/Production
Resources Indonesia,Advertising/Marketing/Promotion/PR
RESTAURAN ANGKE/HONGHE,Food & Beverage/Catering/Restaurant
restaurant,Others
Restaurant & Bahagia SIbolga,Others
Restaurant Adem Ayem,Food & Beverage / Catering / Restaurant
Restaurant Angke Group,Food & Beverage/Catering/Restaurant
Restaurant Ayam Tulang Lunak Hayam Wuruk,Food & Beverage/Catering/Restaurant
Restaurant De Pluit,Food & Beverage / Catering / Restaurant
Restaurant de'Leuit,Food & Beverage / Catering / Restaurant
Restaurant Dream Car,Food & Beverage/Catering/Restaurant
Restaurant Handayani,Food & Beverage/Catering/Restaurant
Restaurant Hopeng Kopitiam,Food & Beverage/Catering/Restaurant
RESTAURANT IGA PENYET SHINTA,Food & Beverage / Catering / Restaurant
Restaurant Kasiko,Food & Beverage/Catering/Restaurant
Restaurant Kemayangan,Food & Beverage/Catering/Restaurant
Restaurant Lingga Sempurna 899,Food & Beverage / Catering / Restaurant
Restaurant Nyi Iteung,Food & Beverage / Catering / Restaurant
Restaurant Pendopo 21,Food & Beverage / Catering / Restaurant
Restaurant PHO 24,Food & Beverage/Catering/Restaurant
Restaurant Pondok Sedap Malam,Food & Beverage / Catering / Restaurant
Restaurant Rasa Sayang,Food & Beverage/Catering/Restaurant
Restaurant Sedap Wangi,Food & Beverage / Catering / Restaurant
Restaurant Sondoro Seafood,Food & Beverage / Catering / Restaurant
Restaurant Sondoro Seafood ( Jakarta ),Food & Beverage/Catering/Restaurant
Restaurant Taman Pringsewu Solo,Food & Beverage / Catering / Restaurant
Restaurant X.O Suki & Cruisine,Food & Beverage/Catering/Restaurant
Resto & Cafe Ice Cream,Food & Beverage / Catering / Restaurant
Resto Legie,Food & Beverage / Catering / Restaurant
Resto Pawon Ndeso,Food & Beverage / Catering / Restaurant
Restobazaar,Food & Beverage/Catering/Restaurant
Restoran Bandar Karasindo Sejahtera,Food & Beverage/Catering/Restaurant
Restoran Dok Do,Food & Beverage / Catering / Restaurant
Restoran Grand Duck Nagoya,Food & Beverage / Catering / Restaurant
Restoran Gurih 7,Food & Beverage/Catering/Restaurant
Restoran Kyoto Riviera,Food & Beverage / Catering / Restaurant
Restoran Lesehan Legok Asri,Food & Beverage / Catering / Restaurant
Restoran Nglaras Rasa,Food & Beverage / Catering / Restaurant
RESTORAN PADANG PAGI SORE,Food & Beverage/Catering/Restaurant
Restoran Red Chop,Food & Beverage / Catering / Restaurant
Restoran Rumah Air Bogor,Food & Beverage / Catering / Restaurant
Restoran Runtono,Food & Beverage / Catering / Restaurant
restoran sanghai garden,Banking/Financial Services
Restoran Sintawang,Food & Beverage / Catering / Restaurant
Restoran Warung Lela,Food & Beverage / Catering / Restaurant
Restorant Kampoeng Grill,Food & Beverage/Catering/Restaurant
Restu Baru Maret,Arts/Design/Fashion
restu pratama,Others
RETAIL FIRST INDONESIA,Property/Real Estate
Retail Orang Tua Group,Retail/Merchandise
Retreat Spa,Grooming/Beauty/Fitness
Retro Grafika,Printing / Publishing
Revayah Hotels,Hotel/Hospitality
Revayah Studio,Architectural Services / Interior Designing
Revel Cake,Consumer Products/FMCG
Rever Academy Indonesia,Healthcare/Medical
Revindo IT Solution,Others
Revital Clinic,Healthcare/Medical
Revital Clinic,Property/Real Estate
Revocommunity Corp,Human Resources Management/Consulting
Revolt Institute,Education
Revolution IC,Education
Revpar Guru,Hotel/Hospitality
Rework-Coworking Space,Computer/Information Technology (Software)
Rexa Education Center,Education
Reynard Karman Photography,Entertainment/Media
Reyssa Salon And Spa,Grooming / Beauty / Fitness
Reza Septiandi,Others
rezajuniar12,Others
Rezeki Makmur,Manufacturing / Production
Rezy Acc,Others
RF Hardcore,Grooming/Beauty/Fitness
RF Training & Centre,Others
RG Group,Computer / Information Technology (Software)
RGF HR Agent Indonesia,Human Resources Management/Consulting
Rght Hand Indonesia,Advertising/Marketing/Promotion/PR
Rhadana Kuta Bali,Hotel / Hospitality
Rhapsodie Music,General & Wholesale Trading
Rhas Property,Property / Real Estate
Rhed Publishers,Advertising/Marketing/Promotion/PR
Rhema Convention Hall,Others
Rhine Butik,Arts / Design / Fashion
RIA BUSANA GROUP,Arts/Design/Fashion
RIA Engineering,Manufacturing/Production
Ria Jaya Group,Textiles/Garment
Rianda Group,Consumer Products/FMCG
Riau,Others
Riau International Collage,Education
Riau Karya,Retail/Merchandise
RICARAJA Restaurant,Food & Beverage/Catering/Restaurant
Ricardo Casa,Manufacturing / Production
Rich Railing,General & Wholesale Trading
Richard Auto Gallery,Automobile/Automotive Ancillary/Vehicle
Richards Jewellery,Retail / Merchandise
Richmore & Co,Food & Beverage/Catering/Restaurant
RICHTEX GARMINDO PT,Others
richuk,Others
Ricky L Photo Bridal,Entertainment/Media
Ricky Salon,Others
Rida International Travel & Tourism,Travel/Tourism
ridel manatiri,Others
Rider Levett Bucknall,Construction/Building/Engineering
Ridwan Setiawan,Others
Ridwiyanti,Others
Riefinka Indonesia,Arts/Design/Fashion
Riez Palace Hotel Tegal,Hotel / Hospitality
Rifan Financindo Berkangla,Others
Rifat Drive Labs,Consulting (Business & Management)
"Rifeng Enterprise （Foshan） Co., Ltd.",Others
Rifka Annisa Women Crisis Center,Non-Profit Organisation / Social Services / NGO
rifqi taufiqurrahman,Others
RIKA,Others
Riko,Others
Rikola Tours Services,Travel / Tourism
Rimanews.com,Entertainment/Media
Rimata & Co,Others
Rimba Artha,Others
Rimba Construction,Construction/Building/Engineering
Rimson,Others
Rina Cookies,Food & Beverage / Catering / Restaurant
Ring Bali Property,Property/Real Estate
RinjaniFoto Studio,Arts / Design / Fashion
Rio Surya Prasetia Photografer,Arts / Design / Fashion
Ririn Amelia,Others
Ris andriyana,Others
Risata Bali Resort & Spa,Hotel/Hospitality
Riscon Victory,Property/Real Estate
Rise N Shine Children Academy,Education
Rising Stars Preschool,Education
Riska,Others
Riski,Others
Risma Tri Anggraini,Others
Risna sri wulandari,Others
Riso Fritto,Food & Beverage/Catering/Restaurant
Risrus Fashion,Arts/Design/Fashion
Rissa Ardiyanita,Others
Ristia Group,Property/Real Estate
Ristya Stefanie Make Up & Wedding Design,Exhibitions/Event management/MICE
Rita Pasaraya Wonosobo,Retail / Merchandise
Rita Supermall,Others
Rita Supermall Purwokerto,Property/Real Estate
Rita wulandari,Others
RITEL FASHION,Retail/Merchandise
Rithm,Computer/Information Technology (Software)
Ritz Taipei Wedding&Photography,Arts/Design/Fashion
River peak,Others
Riverxspa,Healthcare/Medical
Riyan rizaldy,Others
RIZAL NURDIANSYAH,Others
RIZDIKA SUCI RAMADHANI,Others
Rizhani Moslem Wear,Textiles/Garment
"Rizhao Steel Co., Ltd",General & Wholesale Trading
Rizka,Others
Rizki Gemilang Seluler,Telecommunication
rizki ratna sari,Others
Rizki Sarana Medika,Healthcare/Medical
rizki setyo nugroho,Others
Rizq Studio,General & Wholesale Trading
rjfutures,Others
RJK Branding Partnership,Computer / Information Technology (Software)
RM Ayam Penyet Ria,Food & Beverage / Catering / Restaurant
RM Dapur Solo,Food & Beverage / Catering / Restaurant
RM Enterprises Limited Indonesia,Consulting (Business & Management)
RM Lele Saurus,Food & Beverage / Catering / Restaurant
RM Pondok Gurih,Food & Beverage / Catering / Restaurant
RM SEDAP,Food & Beverage/Catering/Restaurant
RM Seleraku,Food & Beverage / Catering / Restaurant
RM Soto Solo,Food & Beverage / Catering / Restaurant
RM Ulu Juku,Food & Beverage / Catering / Restaurant
RM. Ayam Geprek Abang Ireng,Others
RM. Nasi Ayam Pedas Mbah Jindul,Food & Beverage/Catering/Restaurant
RM.Salero Jumbo,Food & Beverage/Catering/Restaurant
RMA Ford,Manufacturing/Production
Roaster And Bear,Food & Beverage/Catering/Restaurant
Robatech AG Indonesia,Heavy Industrial / Machinery / Equipment
Robin Sulaiman & Partners,Law/Legal
Robin Sulaiman & Partners,Law / Legal
Robokidz (semarang),Education
Robokidz Computer & Robotics Learning Center Bali,Education
"ROBOKidz Dukuh Kupang, Surabaya",Education
"Robokidz, Computer and Robotics Learning Center (Malang)",Education
Roboratory Medan,Education
Roboteknika,"Consulting (IT, Science, Engineering & Technical)"
Robotics Education Center Bandung,Education
Robotics Education Centre,Education
ROBOTICS Education Centre (Semarang),Education
Robotics Education Centre Citra Gran,Education
Robotics Education Centre Palembang,Education
Roby's Coffee & Tea,Food & Beverage/Catering/Restaurant
Roca Indonesia,Manufacturing/Production
Rock Agency,Others
ROCK AGENCY,Banking/Financial Services
Rock and goal,Others
Rock Realty,Property / Real Estate
Rocket Art,Arts/Design/Fashion
Rocketbee,Others
"Rockford International, LCC",General & Wholesale Trading
Rockwell Automation Southeast Asia Pte. Ltd.,Manufacturing/Production
Roda Mas Auto Service,Automobile / Automotive Ancillary / Vehicle
Roda Selatan,Construction/Building/Engineering
Rodalink Indonesia,General & Wholesale Trading
Roebel Nia,Education
Roemah Cantik Langsing,Grooming/Beauty/Fitness
Roemah Enak Enak,Food & Beverage / Catering / Restaurant
Roemah Karya,Education
Roemi X-traordinary Ice Cream,Food & Beverage / Catering / Restaurant
ROGER'S CAFE AND LOUNGE,Food & Beverage/Catering/Restaurant
Rohimah,Others
Rohmat suhardin,Others
ROHMATULLAH,Others
Rojo House Solution,Retail/Merchandise
Roketin Indonesia,"Consulting (IT, Science, Engineering & Technical)"
Roku,Others
Rolands German Restaurant,Food & Beverage/Catering/Restaurant
Rolitrans International,Transportation/Logistics
Rolling Glory - Creative Digital Media,Computer/Information Technology (Hardware)
Rolling Glory - Creative Digital Media,Computer/Information Technology (Software)
Romandika Adi Nugraha,Others
Romantik Interior,Architectural Services / Interior Designing
Romel Simanungkalit,Others
Romy Saputra,Others
Ron's Laboratory,Food & Beverage / Catering / Restaurant
roni vita sari damanik,Others
Ronin Inc.,Human Resources Management/Consulting
Root n Branch Bistro & Bar,Food & Beverage / Catering / Restaurant
Rooya Couture,Retail/Merchandise
Ros In Hotel,Hotel/Hospitality
Ros-In Resto,Food & Beverage/Catering/Restaurant
ROSA,Others
Rosa Elina Marbun,Others
ROSA RAHARJA,Others
Rosada Doll House and Kids Interior,Retail / Merchandise
Rosario Landscaping and Architecture,Architectural Services / Interior Designing
Rosemary Bakery & Patisserie,Food & Beverage/Catering/Restaurant
Rosemerry Pictures,Arts/Design/Fashion
Rosmaida,Others
Rossner & Co,Law/Legal
ROTA Salon,Grooming/Beauty/Fitness
Roti Ganep,Retail / Merchandise
Roti Q,Food & Beverage / Catering / Restaurant
ROTI WIN,Food & Beverage/Catering/Restaurant
Rotihui Home Bakery,Food & Beverage/Catering/Restaurant
ROTINDO BAKERY,Food & Beverage/Catering/Restaurant
Rovemahu Service,Automobile / Automotive Ancillary / Vehicle
Rovo Abdy aspriyant,Others
Roxcel HMBH Indonesia Representative,General & Wholesale Trading
Roxy Photo Studio,Arts/Design/Fashion
Roy Cell Jogja,Retail / Merchandise
Royal Armada Retail group,Retail/Merchandise
Royal Bank (RBS) Surabaya,Banking / Financial Services
Royal Brewhouse,Others
Royal Cake & Bakery,Food & Beverage/Catering/Restaurant
Royal Crown,Manufacturing / Production
Royal Danish Embassy,Government/Defence
Royal Egg Tart,Food & Beverage/Catering/Restaurant
Royal Golden Spa,Grooming/Beauty/Fitness
Royal HaskoningDHV Indonesia,Construction/Building/Engineering
ROYAL HEALTH CARE,Healthcare/Medical
Royal Hospitality Hotel & Resort,Hotel/Hospitality
Royal Life Kitchen,General & Wholesale Trading
Royal London College Bali / PT Putra Bayu Nusantara,Education
Royal Mauritz,Advertising/Marketing/Promotion/PR
Royal Orchids Garden Hotel & Condominiums,Hotel/Hospitality
Royal Safari Garden,Hotel / Hospitality
Royal Seasons Hotel Education Center,Education
Royal Senyiur Hotel,Hotel/Hospitality
Royal Spa,Healthcare / Medical
Royal Tretes View Hotel & Convention,Hotel / Hospitality
Royal Tunjung Bali Hotel & Spa,Hotel / Hospitality
Royal Wells School,Education
Royalindo Group,Exhibitions/Event management/MICE
Royz Design Interior,Property / Real Estate
Rozi,Others
RPA Berdikari,Manufacturing/Production
RQ Management,Non-Profit Organisation / Social Services / NGO
RQLondon,Architectural Services/Interior Designing
RQS Digital Studio,General & Wholesale Trading
RR Consulting,Others
RS Ananda Bekasi,Healthcare/Medical
RS Annisa ( Tangerang ),Healthcare / Medical
RS Atma Jaya,Healthcare/Medical
RS Awal Bros Batam,Healthcare/Medical
RS Awal Bros Bekasi,Healthcare / Medical
RS Awal Bros Tangerang,Healthcare/Medical
RS Bhineka Bakti Husada,Healthcare/Medical
RS Bunda Dalima,Hotel/Hospitality
RS Citama Bogor,Healthcare / Medical
RS Columbia Asia Pulomas,Healthcare/Medical
RS DR Oen Solo Baru,Healthcare / Medical
RS Dr. Adam Talib,Hotel / Hospitality
RS Dr. Etty Asharto,Healthcare/Medical
RS Emma Mojokerto,Healthcare/Medical
RS Fastabiq Sehat,Hotel/Hospitality
RS Fikri Medika,Healthcare/Medical
RS Grand Medistra Medan,Healthcare / Medical
RS Happy Land Medical Centre,Healthcare / Medical
RS Hermina Pandanaran,Healthcare / Medical
RS HOLISTIC PURWAKARTA,Healthcare/Medical
RS HOSANA MEDICA LIPPO CIKARANG,Others
RS Husada,Healthcare / Medical
RS Islam Ibnu Sina,Hotel / Hospitality
RS KARTIKA HUSADA,Healthcare/Medical
RS Keluarga Sehat,Healthcare / Medical
RS Khusus Bedah Karima Utama,Healthcare / Medical
RS Khusus THT Bedah KL Proklamasi,Healthcare / Medical
RS Krakatau Medika,Healthcare / Medical
Rs Lira Medika,Healthcare/Medical
RS Mardi Rahayu (Kudus),Hotel / Hospitality
RS Mary Cileungsi,Healthcare / Medical
RS Mata Aini Prof. DR. Isak Salim,Hotel/Hospitality
RS Mata Dr YAP Yogyakarta,Healthcare / Medical
RS Mata Undaan,Healthcare/Medical
RS Mayapada Tangerang,Healthcare / Medical
RS Melinda 2,Healthcare/Medical
RS Metropolitan Medical Centre (RS MMC),Healthcare / Medical
RS Pelita Insani,Healthcare / Medical
RS Permata Cibubur,Healthcare/Medical
RS Persahabatan,Hotel / Hospitality
RS PERTAMINA,Healthcare/Medical
RS Premier Jatinegara,Healthcare/Medical
RS Puri Medika,Healthcare/Medical
RS Rawamangun,Healthcare / Medical
RS RK Charitas,Healthcare / Medical
RS Seto Hasbadi,Healthcare/Medical
RS Simpangan Depok,Healthcare/Medical
RS Sukmul Sisma Medika,Hotel / Hospitality
RS Sumber Kasih,Healthcare/Medical
RS Tria Dipa,Healthcare/Medical
RS Unggul Karsa Medika,Healthcare/Medical
RS Usada,Healthcare/Medical
RS. Bella,Healthcare/Medical
RS. Graha Medika,Healthcare/Medical
RS. Mitra Husada (An-Nisa Group),Healthcare/Medical
RS. Mitra Husada (An-Nisa Group),Healthcare/Medical
RS. MM Indramayu,Healthcare/Medical
RS. RUMAH SEHAT TERPADU,Others
RSA Architecture & Interior,General & Wholesale Trading
RSA Consult,Consulting (Business & Management)
RSA14,Insurance
RSGM FKG Usakti,Healthcare/Medical
RSI At-Tin Husada,Hotel/Hospitality
RSI Siti Rahmah,Healthcare / Medical
RSIA Belleza Kedaton,Healthcare/Medical
RSIA Buah Hati Pamulang,Healthcare / Medical
RSIA CICIK,Healthcare/Medical
RSIA Evasari,Hotel / Hospitality
RSIA Family Pluit,Hotel / Hospitality
RSIA Ferina,Healthcare/Medical
RSIA Ganesha Medika Malang,Hotel/Hospitality
RSIA Grha Permata Ibu,Healthcare / Medical
RSIA Limijati,Healthcare/Medical
RSIA Mutiara Putri (Lampung),Healthcare / Medical
RSIA Plamongan Indah,Healthcare/Medical
RSIA PUTI BUNGSU,Healthcare/Medical
RSIA Ridhoka Salma,Hotel / Hospitality
RSIA RP SOEROSO,Healthcare / Medical
RSIA Sayang Bunda,Hotel / Hospitality
RSIA St Yusuf,Healthcare/Medical
RSIA Sumber Kasih Cirebon,Healthcare/Medical
RSIA Titian Bunda,Healthcare / Medical
RSIA Yadika Keb Lama,Healthcare/Medical
RSIA. ILANUR,Others
RSK. Ginjal Rasyida Medan,Healthcare/Medical
RSKB An Nur Yogyakarta,Healthcare/Medical
RSKIA Permata Bunda Yogyakarta,Hotel / Hospitality
RSKIA Rachmi,Others
RSM Technologi,Others
