Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
2017,Dalam,3,SMA NEGERI 27,IPS,1,0
2017,Dalam,3,SMA NEGERI 27,IPS,2,0
2017,Dalam,3,SMA NEGERI 27,IPS,3,0
2017,Dalam,3,SMA NEGERI 28,IPA,1,0
2017,Dalam,3,SMA NEGERI 28,IPA,2,0
2017,Dalam,3,SMA NEGERI 28,IPA,3,0
2017,Dalam,3,SMA NEGERI 28,IPS,1,11
2017,Dalam,3,SMA NEGERI 28,IPS,2,3
2017,Dalam,3,SMA NEGERI 28,IPS,3,6
2017,Dalam,3,SMA NEGERI 29,IPA,1,11
2017,Dalam,3,SMA NEGERI 29,IPA,2,13
2017,Dalam,3,SMA NEGERI 29,IPA,3,6
2017,Dalam,3,SMA NEGERI 29,IPS,1,28
2017,Dalam,3,SMA NEGERI 29,IPS,2,28
2017,Dalam,3,SMA NEGERI 29,IPS,3,23
2017,Dalam,3,SMA NEGERI 30,IPA,1,9
2017,Dalam,3,SMA NEGERI 30,IPA,2,13
2017,Dalam,3,SMA NEGERI 30,IPA,3,10
2017,Dalam,3,SMA NEGERI 30,IPS,1,36
2017,Dalam,3,SMA NEGERI 30,IPS,2,38
2017,Dalam,3,SMA NEGERI 30,IPS,3,25
2017,Dalam,3,SMA NEGERI 31,IPA,1,12
2017,Dalam,3,SMA NEGERI 31,IPA,2,23
2017,Dalam,3,SMA NEGERI 31,IPA,3,11
2017,Dalam,3,SMA NEGERI 31,IPS,1,0
2017,Dalam,3,SMA NEGERI 31,IPS,2,0
2017,Dalam,3,SMA NEGERI 31,IPS,3,0
2017,Dalam,3,SMA NEGERI 31,BAHASA,1,0
2017,Dalam,3,SMA NEGERI 31,BAHASA,2,0
2017,Dalam,3,SMA NEGERI 31,BAHASA,3,0
2017,Dalam,3,SMA NEGERI 32,IPA,1,48
2017,Dalam,3,SMA NEGERI 32,IPA,2,42
2017,Dalam,3,SMA NEGERI 32,IPA,3,34
2017,Dalam,3,SMA NEGERI 32,IPS,1,0
2017,Dalam,3,SMA NEGERI 32,IPS,2,0
2017,Dalam,3,SMA NEGERI 32,IPS,3,0
2017,Dalam,3,SMA NEGERI 33,IPA,1,0
2017,Dalam,3,SMA NEGERI 33,IPA,2,0
2017,Dalam,3,SMA NEGERI 33,IPA,3,0
2017,Dalam,3,SMA NEGERI 33,IPS,1,52
2017,Dalam,3,SMA NEGERI 33,IPS,2,32
2017,Dalam,3,SMA NEGERI 33,IPS,3,30
2017,Dalam,3,SMA NEGERI 33,BAHASA,1,0
2017,Dalam,3,SMA NEGERI 33,BAHASA,2,0
2017,Dalam,3,SMA NEGERI 33,BAHASA,3,0
2017,Dalam,3,SMA NEGERI 34,IPA,1,18
2017,Dalam,3,SMA NEGERI 34,IPA,2,3
2017,Dalam,3,SMA NEGERI 34,IPA,3,2
2017,Dalam,3,SMA NEGERI 34,IPS,1,9
2017,Dalam,3,SMA NEGERI 34,IPS,2,8
2017,Dalam,3,SMA NEGERI 34,IPS,3,3
2017,Dalam,3,SMA NEGERI 35,IPA,1,0
2017,Dalam,3,SMA NEGERI 35,IPA,2,0
2017,Dalam,3,SMA NEGERI 35,IPA,3,0
2017,Dalam,3,SMA NEGERI 35,IPS,1,0
2017,Dalam,3,SMA NEGERI 35,IPS,2,0
2017,Dalam,3,SMA NEGERI 35,IPS,3,0
2017,Dalam,3,SMA NEGERI 35,BAHASA,1,17
2017,Dalam,3,SMA NEGERI 35,BAHASA,2,20
2017,Dalam,3,SMA NEGERI 35,BAHASA,3,16
2017,Dalam,3,SMA NEGERI 36,IPA,1,85
2017,Dalam,3,SMA NEGERI 36,IPA,2,46
2017,Dalam,3,SMA NEGERI 36,IPA,3,32
2017,Dalam,3,SMA NEGERI 36,IPS,1,113
2017,Dalam,3,SMA NEGERI 36,IPS,2,68
2017,Dalam,3,SMA NEGERI 36,IPS,3,67
2017,Dalam,3,SMA NEGERI 37,IPA,1,15
2017,Dalam,3,SMA NEGERI 37,IPA,2,13
2017,Dalam,3,SMA NEGERI 37,IPA,3,6
2017,Dalam,3,SMA NEGERI 37,IPS,1,26
2017,Dalam,3,SMA NEGERI 37,IPS,2,11
2017,Dalam,3,SMA NEGERI 37,IPS,3,16
2017,Dalam,3,SMA NEGERI 38,IPA,1,9
2017,Dalam,3,SMA NEGERI 38,IPA,2,9
2017,Dalam,3,SMA NEGERI 38,IPA,3,4
2017,Dalam,3,SMA NEGERI 38,IPS,1,0
2017,Dalam,3,SMA NEGERI 38,IPS,2,0
2017,Dalam,3,SMA NEGERI 38,IPS,3,0
2017,Dalam,3,SMA NEGERI 40,IPA,1,12
2017,Dalam,3,SMA NEGERI 40,IPA,2,17
2017,Dalam,3,SMA NEGERI 40,IPA,3,8
2017,Dalam,3,SMA NEGERI 40,IPS,1,80
2017,Dalam,3,SMA NEGERI 40,IPS,2,52
2017,Dalam,3,SMA NEGERI 40,IPS,3,63
2017,Dalam,3,SMA NEGERI 41,IPA,1,42
2017,Dalam,3,SMA NEGERI 41,IPA,2,35
2017,Dalam,3,SMA NEGERI 41,IPA,3,28
2017,Dalam,3,SMA NEGERI 41,IPS,1,75
2017,Dalam,3,SMA NEGERI 41,IPS,2,123
2017,Dalam,3,SMA NEGERI 41,IPS,3,112
2017,Dalam,3,SMA NEGERI 42,IPA,1,22
2017,Dalam,3,SMA NEGERI 42,IPA,2,5
2017,Dalam,3,SMA NEGERI 42,IPA,3,14
2017,Dalam,3,SMA NEGERI 42,IPS,1,48
2017,Dalam,3,SMA NEGERI 42,IPS,2,47
2017,Dalam,3,SMA NEGERI 42,IPS,3,21
2017,Dalam,3,SMA NEGERI 43,IPA,1,13
2017,Dalam,3,SMA NEGERI 43,IPA,2,12
2017,Dalam,3,SMA NEGERI 43,IPA,3,6
2017,Dalam,3,SMA NEGERI 43,IPS,1,23
2017,Dalam,3,SMA NEGERI 43,IPS,2,25
2017,Dalam,3,SMA NEGERI 43,IPS,3,19
2017,Dalam,3,SMA NEGERI 44,IPA,1,24
2017,Dalam,3,SMA NEGERI 44,IPA,2,18
2017,Dalam,3,SMA NEGERI 44,IPA,3,12
2017,Dalam,3,SMA NEGERI 44,IPS,1,0
2017,Dalam,3,SMA NEGERI 44,IPS,2,0
2017,Dalam,3,SMA NEGERI 44,IPS,3,0
2017,Dalam,3,SMA NEGERI 45,IPA,1,28
2017,Dalam,3,SMA NEGERI 45,IPA,2,28
2017,Dalam,3,SMA NEGERI 45,IPA,3,20
2017,Dalam,3,SMA NEGERI 45,IPS,1,52
2017,Dalam,3,SMA NEGERI 45,IPS,2,61
2017,Dalam,3,SMA NEGERI 45,IPS,3,53
2017,Dalam,3,SMA NEGERI 46,IPA,1,15
2017,Dalam,3,SMA NEGERI 46,IPA,2,16
2017,Dalam,3,SMA NEGERI 46,IPA,3,7
2017,Dalam,3,SMA NEGERI 46,IPS,1,55
2017,Dalam,3,SMA NEGERI 46,IPS,2,42
2017,Dalam,3,SMA NEGERI 46,IPS,3,42
2017,Dalam,3,SMA NEGERI 47,IPA,1,15
2017,Dalam,3,SMA NEGERI 47,IPA,2,6
2017,Dalam,3,SMA NEGERI 47,IPA,3,2
2017,Dalam,3,SMA NEGERI 47,IPS,1,8
2017,Dalam,3,SMA NEGERI 47,IPS,2,9
2017,Dalam,3,SMA NEGERI 47,IPS,3,4
2017,Dalam,3,SMA NEGERI 48,IPA,1,9
2017,Dalam,3,SMA NEGERI 48,IPA,2,5
2017,Dalam,3,SMA NEGERI 48,IPA,3,4
2017,Dalam,3,SMA NEGERI 48,IPS,1,21
2017,Dalam,3,SMA NEGERI 48,IPS,2,12
2017,Dalam,3,SMA NEGERI 48,IPS,3,10
2017,Dalam,3,SMA NEGERI 49,IPA,1,13
2017,Dalam,3,SMA NEGERI 49,IPA,2,10
2017,Dalam,3,SMA NEGERI 49,IPA,3,11
2017,Dalam,3,SMA NEGERI 49,IPS,1,0
2017,Dalam,3,SMA NEGERI 49,IPS,2,0
2017,Dalam,3,SMA NEGERI 49,IPS,3,0
2017,Dalam,3,SMA NEGERI 50,IPA,1,32
2017,Dalam,3,SMA NEGERI 50,IPA,2,44
2017,Dalam,3,SMA NEGERI 50,IPA,3,20
2017,Dalam,3,SMA NEGERI 50,IPS,1,59
2017,Dalam,3,SMA NEGERI 50,IPS,2,68
2017,Dalam,3,SMA NEGERI 50,IPS,3,33
2017,Dalam,3,SMA NEGERI 51,IPA,1,25
2017,Dalam,3,SMA NEGERI 51,IPA,2,39
2017,Dalam,3,SMA NEGERI 51,IPA,3,26
2017,Dalam,3,SMA NEGERI 51,IPS,1,104
2017,Dalam,3,SMA NEGERI 51,IPS,2,94
2017,Dalam,3,SMA NEGERI 51,IPS,3,110
2017,Dalam,3,SMA NEGERI 52,IPA,1,14
2017,Dalam,3,SMA NEGERI 52,IPA,2,20
2017,Dalam,3,SMA NEGERI 52,IPA,3,20
2017,Dalam,3,SMA NEGERI 52,IPS,1,0
2017,Dalam,3,SMA NEGERI 52,IPS,2,0
2017,Dalam,3,SMA NEGERI 52,IPS,3,0
2017,Dalam,3,SMA NEGERI 53,IPA,1,18
2017,Dalam,3,SMA NEGERI 53,IPA,2,26
2017,Dalam,3,SMA NEGERI 53,IPA,3,15
2017,Dalam,3,SMA NEGERI 53,IPS,1,34
2017,Dalam,3,SMA NEGERI 53,IPS,2,29
2017,Dalam,3,SMA NEGERI 53,IPS,3,18
2017,Dalam,3,SMA NEGERI 54,IPA,1,20
2017,Dalam,3,SMA NEGERI 54,IPA,2,8
2017,Dalam,3,SMA NEGERI 54,IPA,3,8
2017,Dalam,3,SMA NEGERI 54,IPS,1,0
2017,Dalam,3,SMA NEGERI 54,IPS,2,0
2017,Dalam,3,SMA NEGERI 54,IPS,3,0
2017,Dalam,3,SMA NEGERI 55,IPA,1,20
2017,Dalam,3,SMA NEGERI 55,IPA,2,8
2017,Dalam,3,SMA NEGERI 55,IPA,3,6
2017,Dalam,3,SMA NEGERI 55,IPS,1,25
2017,Dalam,3,SMA NEGERI 55,IPS,2,23
2017,Dalam,3,SMA NEGERI 55,IPS,3,13
2017,Dalam,3,SMA NEGERI 57,IPA,1,27
2017,Dalam,3,SMA NEGERI 57,IPA,2,26
2017,Dalam,3,SMA NEGERI 57,IPA,3,17
2017,Dalam,3,SMA NEGERI 57,IPS,1,51
2017,Dalam,3,SMA NEGERI 57,IPS,2,53
2017,Dalam,3,SMA NEGERI 57,IPS,3,53
2017,Dalam,3,SMA NEGERI 59,IPA,1,0
2017,Dalam,3,SMA NEGERI 59,IPA,2,0
2017,Dalam,3,SMA NEGERI 59,IPA,3,0
2017,Dalam,3,SMA NEGERI 59,IPS,1,50
2017,Dalam,3,SMA NEGERI 59,IPS,2,42
2017,Dalam,3,SMA NEGERI 59,IPS,3,34
2017,Dalam,3,SMA NEGERI 60,IPA,1,24
2017,Dalam,3,SMA NEGERI 60,IPA,2,14
2017,Dalam,3,SMA NEGERI 60,IPA,3,12
2017,Dalam,3,SMA NEGERI 60,IPS,1,24
2017,Dalam,3,SMA NEGERI 60,IPS,2,39
2017,Dalam,3,SMA NEGERI 60,IPS,3,21
2017,Dalam,3,SMA NEGERI 61,IPA,1,10
2017,Dalam,3,SMA NEGERI 61,IPA,2,2
2017,Dalam,3,SMA NEGERI 61,IPA,3,3
2017,Dalam,3,SMA NEGERI 61,IPS,1,0
2017,Dalam,3,SMA NEGERI 61,IPS,2,0
2017,Dalam,3,SMA NEGERI 61,IPS,3,0
2017,Dalam,3,SMA NEGERI 62,IPA,1,5
2017,Dalam,3,SMA NEGERI 62,IPA,2,9
2017,Dalam,3,SMA NEGERI 62,IPA,3,7
2017,Dalam,3,SMA NEGERI 62,IPS,1,24
2017,Dalam,3,SMA NEGERI 62,IPS,2,22
2017,Dalam,3,SMA NEGERI 62,IPS,3,23
2017,Dalam,3,SMA NEGERI 63,IPA,1,14
2017,Dalam,3,SMA NEGERI 63,IPA,2,11
2017,Dalam,3,SMA NEGERI 63,IPA,3,4
2017,Dalam,3,SMA NEGERI 63,IPS,1,33
2017,Dalam,3,SMA NEGERI 63,IPS,2,10
2017,Dalam,3,SMA NEGERI 63,IPS,3,17
2017,Dalam,3,SMA NEGERI 64,IPA,1,19
2017,Dalam,3,SMA NEGERI 64,IPA,2,27
2017,Dalam,3,SMA NEGERI 64,IPA,3,12
2017,Dalam,3,SMA NEGERI 64,IPS,1,78
2017,Dalam,3,SMA NEGERI 64,IPS,2,72
2017,Dalam,3,SMA NEGERI 64,IPS,3,34
2017,Dalam,3,SMA NEGERI 65,IPA,1,0
2017,Dalam,3,SMA NEGERI 65,IPA,2,0
2017,Dalam,3,SMA NEGERI 65,IPA,3,0
2017,Dalam,3,SMA NEGERI 65,IPS,1,11
2017,Dalam,3,SMA NEGERI 65,IPS,2,13
2017,Dalam,3,SMA NEGERI 65,IPS,3,14
2017,Dalam,3,SMA NEGERI 66,IPA,1,13
2017,Dalam,3,SMA NEGERI 66,IPA,2,12
2017,Dalam,3,SMA NEGERI 66,IPA,3,11
2017,Dalam,3,SMA NEGERI 66,IPS,1,28
2017,Dalam,3,SMA NEGERI 66,IPS,2,29
2017,Dalam,3,SMA NEGERI 66,IPS,3,10
2017,Dalam,3,SMA NEGERI 68,IPA,1,6
2017,Dalam,3,SMA NEGERI 68,IPA,2,6
2017,Dalam,3,SMA NEGERI 68,IPA,3,3
2017,Dalam,3,SMA NEGERI 68,IPS,1,6
2017,Dalam,3,SMA NEGERI 68,IPS,2,6
2017,Dalam,3,SMA NEGERI 68,IPS,3,5
2017,Dalam,3,SMA NEGERI 70,IPA,1,13
2017,Dalam,3,SMA NEGERI 70,IPA,2,7
2017,Dalam,3,SMA NEGERI 70,IPA,3,10
2017,Dalam,3,SMA NEGERI 70,IPS,1,7
2017,Dalam,3,SMA NEGERI 70,IPS,2,9
2017,Dalam,3,SMA NEGERI 70,IPS,3,10
2017,Dalam,3,SMA NEGERI 71,IPA,1,21
2017,Dalam,3,SMA NEGERI 71,IPA,2,8
2017,Dalam,3,SMA NEGERI 71,IPA,3,14
2017,Dalam,3,SMA NEGERI 71,IPS,1,0
2017,Dalam,3,SMA NEGERI 71,IPS,2,0
2017,Dalam,3,SMA NEGERI 71,IPS,3,0
2017,Dalam,3,SMA NEGERI 72,IPA,1,31
2017,Dalam,3,SMA NEGERI 72,IPA,2,25
2017,Dalam,3,SMA NEGERI 72,IPA,3,15
2017,Dalam,3,SMA NEGERI 72,IPS,1,65
2017,Dalam,3,SMA NEGERI 72,IPS,2,54
2017,Dalam,3,SMA NEGERI 72,IPS,3,55
2017,Dalam,3,SMA NEGERI 72,BAHASA,1,0
2017,Dalam,3,SMA NEGERI 72,BAHASA,2,0
2017,Dalam,3,SMA NEGERI 72,BAHASA,3,0
2017,Dalam,3,SMA NEGERI 73,IPA,1,0
2017,Dalam,3,SMA NEGERI 73,IPA,2,0
2017,Dalam,3,SMA NEGERI 73,IPA,3,0
2017,Dalam,3,SMA NEGERI 73,IPS,1,86
2017,Dalam,3,SMA NEGERI 73,IPS,2,47
2017,Dalam,3,SMA NEGERI 73,IPS,3,41
2017,Dalam,3,SMA NEGERI 74,IPA,1,24
2017,Dalam,3,SMA NEGERI 74,IPA,2,30
2017,Dalam,3,SMA NEGERI 74,IPA,3,18
2017,Dalam,3,SMA NEGERI 74,IPS,1,58
2017,Dalam,3,SMA NEGERI 74,IPS,2,46
2017,Dalam,3,SMA NEGERI 74,IPS,3,55
2017,Dalam,3,SMA NEGERI 75,IPA,1,0
2017,Dalam,3,SMA NEGERI 75,IPA,2,0
2017,Dalam,3,SMA NEGERI 75,IPA,3,0
2017,Dalam,3,SMA NEGERI 75,IPS,1,48
2017,Dalam,3,SMA NEGERI 75,IPS,2,37
2017,Dalam,3,SMA NEGERI 75,IPS,3,40
2017,Dalam,3,SMA NEGERI 76,IPA,1,33
2017,Dalam,3,SMA NEGERI 76,IPA,2,19
2017,Dalam,3,SMA NEGERI 76,IPA,3,21
2017,Dalam,3,SMA NEGERI 76,IPS,1,45
2017,Dalam,3,SMA NEGERI 76,IPS,2,52
2017,Dalam,3,SMA NEGERI 76,IPS,3,49
2017,Dalam,3,SMA NEGERI 78,IPA,1,7
2017,Dalam,3,SMA NEGERI 78,IPA,2,1
2017,Dalam,3,SMA NEGERI 78,IPA,3,1
2017,Dalam,3,SMA NEGERI 78,IPS,1,6
2017,Dalam,3,SMA NEGERI 78,IPS,2,6
2017,Dalam,3,SMA NEGERI 78,IPS,3,4
2017,Dalam,3,SMA NEGERI 78,BAHASA,1,1
2017,Dalam,3,SMA NEGERI 78,BAHASA,2,4
2017,Dalam,3,SMA NEGERI 78,BAHASA,3,2
2017,Dalam,3,SMA NEGERI 79,IPA,1,10
2017,Dalam,3,SMA NEGERI 79,IPA,2,21
2017,Dalam,3,SMA NEGERI 79,IPA,3,18
2017,Dalam,3,SMA NEGERI 79,IPS,1,24
2017,Dalam,3,SMA NEGERI 79,IPS,2,41
2017,Dalam,3,SMA NEGERI 79,IPS,3,46
2017,Dalam,3,SMA NEGERI 80,IPA,1,4
2017,Dalam,3,SMA NEGERI 80,IPA,2,4
2017,Dalam,3,SMA NEGERI 80,IPA,3,4
2017,Dalam,3,SMA NEGERI 80,IPS,1,10
2017,Dalam,3,SMA NEGERI 80,IPS,2,5
2017,Dalam,3,SMA NEGERI 80,IPS,3,19
2017,Dalam,3,SMA NEGERI 81,IPA,1,4
2017,Dalam,3,SMA NEGERI 81,IPA,2,5
2017,Dalam,3,SMA NEGERI 81,IPA,3,3
2017,Dalam,3,SMA NEGERI 81,IPS,1,0
2017,Dalam,3,SMA NEGERI 81,IPS,2,0
2017,Dalam,3,SMA NEGERI 81,IPS,3,0
2017,Dalam,3,SMA NEGERI 82,IPA,1,9
2017,Dalam,3,SMA NEGERI 82,IPA,2,9
2017,Dalam,3,SMA NEGERI 82,IPA,3,11
2017,Dalam,3,SMA NEGERI 82,IPS,1,25
2017,Dalam,3,SMA NEGERI 82,IPS,2,32
2017,Dalam,3,SMA NEGERI 82,IPS,3,34
2017,Dalam,3,SMA NEGERI 83,IPA,1,29
2017,Dalam,3,SMA NEGERI 83,IPA,2,38
2017,Dalam,3,SMA NEGERI 83,IPA,3,33
2017,Dalam,3,SMA NEGERI 83,IPS,1,108
2017,Dalam,3,SMA NEGERI 83,IPS,2,112
2017,Dalam,3,SMA NEGERI 83,IPS,3,77
2017,Dalam,3,SMA NEGERI 84,IPA,1,0
