Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2018,Luar,-,SMAN 101,IPA,6
Jakarta,2018,Luar,-,SMAN 101,IPS,6
Jakarta,2018,Luar,-,SMAN 102,IPA,5
Jakarta,2018,Luar,-,SMAN 102,IPS,5
Jakarta,2018,Luar,-,SMAN 103,IPA,5
Jakarta,2018,Luar,-,SMAN 103,IPS,7
Jakarta,2018,Luar,-,SMAN 104,IPA,8
Jakarta,2018,Luar,-,SMAN 104,IPS,5
Jakarta,2018,Luar,-,SMAN 105,IPA,7
Jakarta,2018,Luar,-,SMAN 105,IPS,5
Jakarta,2018,Luar,-,SMAN 106,IPA,5
Jakarta,2018,Luar,-,SMAN 106,IPS,7
Jakarta,2018,Luar,-,SMAN 107,IPA,5
Jakarta,2018,Luar,-,SMAN 107,IPS,7
Jakarta,2018,Luar,-,SMAN 108,IPA,5
Jakarta,2018,Luar,-,SMAN 108,IPS,3
Jakarta,2018,Luar,-,SMAN 109,IPA,7
Jakarta,2018,Luar,-,SMAN 109,IPS,5
Jakarta,2018,Luar,-,SMAN 110,IPA,5
Jakarta,2018,Luar,-,SMAN 110,IPS,7
Jakarta,2018,Luar,-,SMAN 110,BAHASA,2
Jakarta,2018,Luar,-,SMAN 111,IPA,3
Jakarta,2018,Luar,-,SMAN 111,IPS,7
Jakarta,2018,Luar,-,SMAN 112,IPA,8
Jakarta,2018,Luar,-,SMAN 112,IPS,3
Jakarta,2018,Luar,-,SMAN 113,IPA,8
Jakarta,2018,Luar,-,SMAN 113,IPS,7
Jakarta,2018,Luar,-,SMAN 113,BAHASA,2
Jakarta,2018,Luar,-,SMAN 114,IPA,3
Jakarta,2018,Luar,-,SMAN 114,IPS,5
Jakarta,2018,Luar,-,SMAN 115,IPA,5
Jakarta,2018,Luar,-,SMAN 115,IPS,5
