Provinsi,Tahun,Jalur,Tahap,Sekolah,Jurusan,Indikator,Nilai Akhir
Jawa Tengah,2018,-,-,SMAN 1 Purwanegara Kab. Banjarnegara,IPS,Rata - Rata,70.82
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPA,Terendah,64.25
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPA,Tertinggi,122.6
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPA,Rata - Rata,90.61
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPS,Terendah,65.9
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPS,Tertinggi,124.85
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,IPS,Rata - Rata,82.78
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,Bahasa dan Budaya,Terendah,52.75
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,Bahasa dan Budaya,Tertinggi,120.2
Jawa Tengah,2018,-,-,SMAN 1 Purwareja Klampok Kab. Banjarnegara,Bahasa dan Budaya,Rata - Rata,77.63
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPA,Terendah,46.2
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPA,Tertinggi,124.4
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPA,Rata - Rata,87.65
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPS,Terendah,54.65
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPS,Tertinggi,105.4
Jawa Tengah,2018,-,-,SMAN 1 Sigaluh Kab. Banjarnegara,IPS,Rata - Rata,74.92
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPA,Terendah,41.85
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPA,Tertinggi,118.25
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPA,Rata - Rata,82.32
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPS,Terendah,42.85
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPS,Tertinggi,105.4
Jawa Tengah,2018,-,-,SMAN 1 Wanadadi Kab. Banjarnegara,IPS,Rata - Rata,72.32
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPA,Terendah,64.25
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPA,Tertinggi,129.75
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPA,Rata - Rata,105.54
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPS,Terendah,61.25
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPS,Tertinggi,119.25
Jawa Tengah,2018,-,-,SMAN 1 Banyumas Kab. Banyumas,IPS,Rata - Rata,95.04
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPA,Terendah,72.75
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPA,Tertinggi,137.75
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPA,Rata - Rata,121.69
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPS,Terendah,86.05
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPS,Tertinggi,131.55
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,IPS,Rata - Rata,115.79
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Terendah,94.45
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Tertinggi,124.6
Jawa Tengah,2018,-,-,SMAN 1 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,107.41
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPA,Terendah,76.2
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPA,Tertinggi,134.5
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPA,Rata - Rata,118.92
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPS,Terendah,76.5
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPS,Tertinggi,128.6
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,IPS,Rata - Rata,112.3
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Terendah,86.1
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Tertinggi,120.3
Jawa Tengah,2018,-,-,SMAN 2 Purwokerto Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,105.1
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPA,Terendah,59.55
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPA,Tertinggi,120.15
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPA,Rata - Rata,90.77
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPS,Terendah,57.0
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPS,Tertinggi,115.2
Jawa Tengah,2018,-,-,SMAN 3 Purwokerto Kab. Banyumas,IPS,Rata - Rata,90.65
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPA,Terendah,63.7
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPA,Tertinggi,120.1
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPA,Rata - Rata,99.43
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPS,Terendah,62.9
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPS,Tertinggi,122.4
Jawa Tengah,2018,-,-,SMAN 4 Purwokerto Kab. Banyumas,IPS,Rata - Rata,98.01
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPA,Terendah,65.4
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPA,Tertinggi,129.55
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPA,Rata - Rata,107.86
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPS,Terendah,69.8
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPS,Tertinggi,119.25
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,IPS,Rata - Rata,105.2
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,Bahasa dan Budaya,Terendah,65.35
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,Bahasa dan Budaya,Tertinggi,116.65
Jawa Tengah,2018,-,-,SMAN 5 Purwokerto Kab. Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,100.52
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPA,Terendah,45.25
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPA,Tertinggi,115.0
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPA,Rata - Rata,76.19
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPS,Terendah,50.4
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPS,Tertinggi,100.95
Jawa Tengah,2018,-,-,SMAN 1 Rawalo Kab. Banyumas,IPS,Rata - Rata,69.63
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPA,Terendah,51.7
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPA,Tertinggi,120.8
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPA,Rata - Rata,89.7
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPS,Terendah,56.15
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPS,Tertinggi,118.75
Jawa Tengah,2018,-,-,SMAN 1 Sokaraja Kab. Banyumas,IPS,Rata - Rata,84.94
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPA,Terendah,44.0
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPA,Tertinggi,131.05
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPA,Rata - Rata,110.51
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPS,Terendah,72.15
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPS,Tertinggi,119.8
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,IPS,Rata - Rata,102.2
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,Bahasa dan Budaya,Terendah,76.8
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,Bahasa dan Budaya,Tertinggi,121.25
Jawa Tengah,2018,-,-,SMAN AJIBARANG Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,98.94
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPA,Terendah,41.85
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPA,Tertinggi,105.05
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPA,Rata - Rata,74.44
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPS,Terendah,55.3
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPS,Tertinggi,106.75
Jawa Tengah,2018,-,-,SMAN BATURADEN Kab. Banyumas,IPS,Rata - Rata,78.48
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPA,Terendah,57.6
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPA,Tertinggi,129.15
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPA,Rata - Rata,102.7
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPS,Terendah,65.1
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPS,Tertinggi,111.15
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,IPS,Rata - Rata,88.65
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,Bahasa dan Budaya,Terendah,63.2
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,Bahasa dan Budaya,Tertinggi,103.35
Jawa Tengah,2018,-,-,SMAN JATILAWANG Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,84.49
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPA,Terendah,38.95
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPA,Tertinggi,119.15
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPA,Rata - Rata,75.47
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPS,Terendah,50.35
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPS,Tertinggi,118.3
Jawa Tengah,2018,-,-,SMAN PATIKRAJA Kab. Banyumas,IPS,Rata - Rata,77.17
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPA,Terendah,60.75
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPA,Tertinggi,128.2
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPA,Rata - Rata,93.79
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPS,Terendah,53.75
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPS,Tertinggi,115.95
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,IPS,Rata - Rata,83.45
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,Bahasa dan Budaya,Terendah,67.65
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,Bahasa dan Budaya,Tertinggi,86.2
Jawa Tengah,2018,-,-,SMAN SUMPIUH Kab. Kab. Banyumas,Bahasa dan Budaya,Rata - Rata,78.65
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPA,Terendah,49.85
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPA,Tertinggi,125.05
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPA,Rata - Rata,87.89
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPS,Terendah,50.3
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPS,Tertinggi,107.55
Jawa Tengah,2018,-,-,SMAN WANGON Kab. Banyumas,IPS,Rata - Rata,81.05
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPA,Terendah,50.35
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPA,Tertinggi,127.55
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPA,Rata - Rata,85.99
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPS,Terendah,46.9
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPS,Tertinggi,127.55
Jawa Tengah,2018,-,-,SMAN 1 Bandar Kab. Batang,IPS,Rata - Rata,77.57
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPA,Terendah,64.65
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPA,Tertinggi,129.55
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPA,Rata - Rata,105.4
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPS,Terendah,62.95
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPS,Tertinggi,123.7
Jawa Tengah,2018,-,-,SMAN 1 Batang Kab. Batang,IPS,Rata - Rata,99.87
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPA,Terendah,52.25
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPA,Tertinggi,105.85
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPA,Rata - Rata,79.62
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPS,Terendah,61.6
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPS,Tertinggi,98.85
Jawa Tengah,2018,-,-,SMAN 2 Batang Kab. Batang,IPS,Rata - Rata,79.69
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPA,Terendah,44.7
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPA,Tertinggi,126.0
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPA,Rata - Rata,81.58
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPS,Terendah,50.7
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPS,Tertinggi,109.55
Jawa Tengah,2018,-,-,SMAN 1 Bawang Kab. Batang,IPS,Rata - Rata,76.92
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPA,Terendah,45.4
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPA,Tertinggi,115.15
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPA,Rata - Rata,71.35
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPS,Terendah,45.2
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPS,Tertinggi,97.65
Jawa Tengah,2018,-,-,SMAN 1 Gringsing Kab. Batang,IPS,Rata - Rata,70.7
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPA,Terendah,55.55
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPA,Tertinggi,126.75
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPA,Rata - Rata,93.35
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPS,Terendah,56.0
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPS,Tertinggi,117.85
Jawa Tengah,2018,-,-,SMAN 1 Subah Kab. Batang,IPS,Rata - Rata,84.27
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPA,Terendah,52.45
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPA,Tertinggi,118.35
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPA,Rata - Rata,73.8
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPS,Terendah,41.45
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPS,Tertinggi,96.65
Jawa Tengah,2018,-,-,SMAN 1 Wonotunggal Kab. Batang,IPS,Rata - Rata,68.39
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPA,Terendah,71.3
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPA,Tertinggi,131.85
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPA,Rata - Rata,108.54
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPS,Terendah,70.25
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPS,Tertinggi,122.05
Jawa Tengah,2018,-,-,SMAN 1 Blora Kab. Blora,IPS,Rata - Rata,98.28
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPA,Terendah,50.8
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPA,Tertinggi,126.35
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPA,Rata - Rata,80.44
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPS,Terendah,51.25
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPS,Tertinggi,120.7
Jawa Tengah,2018,-,-,SMAN 2 Blora Kab. Blora,IPS,Rata - Rata,76.37
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPA,Terendah,62.65
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPA,Tertinggi,128.65
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPA,Rata - Rata,102.25
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPS,Terendah,69.1
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPS,Tertinggi,109.5
Jawa Tengah,2018,-,-,SMAN 1 Cepu Kab. Blora,IPS,Rata - Rata,90.08
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPA,Terendah,46.45
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPA,Tertinggi,109.35
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPA,Rata - Rata,81.43
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPS,Terendah,37.9
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPS,Tertinggi,91.6
Jawa Tengah,2018,-,-,SMAN 2 Cepu Kab. Blora,IPS,Rata - Rata,70.59
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPA,Terendah,49.2
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPA,Tertinggi,125.55
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPA,Rata - Rata,93.67
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPS,Terendah,56.3
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPS,Tertinggi,114.95
Jawa Tengah,2018,-,-,SMAN 1 Jepon Kab. Blora,IPS,Rata - Rata,82.99
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPA,Terendah,44.9
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPA,Tertinggi,127.8
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPA,Rata - Rata,84.97
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPS,Terendah,47.6
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPS,Tertinggi,97.2
Jawa Tengah,2018,-,-,SMAN 1 Ngawen Kab. Blora,IPS,Rata - Rata,80.23
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPA,Terendah,51.6
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPA,Tertinggi,120.5
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPA,Rata - Rata,90.6
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPS,Terendah,59.1
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPS,Tertinggi,113.95
Jawa Tengah,2018,-,-,SMAN 1 Randublatung Kab. Blora,IPS,Rata - Rata,84.77
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPA,Terendah,56.65
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPA,Tertinggi,129.05
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPA,Rata - Rata,86.24
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPS,Terendah,58.45
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPS,Tertinggi,112.0
Jawa Tengah,2018,-,-,SMAN 1 Tunjungan Kab. Blora,IPS,Rata - Rata,84.4
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPA,Terendah,57.75
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPA,Tertinggi,121.55
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPA,Rata - Rata,82.75
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPS,Terendah,48.6
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPS,Tertinggi,101.55
Jawa Tengah,2018,-,-,SMAN 1 Ampel Kab. Boyolali,IPS,Rata - Rata,71.0
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPA,Terendah,59.45
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPA,Tertinggi,129.3
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPA,Rata - Rata,90.67
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPS,Terendah,56.55
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPS,Tertinggi,111.6
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,IPS,Rata - Rata,81.53
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,Bahasa dan Budaya,Terendah,63.75
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,Bahasa dan Budaya,Tertinggi,108.6
Jawa Tengah,2018,-,-,SMAN 1 Andong Kab. Boyolali,Bahasa dan Budaya,Rata - Rata,85.99
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPA,Terendah,64.9
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPA,Tertinggi,112.2
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPA,Rata - Rata,90.89
