Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,2016,Luar,1,SMA NEGERI 9,IPA,2,10
Jakarta,2016,Luar,1,SMA NEGERI 9,IPA,3,18
Jakarta,2016,Luar,1,SMA NEGERI 9,IPS,1,19
Jakarta,2016,Luar,1,SMA NEGERI 9,IPS,2,23
Jakarta,2016,Luar,1,SMA NEGERI 9,IPS,3,29
Jakarta,2016,Luar,1,SMA NEGERI 10,IPA,1,11
Jakarta,2016,Luar,1,SMA NEGERI 10,IPA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 10,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 10,IPS,1,16
Jakarta,2016,Luar,1,SMA NEGERI 10,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 10,IPS,3,12
Jakarta,2016,Luar,1,SMA NEGERI 11,IPA,1,6
Jakarta,2016,Luar,1,SMA NEGERI 11,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 11,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 11,IPS,1,18
Jakarta,2016,Luar,1,SMA NEGERI 11,IPS,2,9
Jakarta,2016,Luar,1,SMA NEGERI 11,IPS,3,13
Jakarta,2016,Luar,1,SMA NEGERI 12,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 12,IPA,2,3
Jakarta,2016,Luar,1,SMA NEGERI 12,IPA,3,9
Jakarta,2016,Luar,1,SMA NEGERI 12,IPS,1,14
Jakarta,2016,Luar,1,SMA NEGERI 12,IPS,2,5
Jakarta,2016,Luar,1,SMA NEGERI 12,IPS,3,3
Jakarta,2016,Luar,1,SMA NEGERI 13,IPA,1,19
Jakarta,2016,Luar,1,SMA NEGERI 13,IPA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 13,IPA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 13,IPS,1,12
Jakarta,2016,Luar,1,SMA NEGERI 13,IPS,2,5
Jakarta,2016,Luar,1,SMA NEGERI 13,IPS,3,4
Jakarta,2016,Luar,1,SMA NEGERI 14,IPA,1,18
Jakarta,2016,Luar,1,SMA NEGERI 14,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 14,IPA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 14,IPS,1,16
Jakarta,2016,Luar,1,SMA NEGERI 14,IPS,2,8
Jakarta,2016,Luar,1,SMA NEGERI 14,IPS,3,6
Jakarta,2016,Luar,1,SMA NEGERI 15,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 15,IPA,2,11
Jakarta,2016,Luar,1,SMA NEGERI 15,IPA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 15,IPS,1,12
Jakarta,2016,Luar,1,SMA NEGERI 15,IPS,2,17
Jakarta,2016,Luar,1,SMA NEGERI 15,IPS,3,17
Jakarta,2016,Luar,1,SMA NEGERI 16,IPA,1,17
Jakarta,2016,Luar,1,SMA NEGERI 16,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 16,IPA,3,5
Jakarta,2016,Luar,1,SMA NEGERI 16,IPS,1,23
Jakarta,2016,Luar,1,SMA NEGERI 16,IPS,2,11
Jakarta,2016,Luar,1,SMA NEGERI 16,IPS,3,9
Jakarta,2016,Luar,1,SMA NEGERI 17,IPA,1,9
Jakarta,2016,Luar,1,SMA NEGERI 17,IPA,2,17
Jakarta,2016,Luar,1,SMA NEGERI 17,IPA,3,17
Jakarta,2016,Luar,1,SMA NEGERI 17,IPS,1,12
Jakarta,2016,Luar,1,SMA NEGERI 17,IPS,2,11
Jakarta,2016,Luar,1,SMA NEGERI 17,IPS,3,14
Jakarta,2016,Luar,1,SMA NEGERI 18,IPA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 18,IPA,2,6
Jakarta,2016,Luar,1,SMA NEGERI 18,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 18,IPS,1,12
Jakarta,2016,Luar,1,SMA NEGERI 18,IPS,2,7
Jakarta,2016,Luar,1,SMA NEGERI 18,IPS,3,7
Jakarta,2016,Luar,1,SMA NEGERI 18,BAHASA,1,4
Jakarta,2016,Luar,1,SMA NEGERI 18,BAHASA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 18,BAHASA,3,2
Jakarta,2016,Luar,1,SMA NEGERI 19,IPA,1,5
Jakarta,2016,Luar,1,SMA NEGERI 19,IPA,2,4
Jakarta,2016,Luar,1,SMA NEGERI 19,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 19,IPS,1,10
Jakarta,2016,Luar,1,SMA NEGERI 19,IPS,2,15
Jakarta,2016,Luar,1,SMA NEGERI 19,IPS,3,14
Jakarta,2016,Luar,1,SMA NEGERI 20,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 20,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 20,IPA,3,11
Jakarta,2016,Luar,1,SMA NEGERI 20,IPS,1,7
Jakarta,2016,Luar,1,SMA NEGERI 20,IPS,2,16
Jakarta,2016,Luar,1,SMA NEGERI 20,IPS,3,6
Jakarta,2016,Luar,1,SMA NEGERI 21,IPA,1,11
Jakarta,2016,Luar,1,SMA NEGERI 21,IPA,2,13
Jakarta,2016,Luar,1,SMA NEGERI 21,IPA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 21,IPS,1,7
Jakarta,2016,Luar,1,SMA NEGERI 21,IPS,2,6
Jakarta,2016,Luar,1,SMA NEGERI 21,IPS,3,7
Jakarta,2016,Luar,1,SMA NEGERI 22,IPA,1,9
Jakarta,2016,Luar,1,SMA NEGERI 22,IPA,2,21
Jakarta,2016,Luar,1,SMA NEGERI 22,IPA,3,19
Jakarta,2016,Luar,1,SMA NEGERI 22,IPS,1,15
Jakarta,2016,Luar,1,SMA NEGERI 22,IPS,2,17
Jakarta,2016,Luar,1,SMA NEGERI 22,IPS,3,15
Jakarta,2016,Luar,1,SMA NEGERI 23,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 23,IPA,2,3
Jakarta,2016,Luar,1,SMA NEGERI 23,IPA,3,8
Jakarta,2016,Luar,1,SMA NEGERI 23,IPS,1,17
Jakarta,2016,Luar,1,SMA NEGERI 23,IPS,2,11
Jakarta,2016,Luar,1,SMA NEGERI 23,IPS,3,16
Jakarta,2016,Luar,1,SMA NEGERI 24,IPA,1,17
Jakarta,2016,Luar,1,SMA NEGERI 24,IPA,2,13
Jakarta,2016,Luar,1,SMA NEGERI 24,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 24,IPS,1,10
Jakarta,2016,Luar,1,SMA NEGERI 24,IPS,2,16
Jakarta,2016,Luar,1,SMA NEGERI 24,IPS,3,14
Jakarta,2016,Luar,1,SMA NEGERI 25,IPA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 25,IPA,2,4
Jakarta,2016,Luar,1,SMA NEGERI 25,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 25,IPS,1,17
Jakarta,2016,Luar,1,SMA NEGERI 25,IPS,2,9
Jakarta,2016,Luar,1,SMA NEGERI 25,IPS,3,10
Jakarta,2016,Luar,1,SMA NEGERI 26,IPA,1,14
Jakarta,2016,Luar,1,SMA NEGERI 26,IPA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 26,IPA,3,4
Jakarta,2016,Luar,1,SMA NEGERI 26,IPS,1,11
Jakarta,2016,Luar,1,SMA NEGERI 26,IPS,2,7
Jakarta,2016,Luar,1,SMA NEGERI 26,IPS,3,2
Jakarta,2016,Luar,1,SMA NEGERI 27,IPA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 27,IPA,2,7
Jakarta,2016,Luar,1,SMA NEGERI 27,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 27,IPS,1,13
Jakarta,2016,Luar,1,SMA NEGERI 27,IPS,2,9
Jakarta,2016,Luar,1,SMA NEGERI 27,IPS,3,13
Jakarta,2016,Luar,1,SMA NEGERI 28,IPA,1,48
Jakarta,2016,Luar,1,SMA NEGERI 28,IPA,2,31
Jakarta,2016,Luar,1,SMA NEGERI 28,IPA,3,9
Jakarta,2016,Luar,1,SMA NEGERI 28,IPS,1,12
Jakarta,2016,Luar,1,SMA NEGERI 28,IPS,2,4
Jakarta,2016,Luar,1,SMA NEGERI 28,IPS,3,7
Jakarta,2016,Luar,1,SMA NEGERI 29,IPA,1,21
Jakarta,2016,Luar,1,SMA NEGERI 29,IPA,2,16
Jakarta,2016,Luar,1,SMA NEGERI 29,IPA,3,14
Jakarta,2016,Luar,1,SMA NEGERI 29,IPS,1,42
Jakarta,2016,Luar,1,SMA NEGERI 29,IPS,2,35
Jakarta,2016,Luar,1,SMA NEGERI 29,IPS,3,21
Jakarta,2016,Luar,1,SMA NEGERI 30,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 30,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 30,IPA,3,9
Jakarta,2016,Luar,1,SMA NEGERI 30,IPS,1,19
Jakarta,2016,Luar,1,SMA NEGERI 30,IPS,2,15
Jakarta,2016,Luar,1,SMA NEGERI 30,IPS,3,9
Jakarta,2016,Luar,1,SMA NEGERI 31,IPA,1,18
Jakarta,2016,Luar,1,SMA NEGERI 31,IPA,2,8
Jakarta,2016,Luar,1,SMA NEGERI 31,IPA,3,3
Jakarta,2016,Luar,1,SMA NEGERI 31,IPS,1,15
Jakarta,2016,Luar,1,SMA NEGERI 31,IPS,2,16
Jakarta,2016,Luar,1,SMA NEGERI 31,IPS,3,13
Jakarta,2016,Luar,1,SMA NEGERI 31,BAHASA,1,11
Jakarta,2016,Luar,1,SMA NEGERI 31,BAHASA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 31,BAHASA,3,4
Jakarta,2016,Luar,1,SMA NEGERI 32,IPA,1,16
Jakarta,2016,Luar,1,SMA NEGERI 32,IPA,2,17
Jakarta,2016,Luar,1,SMA NEGERI 32,IPA,3,29
Jakarta,2016,Luar,1,SMA NEGERI 32,IPS,1,47
Jakarta,2016,Luar,1,SMA NEGERI 32,IPS,2,43
Jakarta,2016,Luar,1,SMA NEGERI 32,IPS,3,47
Jakarta,2016,Luar,1,SMA NEGERI 33,IPA,1,26
Jakarta,2016,Luar,1,SMA NEGERI 33,IPA,2,6
Jakarta,2016,Luar,1,SMA NEGERI 33,IPA,3,4
Jakarta,2016,Luar,1,SMA NEGERI 33,IPS,1,14
Jakarta,2016,Luar,1,SMA NEGERI 33,IPS,2,14
Jakarta,2016,Luar,1,SMA NEGERI 33,IPS,3,13
Jakarta,2016,Luar,1,SMA NEGERI 33,BAHASA,1,3
Jakarta,2016,Luar,1,SMA NEGERI 33,BAHASA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 33,BAHASA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 34,IPA,1,58
Jakarta,2016,Luar,1,SMA NEGERI 34,IPA,2,19
Jakarta,2016,Luar,1,SMA NEGERI 34,IPA,3,12
Jakarta,2016,Luar,1,SMA NEGERI 34,IPS,1,30
Jakarta,2016,Luar,1,SMA NEGERI 34,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 34,IPS,3,6
Jakarta,2016,Luar,1,SMA NEGERI 35,IPA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 35,IPA,2,7
Jakarta,2016,Luar,1,SMA NEGERI 35,IPA,3,11
Jakarta,2016,Luar,1,SMA NEGERI 35,IPS,1,9
Jakarta,2016,Luar,1,SMA NEGERI 35,IPS,2,8
Jakarta,2016,Luar,1,SMA NEGERI 35,IPS,3,12
Jakarta,2016,Luar,1,SMA NEGERI 35,BAHASA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 35,BAHASA,2,3
Jakarta,2016,Luar,1,SMA NEGERI 35,BAHASA,3,3
Jakarta,2016,Luar,1,SMA NEGERI 36,IPA,1,13
Jakarta,2016,Luar,1,SMA NEGERI 36,IPA,2,12
Jakarta,2016,Luar,1,SMA NEGERI 36,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 36,IPS,1,8
Jakarta,2016,Luar,1,SMA NEGERI 36,IPS,2,12
Jakarta,2016,Luar,1,SMA NEGERI 36,IPS,3,9
Jakarta,2016,Luar,1,SMA NEGERI 37,IPA,1,10
Jakarta,2016,Luar,1,SMA NEGERI 37,IPA,2,10
Jakarta,2016,Luar,1,SMA NEGERI 37,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 37,IPS,1,14
Jakarta,2016,Luar,1,SMA NEGERI 37,IPS,2,6
Jakarta,2016,Luar,1,SMA NEGERI 37,IPS,3,12
Jakarta,2016,Luar,1,SMA NEGERI 38,IPA,1,48
Jakarta,2016,Luar,1,SMA NEGERI 38,IPA,2,22
Jakarta,2016,Luar,1,SMA NEGERI 38,IPA,3,8
Jakarta,2016,Luar,1,SMA NEGERI 38,IPS,1,52
Jakarta,2016,Luar,1,SMA NEGERI 38,IPS,2,21
Jakarta,2016,Luar,1,SMA NEGERI 38,IPS,3,16
Jakarta,2016,Luar,1,SMA NEGERI 39,IPA,1,35
Jakarta,2016,Luar,1,SMA NEGERI 39,IPA,2,14
Jakarta,2016,Luar,1,SMA NEGERI 39,IPA,3,4
Jakarta,2016,Luar,1,SMA NEGERI 39,IPS,1,18
Jakarta,2016,Luar,1,SMA NEGERI 39,IPS,2,5
Jakarta,2016,Luar,1,SMA NEGERI 39,IPS,3,6
Jakarta,2016,Luar,1,SMA NEGERI 40,IPA,1,8
Jakarta,2016,Luar,1,SMA NEGERI 40,IPA,2,5
Jakarta,2016,Luar,1,SMA NEGERI 40,IPA,3,5
Jakarta,2016,Luar,1,SMA NEGERI 40,IPS,1,11
Jakarta,2016,Luar,1,SMA NEGERI 40,IPS,2,6
Jakarta,2016,Luar,1,SMA NEGERI 40,IPS,3,6
Jakarta,2016,Luar,1,SMA NEGERI 41,IPA,1,11
Jakarta,2016,Luar,1,SMA NEGERI 41,IPA,2,12
Jakarta,2016,Luar,1,SMA NEGERI 41,IPA,3,7
Jakarta,2016,Luar,1,SMA NEGERI 41,IPS,1,10
Jakarta,2016,Luar,1,SMA NEGERI 41,IPS,2,15
Jakarta,2016,Luar,1,SMA NEGERI 41,IPS,3,15
Jakarta,2016,Luar,1,SMA NEGERI 42,IPA,1,13
Jakarta,2016,Luar,1,SMA NEGERI 42,IPA,2,18
Jakarta,2016,Luar,1,SMA NEGERI 42,IPA,3,13
Jakarta,2016,Luar,1,SMA NEGERI 42,IPS,1,18
Jakarta,2016,Luar,1,SMA NEGERI 42,IPS,2,27
Jakarta,2016,Luar,1,SMA NEGERI 42,IPS,3,19
Jakarta,2016,Luar,1,SMA NEGERI 43,IPA,1,8
Jakarta,2016,Luar,1,SMA NEGERI 43,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 43,IPA,3,5
Jakarta,2016,Luar,1,SMA NEGERI 43,IPS,1,11
Jakarta,2016,Luar,1,SMA NEGERI 43,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 43,IPS,3,4
Jakarta,2016,Luar,1,SMA NEGERI 44,IPA,1,15
Jakarta,2016,Luar,1,SMA NEGERI 44,IPA,2,22
Jakarta,2016,Luar,1,SMA NEGERI 44,IPA,3,12
Jakarta,2016,Luar,1,SMA NEGERI 44,IPS,1,24
Jakarta,2016,Luar,1,SMA NEGERI 44,IPS,2,17
Jakarta,2016,Luar,1,SMA NEGERI 44,IPS,3,16
Jakarta,2016,Luar,1,SMA NEGERI 45,IPA,1,12
Jakarta,2016,Luar,1,SMA NEGERI 45,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 45,IPA,3,5
Jakarta,2016,Luar,1,SMA NEGERI 45,IPS,1,19
Jakarta,2016,Luar,1,SMA NEGERI 45,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 45,IPS,3,11
Jakarta,2016,Luar,1,SMA NEGERI 46,IPA,1,37
Jakarta,2016,Luar,1,SMA NEGERI 46,IPA,2,21
Jakarta,2016,Luar,1,SMA NEGERI 46,IPA,3,22
Jakarta,2016,Luar,1,SMA NEGERI 46,IPS,1,38
Jakarta,2016,Luar,1,SMA NEGERI 46,IPS,2,42
Jakarta,2016,Luar,1,SMA NEGERI 46,IPS,3,57
Jakarta,2016,Luar,1,SMA NEGERI 47,IPA,1,30
Jakarta,2016,Luar,1,SMA NEGERI 47,IPA,2,32
Jakarta,2016,Luar,1,SMA NEGERI 47,IPA,3,16
Jakarta,2016,Luar,1,SMA NEGERI 47,IPS,1,25
Jakarta,2016,Luar,1,SMA NEGERI 47,IPS,2,20
Jakarta,2016,Luar,1,SMA NEGERI 47,IPS,3,7
Jakarta,2016,Luar,1,SMA NEGERI 48,IPA,1,29
Jakarta,2016,Luar,1,SMA NEGERI 48,IPA,2,22
Jakarta,2016,Luar,1,SMA NEGERI 48,IPA,3,12
Jakarta,2016,Luar,1,SMA NEGERI 48,IPS,1,19
Jakarta,2016,Luar,1,SMA NEGERI 48,IPS,2,8
Jakarta,2016,Luar,1,SMA NEGERI 48,IPS,3,9
Jakarta,2016,Luar,1,SMA NEGERI 49,IPA,1,31
Jakarta,2016,Luar,1,SMA NEGERI 49,IPA,2,32
Jakarta,2016,Luar,1,SMA NEGERI 49,IPA,3,27
Jakarta,2016,Luar,1,SMA NEGERI 49,IPS,1,31
Jakarta,2016,Luar,1,SMA NEGERI 49,IPS,2,29
Jakarta,2016,Luar,1,SMA NEGERI 49,IPS,3,41
Jakarta,2016,Luar,1,SMA NEGERI 50,IPA,1,9
Jakarta,2016,Luar,1,SMA NEGERI 50,IPA,2,7
Jakarta,2016,Luar,1,SMA NEGERI 50,IPA,3,5
Jakarta,2016,Luar,1,SMA NEGERI 50,IPS,1,26
Jakarta,2016,Luar,1,SMA NEGERI 50,IPS,2,19
Jakarta,2016,Luar,1,SMA NEGERI 50,IPS,3,19
Jakarta,2016,Luar,1,SMA NEGERI 51,IPA,1,13
Jakarta,2016,Luar,1,SMA NEGERI 51,IPA,2,19
Jakarta,2016,Luar,1,SMA NEGERI 51,IPA,3,22
Jakarta,2016,Luar,1,SMA NEGERI 51,IPS,1,20
Jakarta,2016,Luar,1,SMA NEGERI 51,IPS,2,30
Jakarta,2016,Luar,1,SMA NEGERI 51,IPS,3,34
Jakarta,2016,Luar,1,SMA NEGERI 52,IPA,1,6
Jakarta,2016,Luar,1,SMA NEGERI 52,IPA,2,8
Jakarta,2016,Luar,1,SMA NEGERI 52,IPA,3,6
Jakarta,2016,Luar,1,SMA NEGERI 52,IPS,1,17
Jakarta,2016,Luar,1,SMA NEGERI 52,IPS,2,3
Jakarta,2016,Luar,1,SMA NEGERI 52,IPS,3,4
Jakarta,2016,Luar,1,SMA NEGERI 53,IPA,1,5
Jakarta,2016,Luar,1,SMA NEGERI 53,IPA,2,11
Jakarta,2016,Luar,1,SMA NEGERI 53,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 53,IPS,1,17
Jakarta,2016,Luar,1,SMA NEGERI 53,IPS,2,15
Jakarta,2016,Luar,1,SMA NEGERI 53,IPS,3,12
Jakarta,2016,Luar,1,SMA NEGERI 54,IPA,1,18
Jakarta,2016,Luar,1,SMA NEGERI 54,IPA,2,12
Jakarta,2016,Luar,1,SMA NEGERI 54,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 54,IPS,1,18
Jakarta,2016,Luar,1,SMA NEGERI 54,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 54,IPS,3,8
Jakarta,2016,Luar,1,SMA NEGERI 55,IPA,1,8
Jakarta,2016,Luar,1,SMA NEGERI 55,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 55,IPA,3,17
Jakarta,2016,Luar,1,SMA NEGERI 55,IPS,1,10
Jakarta,2016,Luar,1,SMA NEGERI 55,IPS,2,16
Jakarta,2016,Luar,1,SMA NEGERI 55,IPS,3,15
Jakarta,2016,Luar,1,SMA NEGERI 56,IPA,1,7
Jakarta,2016,Luar,1,SMA NEGERI 56,IPA,2,10
Jakarta,2016,Luar,1,SMA NEGERI 56,IPA,3,18
Jakarta,2016,Luar,1,SMA NEGERI 56,IPS,1,18
Jakarta,2016,Luar,1,SMA NEGERI 56,IPS,2,13
Jakarta,2016,Luar,1,SMA NEGERI 56,IPS,3,23
Jakarta,2016,Luar,1,SMA NEGERI 56,BAHASA,1,10
Jakarta,2016,Luar,1,SMA NEGERI 56,BAHASA,2,11
Jakarta,2016,Luar,1,SMA NEGERI 56,BAHASA,3,15
Jakarta,2016,Luar,1,SMA NEGERI 57,IPA,1,13
Jakarta,2016,Luar,1,SMA NEGERI 57,IPA,2,8
Jakarta,2016,Luar,1,SMA NEGERI 57,IPA,3,13
Jakarta,2016,Luar,1,SMA NEGERI 57,IPS,1,30
Jakarta,2016,Luar,1,SMA NEGERI 57,IPS,2,17
Jakarta,2016,Luar,1,SMA NEGERI 57,IPS,3,29
Jakarta,2016,Luar,1,SMA NEGERI 58,IPA,1,22
Jakarta,2016,Luar,1,SMA NEGERI 58,IPA,2,26
Jakarta,2016,Luar,1,SMA NEGERI 58,IPA,3,8
Jakarta,2016,Luar,1,SMA NEGERI 58,IPS,1,33
Jakarta,2016,Luar,1,SMA NEGERI 58,IPS,2,26
Jakarta,2016,Luar,1,SMA NEGERI 58,IPS,3,34
Jakarta,2016,Luar,1,SMA NEGERI 59,IPA,1,4
Jakarta,2016,Luar,1,SMA NEGERI 59,IPA,2,9
Jakarta,2016,Luar,1,SMA NEGERI 59,IPA,3,10
Jakarta,2016,Luar,1,SMA NEGERI 59,IPS,1,11
Jakarta,2016,Luar,1,SMA NEGERI 59,IPS,2,12
Jakarta,2016,Luar,1,SMA NEGERI 59,IPS,3,16
Jakarta,2016,Luar,1,SMA NEGERI 60,IPA,1,14
Jakarta,2016,Luar,1,SMA NEGERI 60,IPA,2,11
Jakarta,2016,Luar,1,SMA NEGERI 60,IPA,3,8
Jakarta,2016,Luar,1,SMA NEGERI 60,IPS,1,16
Jakarta,2016,Luar,1,SMA NEGERI 60,IPS,2,18
Jakarta,2016,Luar,1,SMA NEGERI 60,IPS,3,12
Jakarta,2016,Luar,1,SMA NEGERI 61,IPA,1,15
Jakarta,2016,Luar,1,SMA NEGERI 61,IPA,2,25
Jakarta,2016,Luar,1,SMA NEGERI 61,IPA,3,13
Jakarta,2016,Luar,1,SMA NEGERI 61,IPS,1,4
Jakarta,2016,Luar,1,SMA NEGERI 61,IPS,2,9
Jakarta,2016,Luar,1,SMA NEGERI 61,IPS,3,0
Jakarta,2016,Luar,1,SMA NEGERI 62,IPA,1,15
Jakarta,2016,Luar,1,SMA NEGERI 62,IPA,2,12
Jakarta,2016,Luar,1,SMA NEGERI 62,IPA,3,8
Jakarta,2016,Luar,1,SMA NEGERI 62,IPS,1,19
Jakarta,2016,Luar,1,SMA NEGERI 62,IPS,2,20
Jakarta,2016,Luar,1,SMA NEGERI 62,IPS,3,16
Jakarta,2016,Luar,1,SMA NEGERI 63,IPA,1,33
Jakarta,2016,Luar,1,SMA NEGERI 63,IPA,2,52
Jakarta,2016,Luar,1,SMA NEGERI 63,IPA,3,21
Jakarta,2016,Luar,1,SMA NEGERI 63,IPS,1,73
Jakarta,2016,Luar,1,SMA NEGERI 63,IPS,2,67
Jakarta,2016,Luar,1,SMA NEGERI 63,IPS,3,24
Jakarta,2016,Luar,1,SMA NEGERI 64,IPA,1,14
Jakarta,2016,Luar,1,SMA NEGERI 64,IPA,2,19
Jakarta,2016,Luar,1,SMA NEGERI 64,IPA,3,26
Jakarta,2016,Luar,1,SMA NEGERI 64,IPS,1,40
Jakarta,2016,Luar,1,SMA NEGERI 64,IPS,2,28
Jakarta,2016,Luar,1,SMA NEGERI 64,IPS,3,31
Jakarta,2016,Luar,1,SMA NEGERI 65,IPA,1,11
Jakarta,2016,Luar,1,SMA NEGERI 65,IPA,2,19
Jakarta,2016,Luar,1,SMA NEGERI 65,IPA,3,9
Jakarta,2016,Luar,1,SMA NEGERI 65,IPS,1,6
Jakarta,2016,Luar,1,SMA NEGERI 65,IPS,2,12
Jakarta,2016,Luar,1,SMA NEGERI 65,IPS,3,4
