Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
2017,Dalam,1,SMA NEGERI 14,IPS,2,82
2017,Dalam,1,SMA NEGERI 14,IPS,3,63
2017,Dalam,1,SMA NEGERI 15,IPA,1,65
2017,Dalam,1,SMA NEGERI 15,IPA,2,112
2017,Dalam,1,SMA NEGERI 15,IPA,3,167
2017,Dalam,1,SMA NEGERI 15,IPS,1,220
2017,Dalam,1,SMA NEGERI 15,IPS,2,273
2017,Dalam,1,SMA NEGERI 15,IPS,3,330
2017,Dalam,1,SMA NEGERI 16,IPA,1,115
2017,Dalam,1,SMA NEGERI 16,IPA,2,79
2017,Dalam,1,SMA NEGERI 16,IPA,3,106
2017,Dalam,1,SMA NEGERI 16,IPS,1,200
2017,Dalam,1,SMA NEGERI 16,IPS,2,140
2017,Dalam,1,SMA NEGERI 16,IPS,3,129
2017,Dalam,1,SMA NEGERI 17,IPA,1,49
2017,Dalam,1,SMA NEGERI 17,IPA,2,80
2017,Dalam,1,SMA NEGERI 17,IPA,3,80
2017,Dalam,1,SMA NEGERI 17,IPS,1,180
2017,Dalam,1,SMA NEGERI 17,IPS,2,172
2017,Dalam,1,SMA NEGERI 17,IPS,3,244
2017,Dalam,1,SMA NEGERI 18,IPA,1,75
2017,Dalam,1,SMA NEGERI 18,IPA,2,100
2017,Dalam,1,SMA NEGERI 18,IPA,3,88
2017,Dalam,1,SMA NEGERI 18,IPS,1,208
2017,Dalam,1,SMA NEGERI 18,IPS,2,183
2017,Dalam,1,SMA NEGERI 18,IPS,3,98
2017,Dalam,1,SMA NEGERI 18,BAHASA,1,73
2017,Dalam,1,SMA NEGERI 18,BAHASA,2,69
2017,Dalam,1,SMA NEGERI 18,BAHASA,3,66
2017,Dalam,1,SMA NEGERI 19,IPA,1,51
2017,Dalam,1,SMA NEGERI 19,IPA,2,82
2017,Dalam,1,SMA NEGERI 19,IPA,3,69
2017,Dalam,1,SMA NEGERI 19,IPS,1,85
2017,Dalam,1,SMA NEGERI 19,IPS,2,153
2017,Dalam,1,SMA NEGERI 19,IPS,3,109
2017,Dalam,1,SMA NEGERI 20,IPA,1,51
2017,Dalam,1,SMA NEGERI 20,IPA,2,64
2017,Dalam,1,SMA NEGERI 20,IPA,3,69
2017,Dalam,1,SMA NEGERI 20,IPS,1,166
2017,Dalam,1,SMA NEGERI 20,IPS,2,183
2017,Dalam,1,SMA NEGERI 20,IPS,3,170
2017,Dalam,1,SMA NEGERI 21,IPA,1,338
2017,Dalam,1,SMA NEGERI 21,IPA,2,231
2017,Dalam,1,SMA NEGERI 21,IPA,3,114
2017,Dalam,1,SMA NEGERI 21,IPS,1,223
2017,Dalam,1,SMA NEGERI 21,IPS,2,125
2017,Dalam,1,SMA NEGERI 21,IPS,3,67
2017,Dalam,1,SMA NEGERI 22,IPA,1,72
2017,Dalam,1,SMA NEGERI 22,IPA,2,94
2017,Dalam,1,SMA NEGERI 22,IPA,3,102
2017,Dalam,1,SMA NEGERI 22,IPS,1,162
2017,Dalam,1,SMA NEGERI 22,IPS,2,181
2017,Dalam,1,SMA NEGERI 22,IPS,3,193
2017,Dalam,1,SMA NEGERI 23,IPA,1,78
2017,Dalam,1,SMA NEGERI 23,IPA,2,96
2017,Dalam,1,SMA NEGERI 23,IPA,3,87
2017,Dalam,1,SMA NEGERI 23,IPS,1,199
2017,Dalam,1,SMA NEGERI 23,IPS,2,196
2017,Dalam,1,SMA NEGERI 23,IPS,3,174
2017,Dalam,1,SMA NEGERI 24,IPA,1,51
2017,Dalam,1,SMA NEGERI 24,IPA,2,111
2017,Dalam,1,SMA NEGERI 24,IPA,3,113
2017,Dalam,1,SMA NEGERI 24,IPS,1,117
2017,Dalam,1,SMA NEGERI 24,IPS,2,229
2017,Dalam,1,SMA NEGERI 24,IPS,3,213
2017,Dalam,1,SMA NEGERI 25,IPA,1,41
2017,Dalam,1,SMA NEGERI 25,IPA,2,51
2017,Dalam,1,SMA NEGERI 25,IPA,3,80
2017,Dalam,1,SMA NEGERI 25,IPS,1,136
2017,Dalam,1,SMA NEGERI 25,IPS,2,176
2017,Dalam,1,SMA NEGERI 25,IPS,3,178
2017,Dalam,1,SMA NEGERI 26,IPA,1,251
2017,Dalam,1,SMA NEGERI 26,IPA,2,173
2017,Dalam,1,SMA NEGERI 26,IPA,3,110
2017,Dalam,1,SMA NEGERI 26,IPS,1,260
2017,Dalam,1,SMA NEGERI 26,IPS,2,120
2017,Dalam,1,SMA NEGERI 26,IPS,3,59
2017,Dalam,1,SMA NEGERI 27,IPA,1,84
2017,Dalam,1,SMA NEGERI 27,IPA,2,84
2017,Dalam,1,SMA NEGERI 27,IPA,3,105
2017,Dalam,1,SMA NEGERI 27,IPS,1,155
2017,Dalam,1,SMA NEGERI 27,IPS,2,188
2017,Dalam,1,SMA NEGERI 27,IPS,3,181
2017,Dalam,1,SMA NEGERI 28,IPA,1,644
2017,Dalam,1,SMA NEGERI 28,IPA,2,335
2017,Dalam,1,SMA NEGERI 28,IPA,3,112
2017,Dalam,1,SMA NEGERI 28,IPS,1,182
2017,Dalam,1,SMA NEGERI 28,IPS,2,90
2017,Dalam,1,SMA NEGERI 28,IPS,3,41
2017,Dalam,1,SMA NEGERI 29,IPA,1,141
2017,Dalam,1,SMA NEGERI 29,IPA,2,141
2017,Dalam,1,SMA NEGERI 29,IPA,3,120
2017,Dalam,1,SMA NEGERI 29,IPS,1,217
2017,Dalam,1,SMA NEGERI 29,IPS,2,195
2017,Dalam,1,SMA NEGERI 29,IPS,3,124
2017,Dalam,1,SMA NEGERI 30,IPA,1,97
2017,Dalam,1,SMA NEGERI 30,IPA,2,120
2017,Dalam,1,SMA NEGERI 30,IPA,3,96
2017,Dalam,1,SMA NEGERI 30,IPS,1,196
2017,Dalam,1,SMA NEGERI 30,IPS,2,231
2017,Dalam,1,SMA NEGERI 30,IPS,3,155
2017,Dalam,1,SMA NEGERI 31,IPA,1,150
2017,Dalam,1,SMA NEGERI 31,IPA,2,130
2017,Dalam,1,SMA NEGERI 31,IPA,3,106
2017,Dalam,1,SMA NEGERI 31,IPS,1,170
2017,Dalam,1,SMA NEGERI 31,IPS,2,162
2017,Dalam,1,SMA NEGERI 31,IPS,3,104
2017,Dalam,1,SMA NEGERI 31,BAHASA,1,60
2017,Dalam,1,SMA NEGERI 31,BAHASA,2,38
2017,Dalam,1,SMA NEGERI 31,BAHASA,3,29
2017,Dalam,1,SMA NEGERI 32,IPA,1,93
2017,Dalam,1,SMA NEGERI 32,IPA,2,106
2017,Dalam,1,SMA NEGERI 32,IPA,3,124
2017,Dalam,1,SMA NEGERI 32,IPS,1,202
2017,Dalam,1,SMA NEGERI 32,IPS,2,202
2017,Dalam,1,SMA NEGERI 32,IPS,3,216
2017,Dalam,1,SMA NEGERI 33,IPA,1,381
2017,Dalam,1,SMA NEGERI 33,IPA,2,98
2017,Dalam,1,SMA NEGERI 33,IPA,3,98
2017,Dalam,1,SMA NEGERI 33,IPS,1,244
2017,Dalam,1,SMA NEGERI 33,IPS,2,126
2017,Dalam,1,SMA NEGERI 33,IPS,3,86
2017,Dalam,1,SMA NEGERI 33,BAHASA,1,61
2017,Dalam,1,SMA NEGERI 33,BAHASA,2,27
2017,Dalam,1,SMA NEGERI 33,BAHASA,3,47
2017,Dalam,1,SMA NEGERI 34,IPA,1,471
2017,Dalam,1,SMA NEGERI 34,IPA,2,221
2017,Dalam,1,SMA NEGERI 34,IPA,3,107
2017,Dalam,1,SMA NEGERI 34,IPS,1,232
2017,Dalam,1,SMA NEGERI 34,IPS,2,120
2017,Dalam,1,SMA NEGERI 34,IPS,3,56
2017,Dalam,1,SMA NEGERI 35,IPA,1,93
2017,Dalam,1,SMA NEGERI 35,IPA,2,55
2017,Dalam,1,SMA NEGERI 35,IPA,3,46
2017,Dalam,1,SMA NEGERI 35,IPS,1,118
2017,Dalam,1,SMA NEGERI 35,IPS,2,106
2017,Dalam,1,SMA NEGERI 35,IPS,3,84
2017,Dalam,1,SMA NEGERI 35,BAHASA,1,39
2017,Dalam,1,SMA NEGERI 35,BAHASA,2,49
2017,Dalam,1,SMA NEGERI 35,BAHASA,3,44
2017,Dalam,1,SMA NEGERI 36,IPA,1,84
2017,Dalam,1,SMA NEGERI 36,IPA,2,100
2017,Dalam,1,SMA NEGERI 36,IPA,3,110
2017,Dalam,1,SMA NEGERI 36,IPS,1,186
2017,Dalam,1,SMA NEGERI 36,IPS,2,176
2017,Dalam,1,SMA NEGERI 36,IPS,3,179
2017,Dalam,1,SMA NEGERI 37,IPA,1,90
2017,Dalam,1,SMA NEGERI 37,IPA,2,119
2017,Dalam,1,SMA NEGERI 37,IPA,3,102
2017,Dalam,1,SMA NEGERI 37,IPS,1,197
2017,Dalam,1,SMA NEGERI 37,IPS,2,156
2017,Dalam,1,SMA NEGERI 37,IPS,3,178
2017,Dalam,1,SMA NEGERI 38,IPA,1,224
2017,Dalam,1,SMA NEGERI 38,IPA,2,142
2017,Dalam,1,SMA NEGERI 38,IPA,3,95
2017,Dalam,1,SMA NEGERI 38,IPS,1,164
2017,Dalam,1,SMA NEGERI 38,IPS,2,83
2017,Dalam,1,SMA NEGERI 38,IPS,3,66
2017,Dalam,1,SMA NEGERI 39,IPA,1,660
2017,Dalam,1,SMA NEGERI 39,IPA,2,194
2017,Dalam,1,SMA NEGERI 39,IPA,3,115
2017,Dalam,1,SMA NEGERI 39,IPS,1,193
2017,Dalam,1,SMA NEGERI 39,IPS,2,80
2017,Dalam,1,SMA NEGERI 39,IPS,3,42
2017,Dalam,1,SMA NEGERI 40,IPA,1,107
2017,Dalam,1,SMA NEGERI 40,IPA,2,58
2017,Dalam,1,SMA NEGERI 40,IPA,3,57
2017,Dalam,1,SMA NEGERI 40,IPS,1,185
2017,Dalam,1,SMA NEGERI 40,IPS,2,135
2017,Dalam,1,SMA NEGERI 40,IPS,3,133
2017,Dalam,1,SMA NEGERI 41,IPA,1,41
2017,Dalam,1,SMA NEGERI 41,IPA,2,78
2017,Dalam,1,SMA NEGERI 41,IPA,3,120
2017,Dalam,1,SMA NEGERI 41,IPS,1,157
2017,Dalam,1,SMA NEGERI 41,IPS,2,269
2017,Dalam,1,SMA NEGERI 41,IPS,3,319
2017,Dalam,1,SMA NEGERI 42,IPA,1,116
2017,Dalam,1,SMA NEGERI 42,IPA,2,180
2017,Dalam,1,SMA NEGERI 42,IPA,3,96
2017,Dalam,1,SMA NEGERI 42,IPS,1,136
2017,Dalam,1,SMA NEGERI 42,IPS,2,208
2017,Dalam,1,SMA NEGERI 42,IPS,3,115
2017,Dalam,1,SMA NEGERI 43,IPA,1,72
2017,Dalam,1,SMA NEGERI 43,IPA,2,92
2017,Dalam,1,SMA NEGERI 43,IPA,3,72
2017,Dalam,1,SMA NEGERI 43,IPS,1,126
2017,Dalam,1,SMA NEGERI 43,IPS,2,169
2017,Dalam,1,SMA NEGERI 43,IPS,3,129
2017,Dalam,1,SMA NEGERI 44,IPA,1,131
2017,Dalam,1,SMA NEGERI 44,IPA,2,218
2017,Dalam,1,SMA NEGERI 44,IPA,3,202
2017,Dalam,1,SMA NEGERI 44,IPS,1,263
2017,Dalam,1,SMA NEGERI 44,IPS,2,274
2017,Dalam,1,SMA NEGERI 44,IPS,3,221
2017,Dalam,1,SMA NEGERI 45,IPA,1,79
2017,Dalam,1,SMA NEGERI 45,IPA,2,59
2017,Dalam,1,SMA NEGERI 45,IPA,3,57
2017,Dalam,1,SMA NEGERI 45,IPS,1,135
2017,Dalam,1,SMA NEGERI 45,IPS,2,140
2017,Dalam,1,SMA NEGERI 45,IPS,3,173
2017,Dalam,1,SMA NEGERI 46,IPA,1,74
2017,Dalam,1,SMA NEGERI 46,IPA,2,82
2017,Dalam,1,SMA NEGERI 46,IPA,3,113
2017,Dalam,1,SMA NEGERI 46,IPS,1,200
2017,Dalam,1,SMA NEGERI 46,IPS,2,202
2017,Dalam,1,SMA NEGERI 46,IPS,3,236
2017,Dalam,1,SMA NEGERI 47,IPA,1,468
2017,Dalam,1,SMA NEGERI 47,IPA,2,190
2017,Dalam,1,SMA NEGERI 47,IPA,3,110
2017,Dalam,1,SMA NEGERI 47,IPS,1,273
2017,Dalam,1,SMA NEGERI 47,IPS,2,104
2017,Dalam,1,SMA NEGERI 47,IPS,3,76
2017,Dalam,1,SMA NEGERI 48,IPA,1,469
2017,Dalam,1,SMA NEGERI 48,IPA,2,323
2017,Dalam,1,SMA NEGERI 48,IPA,3,151
2017,Dalam,1,SMA NEGERI 48,IPS,1,197
2017,Dalam,1,SMA NEGERI 48,IPS,2,120
2017,Dalam,1,SMA NEGERI 48,IPS,3,51
2017,Dalam,1,SMA NEGERI 49,IPA,1,200
2017,Dalam,1,SMA NEGERI 49,IPA,2,161
2017,Dalam,1,SMA NEGERI 49,IPA,3,129
2017,Dalam,1,SMA NEGERI 49,IPS,1,227
2017,Dalam,1,SMA NEGERI 49,IPS,2,159
2017,Dalam,1,SMA NEGERI 49,IPS,3,114
2017,Dalam,1,SMA NEGERI 50,IPA,1,73
2017,Dalam,1,SMA NEGERI 50,IPA,2,128
2017,Dalam,1,SMA NEGERI 50,IPA,3,127
2017,Dalam,1,SMA NEGERI 50,IPS,1,238
2017,Dalam,1,SMA NEGERI 50,IPS,2,317
2017,Dalam,1,SMA NEGERI 50,IPS,3,247
2017,Dalam,1,SMA NEGERI 51,IPA,1,95
2017,Dalam,1,SMA NEGERI 51,IPA,2,106
2017,Dalam,1,SMA NEGERI 51,IPA,3,199
2017,Dalam,1,SMA NEGERI 51,IPS,1,240
2017,Dalam,1,SMA NEGERI 51,IPS,2,312
2017,Dalam,1,SMA NEGERI 51,IPS,3,386
2017,Dalam,1,SMA NEGERI 52,IPA,1,216
2017,Dalam,1,SMA NEGERI 52,IPA,2,206
2017,Dalam,1,SMA NEGERI 52,IPA,3,82
2017,Dalam,1,SMA NEGERI 52,IPS,1,249
2017,Dalam,1,SMA NEGERI 52,IPS,2,142
2017,Dalam,1,SMA NEGERI 52,IPS,3,127
2017,Dalam,1,SMA NEGERI 53,IPA,1,104
2017,Dalam,1,SMA NEGERI 53,IPA,2,119
2017,Dalam,1,SMA NEGERI 53,IPA,3,97
2017,Dalam,1,SMA NEGERI 53,IPS,1,192
2017,Dalam,1,SMA NEGERI 53,IPS,2,172
2017,Dalam,1,SMA NEGERI 53,IPS,3,143
2017,Dalam,1,SMA NEGERI 54,IPA,1,138
2017,Dalam,1,SMA NEGERI 54,IPA,2,121
2017,Dalam,1,SMA NEGERI 54,IPA,3,100
2017,Dalam,1,SMA NEGERI 54,IPS,1,191
2017,Dalam,1,SMA NEGERI 54,IPS,2,124
2017,Dalam,1,SMA NEGERI 54,IPS,3,90
2017,Dalam,1,SMA NEGERI 55,IPA,1,200
2017,Dalam,1,SMA NEGERI 55,IPA,2,138
2017,Dalam,1,SMA NEGERI 55,IPA,3,88
2017,Dalam,1,SMA NEGERI 55,IPS,1,253
2017,Dalam,1,SMA NEGERI 55,IPS,2,170
2017,Dalam,1,SMA NEGERI 55,IPS,3,112
2017,Dalam,1,SMA NEGERI 56,IPA,1,82
2017,Dalam,1,SMA NEGERI 56,IPA,2,102
2017,Dalam,1,SMA NEGERI 56,IPA,3,119
2017,Dalam,1,SMA NEGERI 56,IPS,1,140
2017,Dalam,1,SMA NEGERI 56,IPS,2,238
2017,Dalam,1,SMA NEGERI 56,IPS,3,294
2017,Dalam,1,SMA NEGERI 56,BAHASA,1,98
2017,Dalam,1,SMA NEGERI 56,BAHASA,2,96
2017,Dalam,1,SMA NEGERI 56,BAHASA,3,155
2017,Dalam,1,SMA NEGERI 57,IPA,1,73
2017,Dalam,1,SMA NEGERI 57,IPA,2,99
2017,Dalam,1,SMA NEGERI 57,IPA,3,92
2017,Dalam,1,SMA NEGERI 57,IPS,1,173
2017,Dalam,1,SMA NEGERI 57,IPS,2,152
2017,Dalam,1,SMA NEGERI 57,IPS,3,163
2017,Dalam,1,SMA NEGERI 58,IPA,1,216
2017,Dalam,1,SMA NEGERI 58,IPA,2,185
2017,Dalam,1,SMA NEGERI 58,IPA,3,131
2017,Dalam,1,SMA NEGERI 58,IPS,1,294
2017,Dalam,1,SMA NEGERI 58,IPS,2,205
2017,Dalam,1,SMA NEGERI 58,IPS,3,151
2017,Dalam,1,SMA NEGERI 59,IPA,1,102
2017,Dalam,1,SMA NEGERI 59,IPA,2,125
2017,Dalam,1,SMA NEGERI 59,IPA,3,102
2017,Dalam,1,SMA NEGERI 59,IPS,1,184
2017,Dalam,1,SMA NEGERI 59,IPS,2,194
2017,Dalam,1,SMA NEGERI 59,IPS,3,165
2017,Dalam,1,SMA NEGERI 60,IPA,1,67
2017,Dalam,1,SMA NEGERI 60,IPA,2,97
2017,Dalam,1,SMA NEGERI 60,IPA,3,102
2017,Dalam,1,SMA NEGERI 60,IPS,1,150
2017,Dalam,1,SMA NEGERI 60,IPS,2,197
2017,Dalam,1,SMA NEGERI 60,IPS,3,146
2017,Dalam,1,SMA NEGERI 61,IPA,1,333
2017,Dalam,1,SMA NEGERI 61,IPA,2,316
2017,Dalam,1,SMA NEGERI 61,IPA,3,123
2017,Dalam,1,SMA NEGERI 61,IPS,1,165
2017,Dalam,1,SMA NEGERI 61,IPS,2,116
2017,Dalam,1,SMA NEGERI 61,IPS,3,69
2017,Dalam,1,SMA NEGERI 62,IPA,1,151
2017,Dalam,1,SMA NEGERI 62,IPA,2,170
2017,Dalam,1,SMA NEGERI 62,IPA,3,149
2017,Dalam,1,SMA NEGERI 62,IPS,1,219
2017,Dalam,1,SMA NEGERI 62,IPS,2,163
2017,Dalam,1,SMA NEGERI 62,IPS,3,113
2017,Dalam,1,SMA NEGERI 63,IPA,1,95
2017,Dalam,1,SMA NEGERI 63,IPA,2,152
2017,Dalam,1,SMA NEGERI 63,IPA,3,105
2017,Dalam,1,SMA NEGERI 63,IPS,1,242
2017,Dalam,1,SMA NEGERI 63,IPS,2,196
2017,Dalam,1,SMA NEGERI 63,IPS,3,130
2017,Dalam,1,SMA NEGERI 64,IPA,1,73
2017,Dalam,1,SMA NEGERI 64,IPA,2,116
2017,Dalam,1,SMA NEGERI 64,IPA,3,226
2017,Dalam,1,SMA NEGERI 64,IPS,1,233
2017,Dalam,1,SMA NEGERI 64,IPS,2,235
2017,Dalam,1,SMA NEGERI 64,IPS,3,369
2017,Dalam,1,SMA NEGERI 65,IPA,1,210
2017,Dalam,1,SMA NEGERI 65,IPA,2,279
2017,Dalam,1,SMA NEGERI 65,IPA,3,128
2017,Dalam,1,SMA NEGERI 65,IPS,1,191
2017,Dalam,1,SMA NEGERI 65,IPS,2,163
2017,Dalam,1,SMA NEGERI 65,IPS,3,94
2017,Dalam,1,SMA NEGERI 66,IPA,1,108
2017,Dalam,1,SMA NEGERI 66,IPA,2,130
2017,Dalam,1,SMA NEGERI 66,IPA,3,73
2017,Dalam,1,SMA NEGERI 66,IPS,1,206
2017,Dalam,1,SMA NEGERI 66,IPS,2,184
2017,Dalam,1,SMA NEGERI 66,IPS,3,126
2017,Dalam,1,SMA NEGERI 67,IPA,1,275
2017,Dalam,1,SMA NEGERI 67,IPA,2,212
2017,Dalam,1,SMA NEGERI 67,IPA,3,143
2017,Dalam,1,SMA NEGERI 67,IPS,1,248
2017,Dalam,1,SMA NEGERI 67,IPS,2,125
2017,Dalam,1,SMA NEGERI 67,IPS,3,96
2017,Dalam,1,SMA NEGERI 68,IPA,1,519
2017,Dalam,1,SMA NEGERI 68,IPA,2,288
2017,Dalam,1,SMA NEGERI 68,IPA,3,118
2017,Dalam,1,SMA NEGERI 68,IPS,1,252
2017,Dalam,1,SMA NEGERI 68,IPS,2,125
2017,Dalam,1,SMA NEGERI 68,IPS,3,63
2017,Dalam,1,SMA NEGERI 70,IPA,1,326
2017,Dalam,1,SMA NEGERI 70,IPA,2,207
2017,Dalam,1,SMA NEGERI 70,IPA,3,160
2017,Dalam,1,SMA NEGERI 70,IPS,1,183
2017,Dalam,1,SMA NEGERI 70,IPS,2,140
2017,Dalam,1,SMA NEGERI 70,IPS,3,81
2017,Dalam,1,SMA NEGERI 71,IPA,1,166
2017,Dalam,1,SMA NEGERI 71,IPA,2,180
2017,Dalam,1,SMA NEGERI 71,IPA,3,158
2017,Dalam,1,SMA NEGERI 71,IPS,1,197
2017,Dalam,1,SMA NEGERI 71,IPS,2,136
2017,Dalam,1,SMA NEGERI 71,IPS,3,86
2017,Dalam,1,SMA NEGERI 72,IPA,1,79
2017,Dalam,1,SMA NEGERI 72,IPA,2,84
2017,Dalam,1,SMA NEGERI 72,IPA,3,76
2017,Dalam,1,SMA NEGERI 72,IPS,1,109
2017,Dalam,1,SMA NEGERI 72,IPS,2,141
2017,Dalam,1,SMA NEGERI 72,IPS,3,102
2017,Dalam,1,SMA NEGERI 72,BAHASA,1,32
2017,Dalam,1,SMA NEGERI 72,BAHASA,2,46
2017,Dalam,1,SMA NEGERI 72,BAHASA,3,68
2017,Dalam,1,SMA NEGERI 73,IPA,1,105
2017,Dalam,1,SMA NEGERI 73,IPA,2,105
2017,Dalam,1,SMA NEGERI 73,IPA,3,87
2017,Dalam,1,SMA NEGERI 73,IPS,1,219
2017,Dalam,1,SMA NEGERI 73,IPS,2,207
2017,Dalam,1,SMA NEGERI 73,IPS,3,129
2017,Dalam,1,SMA NEGERI 74,IPA,1,53
2017,Dalam,1,SMA NEGERI 74,IPA,2,64
2017,Dalam,1,SMA NEGERI 74,IPA,3,88
2017,Dalam,1,SMA NEGERI 74,IPS,1,144
2017,Dalam,1,SMA NEGERI 74,IPS,2,183
2017,Dalam,1,SMA NEGERI 74,IPS,3,208
2017,Dalam,1,SMA NEGERI 75,IPA,1,111
2017,Dalam,1,SMA NEGERI 75,IPA,2,147
2017,Dalam,1,SMA NEGERI 75,IPA,3,95
2017,Dalam,1,SMA NEGERI 75,IPS,1,181
2017,Dalam,1,SMA NEGERI 75,IPS,2,214
2017,Dalam,1,SMA NEGERI 75,IPS,3,134
2017,Dalam,1,SMA NEGERI 76,IPA,1,84
2017,Dalam,1,SMA NEGERI 76,IPA,2,79
2017,Dalam,1,SMA NEGERI 76,IPA,3,99
2017,Dalam,1,SMA NEGERI 76,IPS,1,193
2017,Dalam,1,SMA NEGERI 76,IPS,2,226
2017,Dalam,1,SMA NEGERI 76,IPS,3,211
2017,Dalam,1,SMA NEGERI 77,IPA,1,222
2017,Dalam,1,SMA NEGERI 77,IPA,2,226
2017,Dalam,1,SMA NEGERI 77,IPA,3,161
2017,Dalam,1,SMA NEGERI 77,IPS,1,205
2017,Dalam,1,SMA NEGERI 77,IPS,2,183
2017,Dalam,1,SMA NEGERI 77,IPS,3,123
2017,Dalam,1,SMA NEGERI 78,IPA,1,735
