Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
2017,Dalam,2,SMA NEGERI 24,IPA,1,119
2017,Dalam,2,SMA NEGERI 24,IPA,2,128
2017,Dalam,2,SMA NEGERI 24,IPA,3,142
2017,Dalam,2,SMA NEGERI 24,IPS,1,100
2017,Dalam,2,SMA NEGERI 24,IPS,2,173
2017,Dalam,2,SMA NEGERI 24,IPS,3,165
2017,Dalam,2,SMA NEGERI 25,IPA,1,81
2017,Dalam,2,SMA NEGERI 25,IPA,2,92
2017,Dalam,2,SMA NEGERI 25,IPA,3,103
2017,Dalam,2,SMA NEGERI 25,IPS,1,123
2017,Dalam,2,SMA NEGERI 25,IPS,2,142
2017,Dalam,2,SMA NEGERI 25,IPS,3,149
2017,Dalam,2,SMA NEGERI 26,IPA,1,148
2017,Dalam,2,SMA NEGERI 26,IPA,2,167
2017,Dalam,2,SMA NEGERI 26,IPA,3,50
2017,Dalam,2,SMA NEGERI 26,IPS,1,141
2017,Dalam,2,SMA NEGERI 26,IPS,2,64
2017,Dalam,2,SMA NEGERI 26,IPS,3,32
2017,Dalam,2,SMA NEGERI 27,IPA,1,104
2017,Dalam,2,SMA NEGERI 27,IPA,2,98
2017,Dalam,2,SMA NEGERI 27,IPA,3,103
2017,Dalam,2,SMA NEGERI 27,IPS,1,144
2017,Dalam,2,SMA NEGERI 27,IPS,2,157
2017,Dalam,2,SMA NEGERI 27,IPS,3,165
2017,Dalam,2,SMA NEGERI 28,IPA,1,217
2017,Dalam,2,SMA NEGERI 28,IPA,2,25
2017,Dalam,2,SMA NEGERI 28,IPA,3,6
2017,Dalam,2,SMA NEGERI 28,IPS,1,99
2017,Dalam,2,SMA NEGERI 28,IPS,2,33
2017,Dalam,2,SMA NEGERI 28,IPS,3,20
2017,Dalam,2,SMA NEGERI 29,IPA,1,107
2017,Dalam,2,SMA NEGERI 29,IPA,2,120
2017,Dalam,2,SMA NEGERI 29,IPA,3,109
2017,Dalam,2,SMA NEGERI 29,IPS,1,143
2017,Dalam,2,SMA NEGERI 29,IPS,2,126
2017,Dalam,2,SMA NEGERI 29,IPS,3,93
2017,Dalam,2,SMA NEGERI 30,IPA,1,63
2017,Dalam,2,SMA NEGERI 30,IPA,2,119
2017,Dalam,2,SMA NEGERI 30,IPA,3,92
2017,Dalam,2,SMA NEGERI 30,IPS,1,128
2017,Dalam,2,SMA NEGERI 30,IPS,2,181
2017,Dalam,2,SMA NEGERI 30,IPS,3,105
2017,Dalam,2,SMA NEGERI 31,IPA,1,125
2017,Dalam,2,SMA NEGERI 31,IPA,2,89
2017,Dalam,2,SMA NEGERI 31,IPA,3,74
2017,Dalam,2,SMA NEGERI 31,IPS,1,121
2017,Dalam,2,SMA NEGERI 31,IPS,2,123
2017,Dalam,2,SMA NEGERI 31,IPS,3,79
2017,Dalam,2,SMA NEGERI 31,BAHASA,1,43
2017,Dalam,2,SMA NEGERI 31,BAHASA,2,39
2017,Dalam,2,SMA NEGERI 31,BAHASA,3,32
2017,Dalam,2,SMA NEGERI 32,IPA,1,147
2017,Dalam,2,SMA NEGERI 32,IPA,2,140
2017,Dalam,2,SMA NEGERI 32,IPA,3,134
2017,Dalam,2,SMA NEGERI 32,IPS,1,116
2017,Dalam,2,SMA NEGERI 32,IPS,2,164
2017,Dalam,2,SMA NEGERI 32,IPS,3,142
2017,Dalam,2,SMA NEGERI 33,IPA,1,181
2017,Dalam,2,SMA NEGERI 33,IPA,2,10
2017,Dalam,2,SMA NEGERI 33,IPA,3,10
2017,Dalam,2,SMA NEGERI 33,IPS,1,131
2017,Dalam,2,SMA NEGERI 33,IPS,2,70
2017,Dalam,2,SMA NEGERI 33,IPS,3,42
2017,Dalam,2,SMA NEGERI 33,BAHASA,1,38
2017,Dalam,2,SMA NEGERI 33,BAHASA,2,26
2017,Dalam,2,SMA NEGERI 33,BAHASA,3,31
2017,Dalam,2,SMA NEGERI 34,IPA,1,239
2017,Dalam,2,SMA NEGERI 34,IPA,2,93
2017,Dalam,2,SMA NEGERI 34,IPA,3,15
2017,Dalam,2,SMA NEGERI 34,IPS,1,115
2017,Dalam,2,SMA NEGERI 34,IPS,2,87
2017,Dalam,2,SMA NEGERI 34,IPS,3,30
2017,Dalam,2,SMA NEGERI 35,IPA,1,50
2017,Dalam,2,SMA NEGERI 35,IPA,2,37
2017,Dalam,2,SMA NEGERI 35,IPA,3,23
2017,Dalam,2,SMA NEGERI 35,IPS,1,89
2017,Dalam,2,SMA NEGERI 35,IPS,2,85
2017,Dalam,2,SMA NEGERI 35,IPS,3,63
2017,Dalam,2,SMA NEGERI 35,BAHASA,1,47
2017,Dalam,2,SMA NEGERI 35,BAHASA,2,33
2017,Dalam,2,SMA NEGERI 35,BAHASA,3,37
2017,Dalam,2,SMA NEGERI 36,IPA,1,84
2017,Dalam,2,SMA NEGERI 36,IPA,2,71
2017,Dalam,2,SMA NEGERI 36,IPA,3,80
2017,Dalam,2,SMA NEGERI 36,IPS,1,128
2017,Dalam,2,SMA NEGERI 36,IPS,2,97
2017,Dalam,2,SMA NEGERI 36,IPS,3,109
2017,Dalam,2,SMA NEGERI 37,IPA,1,110
2017,Dalam,2,SMA NEGERI 37,IPA,2,99
2017,Dalam,2,SMA NEGERI 37,IPA,3,91
2017,Dalam,2,SMA NEGERI 37,IPS,1,136
2017,Dalam,2,SMA NEGERI 37,IPS,2,134
2017,Dalam,2,SMA NEGERI 37,IPS,3,94
2017,Dalam,2,SMA NEGERI 38,IPA,1,123
2017,Dalam,2,SMA NEGERI 38,IPA,2,107
2017,Dalam,2,SMA NEGERI 38,IPA,3,68
2017,Dalam,2,SMA NEGERI 38,IPS,1,92
2017,Dalam,2,SMA NEGERI 38,IPS,2,65
2017,Dalam,2,SMA NEGERI 38,IPS,3,41
2017,Dalam,2,SMA NEGERI 39,IPA,1,235
2017,Dalam,2,SMA NEGERI 39,IPA,2,2
2017,Dalam,2,SMA NEGERI 39,IPA,3,4
2017,Dalam,2,SMA NEGERI 39,IPS,1,71
2017,Dalam,2,SMA NEGERI 39,IPS,2,34
2017,Dalam,2,SMA NEGERI 39,IPS,3,22
2017,Dalam,2,SMA NEGERI 40,IPA,1,125
2017,Dalam,2,SMA NEGERI 40,IPA,2,63
2017,Dalam,2,SMA NEGERI 40,IPA,3,53
2017,Dalam,2,SMA NEGERI 40,IPS,1,230
2017,Dalam,2,SMA NEGERI 40,IPS,2,187
2017,Dalam,2,SMA NEGERI 40,IPS,3,104
2017,Dalam,2,SMA NEGERI 41,IPA,1,181
2017,Dalam,2,SMA NEGERI 41,IPA,2,170
2017,Dalam,2,SMA NEGERI 41,IPA,3,179
2017,Dalam,2,SMA NEGERI 41,IPS,1,165
2017,Dalam,2,SMA NEGERI 41,IPS,2,306
2017,Dalam,2,SMA NEGERI 41,IPS,3,342
2017,Dalam,2,SMA NEGERI 42,IPA,1,119
2017,Dalam,2,SMA NEGERI 42,IPA,2,102
2017,Dalam,2,SMA NEGERI 42,IPA,3,75
2017,Dalam,2,SMA NEGERI 42,IPS,1,138
2017,Dalam,2,SMA NEGERI 42,IPS,2,142
2017,Dalam,2,SMA NEGERI 42,IPS,3,112
2017,Dalam,2,SMA NEGERI 43,IPA,1,49
2017,Dalam,2,SMA NEGERI 43,IPA,2,102
2017,Dalam,2,SMA NEGERI 43,IPA,3,63
2017,Dalam,2,SMA NEGERI 43,IPS,1,114
2017,Dalam,2,SMA NEGERI 43,IPS,2,160
2017,Dalam,2,SMA NEGERI 43,IPS,3,101
2017,Dalam,2,SMA NEGERI 44,IPA,1,120
2017,Dalam,2,SMA NEGERI 44,IPA,2,150
2017,Dalam,2,SMA NEGERI 44,IPA,3,108
2017,Dalam,2,SMA NEGERI 44,IPS,1,137
2017,Dalam,2,SMA NEGERI 44,IPS,2,142
2017,Dalam,2,SMA NEGERI 44,IPS,3,97
2017,Dalam,2,SMA NEGERI 45,IPA,1,166
2017,Dalam,2,SMA NEGERI 45,IPA,2,103
2017,Dalam,2,SMA NEGERI 45,IPA,3,105
2017,Dalam,2,SMA NEGERI 45,IPS,1,148
2017,Dalam,2,SMA NEGERI 45,IPS,2,173
2017,Dalam,2,SMA NEGERI 45,IPS,3,132
2017,Dalam,2,SMA NEGERI 46,IPA,1,114
2017,Dalam,2,SMA NEGERI 46,IPA,2,128
2017,Dalam,2,SMA NEGERI 46,IPA,3,134
2017,Dalam,2,SMA NEGERI 46,IPS,1,133
2017,Dalam,2,SMA NEGERI 46,IPS,2,151
2017,Dalam,2,SMA NEGERI 46,IPS,3,170
2017,Dalam,2,SMA NEGERI 47,IPA,1,198
2017,Dalam,2,SMA NEGERI 47,IPA,2,29
2017,Dalam,2,SMA NEGERI 47,IPA,3,20
2017,Dalam,2,SMA NEGERI 47,IPS,1,151
2017,Dalam,2,SMA NEGERI 47,IPS,2,53
2017,Dalam,2,SMA NEGERI 47,IPS,3,33
2017,Dalam,2,SMA NEGERI 48,IPA,1,207
2017,Dalam,2,SMA NEGERI 48,IPA,2,80
2017,Dalam,2,SMA NEGERI 48,IPA,3,20
2017,Dalam,2,SMA NEGERI 48,IPS,1,114
2017,Dalam,2,SMA NEGERI 48,IPS,2,53
2017,Dalam,2,SMA NEGERI 48,IPS,3,35
2017,Dalam,2,SMA NEGERI 49,IPA,1,125
2017,Dalam,2,SMA NEGERI 49,IPA,2,142
2017,Dalam,2,SMA NEGERI 49,IPA,3,83
2017,Dalam,2,SMA NEGERI 49,IPS,1,110
2017,Dalam,2,SMA NEGERI 49,IPS,2,98
2017,Dalam,2,SMA NEGERI 49,IPS,3,63
2017,Dalam,2,SMA NEGERI 50,IPA,1,143
2017,Dalam,2,SMA NEGERI 50,IPA,2,181
2017,Dalam,2,SMA NEGERI 50,IPA,3,131
2017,Dalam,2,SMA NEGERI 50,IPS,1,213
2017,Dalam,2,SMA NEGERI 50,IPS,2,261
2017,Dalam,2,SMA NEGERI 50,IPS,3,180
2017,Dalam,2,SMA NEGERI 51,IPA,1,217
2017,Dalam,2,SMA NEGERI 51,IPA,2,179
2017,Dalam,2,SMA NEGERI 51,IPA,3,210
2017,Dalam,2,SMA NEGERI 51,IPS,1,267
2017,Dalam,2,SMA NEGERI 51,IPS,2,259
2017,Dalam,2,SMA NEGERI 51,IPS,3,291
2017,Dalam,2,SMA NEGERI 52,IPA,1,106
2017,Dalam,2,SMA NEGERI 52,IPA,2,129
2017,Dalam,2,SMA NEGERI 52,IPA,3,55
2017,Dalam,2,SMA NEGERI 52,IPS,1,130
2017,Dalam,2,SMA NEGERI 52,IPS,2,81
2017,Dalam,2,SMA NEGERI 52,IPS,3,86
2017,Dalam,2,SMA NEGERI 53,IPA,1,137
2017,Dalam,2,SMA NEGERI 53,IPA,2,131
2017,Dalam,2,SMA NEGERI 53,IPA,3,104
2017,Dalam,2,SMA NEGERI 53,IPS,1,151
2017,Dalam,2,SMA NEGERI 53,IPS,2,138
2017,Dalam,2,SMA NEGERI 53,IPS,3,87
2017,Dalam,2,SMA NEGERI 54,IPA,1,92
2017,Dalam,2,SMA NEGERI 54,IPA,2,60
2017,Dalam,2,SMA NEGERI 54,IPA,3,43
2017,Dalam,2,SMA NEGERI 54,IPS,1,96
2017,Dalam,2,SMA NEGERI 54,IPS,2,70
2017,Dalam,2,SMA NEGERI 54,IPS,3,46
2017,Dalam,2,SMA NEGERI 55,IPA,1,136
2017,Dalam,2,SMA NEGERI 55,IPA,2,117
2017,Dalam,2,SMA NEGERI 55,IPA,3,63
2017,Dalam,2,SMA NEGERI 55,IPS,1,186
2017,Dalam,2,SMA NEGERI 55,IPS,2,125
2017,Dalam,2,SMA NEGERI 55,IPS,3,89
2017,Dalam,2,SMA NEGERI 56,IPA,1,79
2017,Dalam,2,SMA NEGERI 56,IPA,2,112
2017,Dalam,2,SMA NEGERI 56,IPA,3,110
2017,Dalam,2,SMA NEGERI 56,IPS,1,103
2017,Dalam,2,SMA NEGERI 56,IPS,2,233
2017,Dalam,2,SMA NEGERI 56,IPS,3,246
2017,Dalam,2,SMA NEGERI 56,BAHASA,1,96
2017,Dalam,2,SMA NEGERI 56,BAHASA,2,111
2017,Dalam,2,SMA NEGERI 56,BAHASA,3,203
2017,Dalam,2,SMA NEGERI 57,IPA,1,104
2017,Dalam,2,SMA NEGERI 57,IPA,2,153
2017,Dalam,2,SMA NEGERI 57,IPA,3,123
2017,Dalam,2,SMA NEGERI 57,IPS,1,120
2017,Dalam,2,SMA NEGERI 57,IPS,2,152
2017,Dalam,2,SMA NEGERI 57,IPS,3,180
2017,Dalam,2,SMA NEGERI 58,IPA,1,94
2017,Dalam,2,SMA NEGERI 58,IPA,2,120
2017,Dalam,2,SMA NEGERI 58,IPA,3,110
2017,Dalam,2,SMA NEGERI 58,IPS,1,130
2017,Dalam,2,SMA NEGERI 58,IPS,2,147
2017,Dalam,2,SMA NEGERI 58,IPS,3,87
2017,Dalam,2,SMA NEGERI 59,IPA,1,119
2017,Dalam,2,SMA NEGERI 59,IPA,2,92
2017,Dalam,2,SMA NEGERI 59,IPA,3,102
2017,Dalam,2,SMA NEGERI 59,IPS,1,141
2017,Dalam,2,SMA NEGERI 59,IPS,2,135
2017,Dalam,2,SMA NEGERI 59,IPS,3,96
2017,Dalam,2,SMA NEGERI 60,IPA,1,68
2017,Dalam,2,SMA NEGERI 60,IPA,2,96
2017,Dalam,2,SMA NEGERI 60,IPA,3,92
2017,Dalam,2,SMA NEGERI 60,IPS,1,175
2017,Dalam,2,SMA NEGERI 60,IPS,2,161
2017,Dalam,2,SMA NEGERI 60,IPS,3,158
2017,Dalam,2,SMA NEGERI 61,IPA,1,142
2017,Dalam,2,SMA NEGERI 61,IPA,2,178
2017,Dalam,2,SMA NEGERI 61,IPA,3,8
2017,Dalam,2,SMA NEGERI 61,IPS,1,89
2017,Dalam,2,SMA NEGERI 61,IPS,2,60
2017,Dalam,2,SMA NEGERI 61,IPS,3,24
2017,Dalam,2,SMA NEGERI 62,IPA,1,95
2017,Dalam,2,SMA NEGERI 62,IPA,2,104
2017,Dalam,2,SMA NEGERI 62,IPA,3,61
2017,Dalam,2,SMA NEGERI 62,IPS,1,93
2017,Dalam,2,SMA NEGERI 62,IPS,2,84
2017,Dalam,2,SMA NEGERI 62,IPS,3,60
2017,Dalam,2,SMA NEGERI 63,IPA,1,87
2017,Dalam,2,SMA NEGERI 63,IPA,2,81
2017,Dalam,2,SMA NEGERI 63,IPA,3,63
2017,Dalam,2,SMA NEGERI 63,IPS,1,118
2017,Dalam,2,SMA NEGERI 63,IPS,2,97
2017,Dalam,2,SMA NEGERI 63,IPS,3,63
2017,Dalam,2,SMA NEGERI 64,IPA,1,78
2017,Dalam,2,SMA NEGERI 64,IPA,2,100
2017,Dalam,2,SMA NEGERI 64,IPA,3,135
2017,Dalam,2,SMA NEGERI 64,IPS,1,210
2017,Dalam,2,SMA NEGERI 64,IPS,2,163
2017,Dalam,2,SMA NEGERI 64,IPS,3,219
2017,Dalam,2,SMA NEGERI 65,IPA,1,106
2017,Dalam,2,SMA NEGERI 65,IPA,2,142
2017,Dalam,2,SMA NEGERI 65,IPA,3,69
2017,Dalam,2,SMA NEGERI 65,IPS,1,98
2017,Dalam,2,SMA NEGERI 65,IPS,2,84
2017,Dalam,2,SMA NEGERI 65,IPS,3,61
2017,Dalam,2,SMA NEGERI 66,IPA,1,78
2017,Dalam,2,SMA NEGERI 66,IPA,2,102
2017,Dalam,2,SMA NEGERI 66,IPA,3,87
2017,Dalam,2,SMA NEGERI 66,IPS,1,162
2017,Dalam,2,SMA NEGERI 66,IPS,2,131
2017,Dalam,2,SMA NEGERI 66,IPS,3,109
2017,Dalam,2,SMA NEGERI 67,IPA,1,107
2017,Dalam,2,SMA NEGERI 67,IPA,2,132
2017,Dalam,2,SMA NEGERI 67,IPA,3,48
2017,Dalam,2,SMA NEGERI 67,IPS,1,134
2017,Dalam,2,SMA NEGERI 67,IPS,2,105
2017,Dalam,2,SMA NEGERI 67,IPS,3,89
2017,Dalam,2,SMA NEGERI 68,IPA,1,180
2017,Dalam,2,SMA NEGERI 68,IPA,2,8
2017,Dalam,2,SMA NEGERI 68,IPA,3,5
2017,Dalam,2,SMA NEGERI 68,IPS,1,99
2017,Dalam,2,SMA NEGERI 68,IPS,2,30
2017,Dalam,2,SMA NEGERI 68,IPS,3,23
2017,Dalam,2,SMA NEGERI 70,IPA,1,212
2017,Dalam,2,SMA NEGERI 70,IPA,2,131
2017,Dalam,2,SMA NEGERI 70,IPA,3,42
2017,Dalam,2,SMA NEGERI 70,IPS,1,74
2017,Dalam,2,SMA NEGERI 70,IPS,2,55
2017,Dalam,2,SMA NEGERI 70,IPS,3,34
2017,Dalam,2,SMA NEGERI 71,IPA,1,87
2017,Dalam,2,SMA NEGERI 71,IPA,2,97
2017,Dalam,2,SMA NEGERI 71,IPA,3,124
2017,Dalam,2,SMA NEGERI 71,IPS,1,139
2017,Dalam,2,SMA NEGERI 71,IPS,2,78
2017,Dalam,2,SMA NEGERI 71,IPS,3,42
2017,Dalam,2,SMA NEGERI 72,IPA,1,115
2017,Dalam,2,SMA NEGERI 72,IPA,2,108
2017,Dalam,2,SMA NEGERI 72,IPA,3,102
2017,Dalam,2,SMA NEGERI 72,IPS,1,121
2017,Dalam,2,SMA NEGERI 72,IPS,2,190
2017,Dalam,2,SMA NEGERI 72,IPS,3,172
2017,Dalam,2,SMA NEGERI 72,BAHASA,1,87
2017,Dalam,2,SMA NEGERI 72,BAHASA,2,96
2017,Dalam,2,SMA NEGERI 72,BAHASA,3,107
2017,Dalam,2,SMA NEGERI 73,IPA,1,69
2017,Dalam,2,SMA NEGERI 73,IPA,2,75
2017,Dalam,2,SMA NEGERI 73,IPA,3,46
2017,Dalam,2,SMA NEGERI 73,IPS,1,171
2017,Dalam,2,SMA NEGERI 73,IPS,2,155
2017,Dalam,2,SMA NEGERI 73,IPS,3,113
2017,Dalam,2,SMA NEGERI 74,IPA,1,132
2017,Dalam,2,SMA NEGERI 74,IPA,2,171
2017,Dalam,2,SMA NEGERI 74,IPA,3,153
2017,Dalam,2,SMA NEGERI 74,IPS,1,156
2017,Dalam,2,SMA NEGERI 74,IPS,2,178
2017,Dalam,2,SMA NEGERI 74,IPS,3,183
2017,Dalam,2,SMA NEGERI 75,IPA,1,116
2017,Dalam,2,SMA NEGERI 75,IPA,2,102
2017,Dalam,2,SMA NEGERI 75,IPA,3,90
2017,Dalam,2,SMA NEGERI 75,IPS,1,109
2017,Dalam,2,SMA NEGERI 75,IPS,2,138
2017,Dalam,2,SMA NEGERI 75,IPS,3,107
2017,Dalam,2,SMA NEGERI 76,IPA,1,116
2017,Dalam,2,SMA NEGERI 76,IPA,2,107
2017,Dalam,2,SMA NEGERI 76,IPA,3,110
2017,Dalam,2,SMA NEGERI 76,IPS,1,138
2017,Dalam,2,SMA NEGERI 76,IPS,2,165
2017,Dalam,2,SMA NEGERI 76,IPS,3,150
2017,Dalam,2,SMA NEGERI 77,IPA,1,115
2017,Dalam,2,SMA NEGERI 77,IPA,2,160
2017,Dalam,2,SMA NEGERI 77,IPA,3,36
2017,Dalam,2,SMA NEGERI 77,IPS,1,135
2017,Dalam,2,SMA NEGERI 77,IPS,2,127
2017,Dalam,2,SMA NEGERI 77,IPS,3,64
2017,Dalam,2,SMA NEGERI 78,IPA,1,244
