Tahun,Daerah,No Pasangan,Jabatan,Nama
2018,Kabupaten Jeneponto,2,Bupati,"H. Muhammad Sarif, Sh, Mh"
2018,Kabupaten Jeneponto,2,Wakil Bupati,Andi Tahal Fasni
2018,Kabupaten Jeneponto,3,Bupati,"Drs. H. Iksan Iskandar, M.Si"
2018,Kabupaten Jeneponto,3,Wakil Bupati,"H. Paris Yasir, Se"
2018,Kabupaten Jeneponto,4,Bupati,"H.A. Baharuddin Baso Jaya, S.Sos, M.Si"
2018,Kabupaten Jeneponto,4,Wakil Bupati,"H. Isnaad Ibrahim, Sh"
2018,Kota Makassar,1,Walikota,"Munafri Arifuddin, Sh"
2018,Kota Makassar,1,Wakil Walikota,Drg. A. Rachmatika Dewi Yustitia Iqbal
2018,Kota Palopo,1,Walikota,"Drs. H. M. Judas Amir, Mh"
2018,Kota Palopo,1,Wakil Walikota,"Ir. H. Rahmat Masri Bandaso, M.Si"
2018,Kota Palopo,2,Walikota,"Dr. Akhmad Syarifuddin Daud, Se., M.Si"
2018,Kota Palopo,2,Wakil Walikota,"Budi Sada, S.Ip, Mm"
2018,Kota Pare Pare,1,Walikota,"Dr. H. M. Taufan Pawe, S.H.,M.H."
2018,Kota Pare Pare,1,Wakil Walikota,H. Pangerang Rahim
2018,Kota Pare Pare,2,Walikota,"Ir. H. Achmad Faisal Andi Sapada, S.E.,M.M."
2018,Kota Pare Pare,2,Wakil Walikota,"Asriady Samad, A.Md"
2018,Kabupaten Luwu,1,Bupati,"Drs. H. Basmin Mattayang, M.Pd"
2018,Kabupaten Luwu,1,Wakil Bupati,Syukur Bijak
2018,Kabupaten Luwu,2,Bupati,"Patahudding, S.Ag"
2018,Kabupaten Luwu,2,Wakil Bupati,"Emmy Tallesang, Ma"
2018,Kabupaten Pinrang,1,Bupati,"Ir. H. Abdul Latif, M.Si, Mm, Ipm"
2018,Kabupaten Pinrang,1,Wakil Bupati,H. Usman Marham
2018,Kabupaten Pinrang,2,Bupati,"H.A.Irwan Hamid,S.Sos"
2018,Kabupaten Pinrang,2,Wakil Bupati,"Drs.H. Alimin,M.Si"
2018,Kabupaten Pinrang,3,Bupati,H. Jamaluddin Jafar
2018,Kabupaten Pinrang,3,Wakil Bupati,"H. A. Sofyan Nawir, S.Sos.,M.Si"
2018,Kabupaten Pinrang,4,Bupati,"H. Hamka Mahmud, Sh.M.Si"
2018,Kabupaten Pinrang,4,Wakil Bupati,"Ahsan, Sh"
2018,Kabupaten Sidenreng Rappang,1,Bupati,"Fatmawati Rusdi, Se"
2018,Kabupaten Sidenreng Rappang,1,Wakil Bupati,"Abdul Majid Hafid, Se., M. Si"
2018,Kabupaten Sidenreng Rappang,2,Bupati,Ir. Dollah Mando
2018,Kabupaten Sidenreng Rappang,2,Wakil Bupati,Ir. Mahmud Yusuf
2018,Kabupaten Sinjai,1,Bupati,Andi Seto Gadhista Asapa
2018,Kabupaten Sinjai,1,Wakil Bupati,A. Kartini
2018,Kabupaten Sinjai,2,Bupati,"H. Sabirin Yahya, S.Sos"
2018,Kabupaten Sinjai,2,Wakil Bupati,"A. Mahyanto Massarappi, Sh., Mh"
2018,Kabupaten Sinjai,3,Bupati,"H. Takyuddin Masse, Se., M.Si"
2018,Kabupaten Sinjai,3,Wakil Bupati,"Mizar Roem, Se"
2018,Kabupaten Wajo,1,Bupati,"Dr. H. Amran Mahmud, S,Sos., M.Si"
2018,Kabupaten Wajo,1,Wakil Bupati,"H. Amran, Se"
2018,Kabupaten Wajo,2,Bupati,"Dr. H. Baso Rahmanuddin, M.M.,M.Kes."
2018,Kabupaten Wajo,2,Wakil Bupati,"Kh. Anwar Sadat Bin Abudl Malik, Lc.,M.A"
2018,Kabupaten Donggala,1,Bupati,"Drg. Anita Bugiswaty Noerdin, M.Kes"
2018,Kabupaten Donggala,1,Wakil Bupati,"Abdul Rahman, St, Iai"
2018,Kabupaten Donggala,2,Bupati,"Drs. Kasman Lassa, Sh"
2018,Kabupaten Donggala,2,Wakil Bupati,"Moh. Yasin, S.Sos"
2018,Kabupaten Donggala,3,Bupati,"Vera Elena Laruni, Se"
2018,Kabupaten Donggala,3,Wakil Bupati,"Taufik M. Burhan, S.Pd, M.Si"
2018,Kabupaten Donggala,4,Bupati,"Idham Pagaluma, Sh"
2018,Kabupaten Donggala,4,Wakil Bupati,"Mohamad Yasin. M. Lataka, Se, Mm"
2018,Kabupaten Morowali,1,Bupati,Drs Taslim
2018,Kabupaten Morowali,1,Wakil Bupati,"Dr. H. Najamudin, S.Ag, S.Pd, M.Pd"
2018,Kabupaten Morowali,2,Bupati,H. Ambo Dalle
2018,Kabupaten Morowali,2,Wakil Bupati,Aminudin Awaludin
2018,Kabupaten Morowali,3,Bupati,"H. Syarifudin Hafid, Sh"
2018,Kabupaten Morowali,3,Wakil Bupati,"Drs. H.Chaerudin N,Zen,Mm"
2018,Kabupaten Morowali,4,Bupati,"H. Silahudin Karim, S.Sos"
2018,Kabupaten Morowali,4,Wakil Bupati,Sunardin Firdaus
2018,Kabupaten Morowali,5,Bupati,"Haris Nunu, Se. Mm"
2018,Kabupaten Morowali,5,Wakil Bupati,Drs. Ismail Suaib
2018,Kabupaten Parigi Moutong,1,Bupati,H. Samsurizal Tombolotutu
2018,Kabupaten Parigi Moutong,1,Wakil Bupati,"Badrun Nggai, Se"
2018,Kabupaten Parigi Moutong,2,Bupati,"Erwin Burase, S.Kom"
2018,Kabupaten Parigi Moutong,2,Wakil Bupati,"Rahmawati M. Nur, S.Ag"
2018,Kabupaten Parigi Moutong,3,Bupati,"H. Amrullah Almahdaly, S.E"
2018,Kabupaten Parigi Moutong,3,Wakil Bupati,"Dra. Hj. Yufni Bungkundapu, M.Si"
2018,Kabupaten Kolaka,1,Bupati,"H. Ahmad Safei, Sh, Mh"
2018,Kabupaten Kolaka,1,Wakil Bupati,"H. Muhammad Jayadin, Se., M.E"
2018,Kabupaten Kolaka,2,Bupati,"Dr. Hj. Asmani Arif, Se., Mm"
2018,Kabupaten Kolaka,2,Wakil Bupati,"H. Syahrul Beddu, S.Ip., Mh"
2018,Kabupaten Konawe,1,Bupati,"Muliati Saiman, S.Si"
2018,Kabupaten Konawe,1,Wakil Bupati,"Ir. Mansur, Mt"
2018,Kabupaten Konawe,2,Bupati,"H. Litanto, Sh.,M.Si"
2018,Kabupaten Konawe,2,Wakil Bupati,Hj. Murni Tombili
2018,Kabupaten Konawe,3,Bupati,"H. Irawan Laliasa, Se.,M.Si"
2018,Kabupaten Konawe,3,Wakil Bupati,"Adi Jaya Putra, B.Bus.,M.Com"
2018,Kabupaten Konawe,4,Bupati,Kery Saiful Konggoasa
2018,Kabupaten Konawe,4,Wakil Bupati,"Gusli Topan Sabara, St., Mm"
2018,Kota Bau Bau,1,Walikota,Hj. Roslina Rahim
2018,Kota Bau Bau,1,Wakil Walikota,La Ode Yasin
2018,Kota Bau Bau,2,Walikota,"Dr. H.A.S Tamrin, Mh"
2018,Kota Bau Bau,2,Wakil Walikota,La Ode Ahmad Monianse
2018,Kota Bau Bau,3,Walikota,"Hj. Wa Ode Maasra Manarfa, S.Sos., M.Si"
2018,Kota Bau Bau,3,Wakil Walikota,Ikhsan Ismail
2018,Kota Bau Bau,4,Walikota,"H. Yusran Fahim, Se"
2018,Kota Bau Bau,4,Wakil Walikota,"Drs. H. Ahmad, Mm"
2018,Kota Bau Bau,5,Walikota,"Drs. H. Ibrahim Marsela, M.M."
2018,Kota Bau Bau,5,Wakil Walikota,"Ilyas, S.Sos"
2018,Kabupaten Bolaang Mongondow Utara,1,Bupati,"Karel Bangko, Sh"
2018,Kabupaten Bolaang Mongondow Utara,1,Wakil Bupati,"Arman Lumoto, S.Ag., M.Pd.I"
2018,Kabupaten Bolaang Mongondow Utara,2,Bupati,Drs. Hi. Depri Pontoh
2018,Kabupaten Bolaang Mongondow Utara,2,Wakil Bupati,"Drs. Hi. Amin Lasena, M.Ap"
2018,Kabupaten Bolaang Mongondow Utara,3,Bupati,Drs. Hi. Hamdan Datunsolang
2018,Kabupaten Bolaang Mongondow Utara,3,Wakil Bupati,"Drs. Murianto Babay, M.M"
2018,Kabupaten Kep. Siau Tagulandang Biaro,1,Bupati,"Alfrets Ronald Takarendehang, Se.Ak"
2018,Kabupaten Kep. Siau Tagulandang Biaro,1,Wakil Bupati,Ir. Jutixel Rudolf Parera
2018,Kabupaten Kep. Siau Tagulandang Biaro,2,Bupati,"Siska Salindeho, Se"
2018,Kabupaten Kep. Siau Tagulandang Biaro,2,Wakil Bupati,"Heronimus Makainas, Se"
2018,Kabupaten Kep. Siau Tagulandang Biaro,3,Bupati,Ad Almost Berd Maliogha
2018,Kabupaten Kep. Siau Tagulandang Biaro,3,Wakil Bupati,"Elians Bawole, Se"
2018,Kabupaten Kep. Siau Tagulandang Biaro,4,Bupati,Evangelian Sasingen
2018,Kabupaten Kep. Siau Tagulandang Biaro,4,Wakil Bupati,"Drs. John Heit Palandung, M.Si"
2018,Kabupaten Kepulauan Talaud,1,Bupati,"Dr. Elly Engelbert Lasut, Me"
2018,Kabupaten Kepulauan Talaud,1,Wakil Bupati,Moktar Arunde Parapaga
2018,Kabupaten Kepulauan Talaud,2,Bupati,Welly Titah
2018,Kabupaten Kepulauan Talaud,2,Wakil Bupati,"Heber Pasiak, S.Pi"
2018,Kabupaten Kepulauan Talaud,3,Bupati,"Sri Wahyumi Maria Manalip, Se"
2018,Kabupaten Kepulauan Talaud,3,Wakil Bupati,"Capt. Gunawan Talenggoran, Se, M.Mar"
2018,Kabupaten Kepulauan Talaud,4,Bupati,"Handri Piter Poae, S.H"
2018,Kabupaten Kepulauan Talaud,4,Wakil Bupati,"Dr. Clartje Silvia. E. Awulle, S.H. M.Th"
2018,Kota Kotamobagu,1,Walikota,Ir. Hj. Tatong Bara
2018,Kota Kotamobagu,1,Wakil Walikota,"Nayodo Koerniawan, Sh"
2018,Kota Kotamobagu,2,Walikota,Drs. Hi. Jainuddin Damopolii
2018,Kota Kotamobagu,2,Wakil Walikota,Drs. Suharjo Makalalag
2018,Kabupaten Minahasa,1,Bupati,Ivan Steven Joudrie Sarundajang
2018,Kabupaten Minahasa,1,Wakil Bupati,"Careig Naichel Runtu, S.Ip"
2018,Kabupaten Minahasa,2,Bupati,"Ir. Royke Octavian Roring, M.Si"
2018,Kabupaten Minahasa,2,Wakil Bupati,"Robby Dondokambey, S.Si"
2018,Kabupaten Minahasa Tenggara,1,Bupati,"James Sumendap,Sh"
2018,Kabupaten Minahasa Tenggara,1,Wakil Bupati,Jesaja Jocke Oscar Legi
2018,Kota Padang,1,Walikota,"Ir. H. Emzalmi, M.Si"
2018,Kota Padang,1,Wakil Walikota,"H. Desri Ayunda, Se, Mba"
2018,Kota Padang,2,Walikota,"H. Mahyeldi, Sp"
2018,Kota Padang,2,Wakil Walikota,"Hendri Septa, B.Bus (Acc)., Mib"
2018,Kota Padang Panjang,1,Walikota,"Dr. Mawardi, Mkm"
2018,Kota Padang Panjang,1,Wakil Walikota,"Taufiq Idris, Sh"
2018,Kota Padang Panjang,2,Walikota,"H. Hendri Arnis, Bsba"
2018,Kota Padang Panjang,2,Wakil Walikota,"H. Eko Furqani, Se, Mm"
2018,Kota Padang Panjang,3,Walikota,Ir. Rafdi M. Syarif
2018,Kota Padang Panjang,3,Wakil Walikota,"Ahmad Fadly, S.Psi"
2018,Kota Padang Panjang,4,Walikota,Fadly Amran
2018,Kota Padang Panjang,4,Wakil Walikota,Drs. Asrul
2018,Kota Pariaman,1,Walikota,Ir. H. Mahyuddin
2018,Kota Pariaman,1,Wakil Walikota,"Muhamad Ridwan, S.Ip"
2018,Kota Pariaman,2,Walikota,"Dewi Fitri Deswati, S.Pi"
2018,Kota Pariaman,2,Wakil Walikota,Pabrisal
2018,Kota Pariaman,3,Walikota,"Dr. Genius Umar, S.Sos, M.Si"
2018,Kota Pariaman,3,Wakil Walikota,"Drs. Mardison Mahyuddin, Mm"
2018,Kota Sawahlunto,1,Walikota,H. Fauzi Hasan
2018,Kota Sawahlunto,1,Wakil Walikota,"H. Dasrial Ery, Se.Mm"
2018,Kota Sawahlunto,2,Walikota,"Ali Yusuf, S.Pt"
2018,Kota Sawahlunto,2,Wakil Walikota,"H. Ismed, Sh"
