Perusahaan,Sektor
909 SignShop,Retail/Merchandise
98 Jaya,Others
9AUTOWORKS,Others
@90 Coffee Shop and Restaurant,Food & Beverage / Catering / Restaurant
@saranasocialmedia,Advertising/Marketing/Promotion/PR
[S]Studio,Architectural Services/Interior Designing
A & M Law,Law/Legal
A & S Professional Security System,Repair & Maintenance Services
A Clean Service,Repair & Maintenance Services
A fast growing company in Jakarta Indonesia,Consulting (Business & Management)
A four Tour and Travel,Travel / Tourism
A Square Comunication Bali,Manufacturing / Production
A&A Properti,Others
A&M Travel and Learn,Travel/Tourism
A&M.CO,Food & Beverage/Catering/Restaurant
A&M.Co,Others
A&W Restaurants Indonesia,Food & Beverage/Catering/Restaurant
A's Musik Internusa,Others
a+Plan Architect & Interior Works,Architectural Services/Interior Designing
A-Trimedia Packaging,Manufacturing / Production
A.D-A,Arts/Design/Fashion
a.i architects,Architectural Services/Interior Designing
A1 premium,Telecommunication
A1 Tropical Forest,Food & Beverage/Catering/Restaurant
A2J Design Consultant,General & Wholesale Trading
a89 interior,Architectural Services/Interior Designing
AA Mart & Residence,Retail / Merchandise
Aalaya Pilates,Grooming/Beauty/Fitness
Aang Wirawan Studio,Architectural Services/Interior Designing
AARCO+,Construction/Building/Engineering
AB Architects,Architectural Services/Interior Designing
AB SUKI RESTAURANT,Food & Beverage / Catering / Restaurant
Abad Dua satu Makmur,Retail/Merchandise
Abadi Hotel Jogja,Hotel / Hospitality
ABADI JAYA,Retail/Merchandise
Abadi Jaya Motor 88,Automobile/Automotive Ancillary/Vehicle
ABADI LOGISTIK,Others
Abadi Suite Hotel & Tower,Hotel/Hospitality
AbadiNusa Group Of Companies,Manufacturing/Production
AbankIrenk Creative,Arts/Design/Fashion
Abbalove Ministries,Education
ABC Group,Consumer Products/FMCG
ABC kids BRIGHTON,Education
ABC Laboratorium (PT Abacus Bhineka Citra),Healthcare/Medical
Abdi Teknik Elevator,Electrical & Electronics
abdul goni,Others
Abdul khoir,Others
Abdul Rahman Law Corporation,Others
Abdul rozak assodiki,Others
ABeam Consulting Indonesia,Consulting (Business & Management)
Abhiseka Training Center,Education
Abi Consulting,Human Resources Management / Consulting
Abian Boga Guesthouse & Restoran,Food & Beverage / Catering / Restaurant
Abian harmony restaurant,Food & Beverage/Catering/Restaurant
Abian Kokoro Hotel & Restaurant,Hotel/Hospitality
Abie Costume,Textiles/Garment
Abimanyu stone,Manufacturing / Production
Abiyyu Party Event Organizer,Others
ABL Shop,Retail/Merchandise
Able Co,Call Center / IT-Enabled Services / BPO
ABM,Textiles/Garment
ABM Logistics Sidoarjo,Transportation / Logistics
Absolute Auto,Automobile/Automotive Ancillary/Vehicle
Absolution Registered Tax Consultant,Accounting/Audit/Tax Services
Abu Corporation Makassar,Travel/Tourism
Acacia House Preschool,Education
Acai Queen Bar,Food & Beverage/Catering/Restaurant
Acarya Media Utama,Printing/Publishing
ACC Holidai Tour & Travel,Travel / Tourism
Acc Metro Express,Transportation/Logistics
AccelByte Inc,Computer/Information Technology (Software)
Accelerated English Centre,Education
Accelerated English Centre (AEC),Others
ACCELERATED ENGLISH CENTRE (Medan),Education
Accelteam Sdn Bhd,Computer / Information Technology (Software)
Accor Plus,Others
AccorHotels Indonesia,Hotel/Hospitality
Accounting Service,Others
ACCURATE Business Center (Medan),Computer/Information Technology (Software)
Ace Education ( Jakarta ),Education
Ace Hardware Indonesia (Medan),General & Wholesale Trading
ACE Hardware Indonesia Surabaya,General & Wholesale Trading
Ace International Group,Transportation/Logistics
Ace Jaya Proteksi,Insurance
Ace Midas Travel,Travel / Tourism
Ace Riyana,Others
ACEFOOD,Consumer Products/FMCG
Aceh Course Elekctronics,Education
Acemark,Law/Legal
Acer Center Pademangan,Retail / Merchandise
AceWin Group Limited,Consulting (Business & Management)
ACG SCHOOL JAKARTA,Education
Achic Consultan,Property/Real Estate
ACINDO SEJUK SENTOSA,Electrical & Electronics
Acitya Rekadaya Prima,Others
Acolyte Inc,Education
ACP Trading,Others
Acrodelon Pty Ltd,"Consulting (IT, Science, Engineering & Technical)"
ACRYLICO INDONESIA,Manufacturing/Production
ACSC Preschool,Education
"ACT Education Solutions, Limited",Education
ACT Foundation,Non-Profit Organisation/Social Services/NGO
Activa Marine Pte. Ltd.,Marine/Aquaculture
Active English,Education
ACTIVE GROUP,Manufacturing/Production
actually brick noun only transportation,Others
Arcobaleno,Arts / Design / Fashion
Arcon Realtindo,Property/Real Estate
Ardan Digital,Electrical & Electronics
Arden,Arts/Design/Fashion
Ardente Lighting,Architectural Services/Interior Designing
Ardhni Office,Others
Ardian Propertindo,Property / Real Estate
Ardiansyah,Others
ardias setyo nugroho,Others
Ardjuna Jewellry,Retail/Merchandise
Area Designs,Property/Real Estate
Aremafood.Com,Food & Beverage/Catering/Restaurant
Arena Rekapersada Trimatra PT,Construction/Building/Engineering
Arena Sports,Retail / Merchandise
Areon,Computer/Information Technology (Software)
Arete Arsitek,Architectural Services/Interior Designing
Arezou Intrade,Architectural Services / Interior Designing
AREZT Labs,Others
Arfa Sukses Mulia,Grooming/Beauty/Fitness
Arfidea Kadri Sahetapy-Engel Tisnadisastra,Law/Legal
Argent Comptable,BioTechnology / Pharmaceutical / Clinical research
ARGO DANA,Others
Argo Manunggal Group,Textiles/Garment
ARGO MANUNGGAL GROUP,Manufacturing / Production
ARGO MANUNGGAL GROUP,Textiles/Garment
ARH Law Office,Law/Legal
Ari Aga,Others
ARI PRASETYO,Others
ari wirasaputra,Others
"Arianti Megah Perkasa,PT",Hotel / Hospitality
"Arico Sainsindo Nusantara, PT",Environment/Health/Safety
Aridhika Solusindo,Computer/Information Technology (Software)
Arie Hutagalung & Partner,Law/Legal
Aries Motor,Automobile/Automotive Ancillary/Vehicle
Ariespangestu Photography,Arts/Design/Fashion
Ariesta Management Consultant,Consulting (Business & Management)
arif,Others
Arin Property,Property/Real Estate
Arina Nur Triyati,Others
Arindo Cipta Perkasa,Consumer Products/FMCG
Arion Swiss-BelHotel Kemang,Hotel / Hospitality
Arista Group,Automobile/Automotive Ancillary/Vehicle
Ariyanto Arnaldo Law Firm,Law/Legal
"Arjuna Utama Kimia, PT",Chemical / Fertilizers / Pesticides
Ark Global Persada,"Consulting (IT, Science, Engineering & Technical)"
ARK Logistics & Transportation,Transportation / Logistics
Arka Prima Pratama,Construction / Building / Engineering
Arkademy Tech Academy,Others
Arkadia Works,Architectural Services/Interior Designing
Arkadia Works,Architectural Services/Interior Designing
ARKANANTA SINAR BUMI,Retail/Merchandise
Arkasa Consult,Consulting (Business & Management)
Arkco Group,Construction/Building/Engineering
Arkof,Consumer Products/FMCG
Arkora Group,Construction/Building/Engineering
ARLC Group,Law/Legal
arlina,Others
ARMA Museum and Resort,Food & Beverage / Catering / Restaurant
Armada Finance Padang,Banking / Financial Services
Armada Town Square Mall,General & Wholesale Trading
ARMS,Others
ARN INDOPRATAMA GEMILANG,Others
Arnes Tour & Travel,Travel / Tourism
Arnesta Batik,Apparel
ARO Gapopin,Education
Arofah kebab,Others
Arofah Mina Travel & Tour,Travel/Tourism
Aroma Langit,Food & Beverage/Catering/Restaurant
Aroma Pondok Sunda,Food & Beverage / Catering / Restaurant
Aroma Sedap,Food & Beverage/Catering/Restaurant
Aroma Spa Retreat,Hotel/Hospitality
ARORA PUTRA SPORTS AND MUSIC,Advertising/Marketing/Promotion/PR
ArpanLaw,Law/Legal
"Array Interactive, Inc",Computer/Information Technology (Software)
Arrdeconz Architects,Architectural Services/Interior Designing
Arriwoods,Others
Arruanpitu & Partners in association with Jipyong,Law/Legal
ARS,Gems/Jewellery
Arsitag,Computer/Information Technology (Software)
Arsitek Indo Kontraktor,Computer/Information Technology (Software)
Arsun,Others
Art and Study Centre,Education
Art Animation,Computer/Information Technology (Software)
Art Cafe Warung Restaurant,Advertising/Marketing/Promotion/PR
Art Fashion. CV,Others
Arta Mandiri Medan,Others
Arta Swalayan,Retail / Merchandise
ArtCetak,Printing / Publishing
Arte Monde,Architectural Services/Interior Designing
Arteta Queen Indonesia,Food & Beverage / Catering / Restaurant
Artex Studio (CV Damai),Advertising/Marketing/Promotion/PR
Artha Arsa Group,Manufacturing/Production
Artha Collection Garment Production,Manufacturing / Production
Artha Data Solutions LLC,"Consulting (IT, Science, Engineering & Technical)"
Artha Digital,Retail / Merchandise
Artha Graha Phone,Repair & Maintenance Services
ARTHA INDUSTRIAL HILL,Property/Real Estate
Artha Infotama,Computer/Information Technology (Software)
Artha Kalaena Group,Consulting (Business & Management)
Artha Kharisma Design,Consulting (Business & Management)
Artha Mitra Solusi,Printing / Publishing
Artha Raya Consult,Consulting (Business & Management)
Artha Sekawan Adidaya,General & Wholesale Trading
arthamas,Others
Artharindo Citra Lestari,Retail/Merchandise
artijayaconsulting,Consulting (Business & Management)
Artistive Media,Advertising/Marketing/Promotion/PR
Artmosphere - Graphic Design Co.,Printing/Publishing
ARTOLITE,Retail / Merchandise
Artotel Surabaya,Hotel / Hospitality
Arts & Crafts Center,Retail/Merchandise
Arts Dental,Others
Arts Dental Care,Healthcare/Medical
Arts Prima International Music School,Education
Artsdummy & Citycup,Food & Beverage / Catering / Restaurant
Artsy Design,Others
ArtTickle Photography,Arts / Design / Fashion
artworks,Others
arum anak bude jamu,Others
Arum Sari Spa,BioTechnology / Pharmaceutical / Clinical research
Arumanis Rainbow,Manufacturing/Production
Aruni Frutty Salon,Grooming/Beauty/Fitness
Arva Adhayana Utama,Arts/Design/Fashion
Arva School Of Fashion,Education
Arwin Syauqi,Others
Ary & Hernandi Alliance,Consulting (Business & Management)
Ary's Lagoon,Hotel / Hospitality
Arya Dirgantara,Others
AS Barokah (Restoran Ayamqu),Food & Beverage/Catering/Restaurant
"AS FOODS, PT",Food & Beverage/Catering/Restaurant
AS Kitchen,Food & Beverage/Catering/Restaurant
AS MEDAN SPS,Printing/Publishing
As Shidiq Cater Indonesia,Food & Beverage/Catering/Restaurant
"Asa Adiguna, PT",Architectural Services/Interior Designing
Asa Center,Education
ASA PROPERTY,Hotel/Hospitality
Asaba Group,Computer/Information Technology (Software)
Asaba Sport Centre (ASC),Sports
"Asacreative Technology Indonesia, PT",Computer/Information Technology (Software)
Asadel Mediatama Group,Exhibitions/Event management/MICE
ASAN HONDIR,Others
ASAPARIS GROUP,Exhibitions/Event management/MICE
ASC PTY LTD,Education
ASDADASDSADASA,Others
asdfasdf,Others
ASDFGHJKL,Others
asdsadasdas,Others
ASEAN  Centre For Energy,Non-Profit Organisation/Social Services/NGO
ASEAN Insurance Council,Insurance
ASEAN-Australia Development Cooperation Program Phase II,Government/Defence
Aseha Interior,Architectural Services/Interior Designing
Asep Angga Rian,Others
Asep Cahyadi,Others
asep gilang saepurohman,Others
ASEP SAEPUROHMAN,Others
asep yopi irawan,Others
ASEP YOPIIRAWAN,Others
ASEP141,Others
Ashfahani Diarfanieta,Others
ASI,Others
ASIA ACCESSORIES,Retail/Merchandise
Asia Baru Packaging (Surabaya),Manufacturing/Production
Asia cemerlang,Manufacturing/Production
Asia Chemical Corporation,Others
Asia Cita Kelola,Human Resources Management/Consulting
Asia Collection Tur ( PT Asia Koleksi Travel ),Travel/Tourism
Asia Communication,Telecommunication
Asia Concept Mobilindo,Automobile/Automotive Ancillary/Vehicle
Asia Fashion Wholesale indonesia,Others
Asia Holiday Travel,Travel / Tourism
Asia Ima ( StudiMaya ),Education
Asia Kangnam Ltd,Manufacturing / Production
Asia Komputindo,Electrical & Electronics
Asia Mobile View,Automobile/Automotive Ancillary/Vehicle
Asia Pacific Printing,Advertising / Marketing / Promotion / PR
Asia Plantation Indonesia,Agricultural/Plantation/Poultry/Fisheries
Asia Polyplas Indusrty,Manufacturing/Production
asia precision indonesia,Others
ASIA PULP AND PAPER,Manufacturing/Production
Asia Repro,Printing/Publishing
Asia Sanitary and Tiles,Repair & Maintenance Services
Asia Strategic Human Capital,Consulting (Business & Management)
Asiabumi Group (PT Asiabumi Petroleo),Mining
AsiaCollect,Banking/Financial Services
AsiaCommerce Indonesia,Advertising/Marketing/Promotion/PR
Asiafone (Cabang Purwokerto),Electrical & Electronics
Asiafone (Cabang Semarang),Electrical & Electronics
Asiafone Service Centre,Telecommunication
Asiainspection,Textiles/Garment
Asialab Indonesia,Consulting (Business & Management)
Asialink Indonesia Holidays,Travel/Tourism
Asian Muslim Action Network (AMAN),Others
AsiaPrime Property,Property/Real Estate
Asiatic Universal Indonesia,Consumer Products / FMCG
Asidirt,Others
Asjaya Indosurya Securities (Surabaya),Stockbroking / Securities
ASKAR CONSULTING AND BUSINESS DEVELOPMENT,Consulting (Business & Management)
Askarasoft,Computer/Information Technology (Software)
Askindo Stemp,Retail/Merchandise
ASKRINDO SYARIAH,Others
AskWonder,Others
AsliMadu dot Com,Food & Beverage / Catering / Restaurant
asm widya dharma ptk,Others
Asmi International Kindergarten,Education
Asmila Boutique Hotel,Hotel/Hospitality
ASMULADI FATMAN,Others
Asoka Dewa Cahaya Abadi,Exhibitions/Event management/MICE
Asoka Rasa,Food & Beverage/Catering/Restaurant
Asosiasi Abadi Group,Banking/Financial Services
Asosiasi Asuransi,Others
Asosiasi Asuransi Jiwa Indonesia (AAJI),Insurance
Asosiasi Bunga Indonesia,Manufacturing / Production
Asosiasi Industri Permebelan & Kerajinan Indonesia,Arts/Design/Fashion
Asosiasi Industri Permebelan dan Kerajinan Indonesia Jogja,Wood / Fibre / Paper
Asosiasi Industri Rekaman Indonesia - ASIRI,Entertainment / Media
Asosiasi Kontraktor Indonesia (AKI),Construction / Building / Engineering
Asosiasi Pengusaha Indonesia (APINDO),Education
Asosiasi Penyelenggara Jasa Internet Indonesia,Others
Asosiasi Perikanan Pole & Line dan Handline Indonesia,Agricultural/Plantation/Poultry/Fisheries
Asosiasi Perusahaan Pembiayaan Indonesia,Non-Profit Organisation/Social Services/NGO
Asosiasi Tenaga Ahli Konstruksi Indonesia (ATAKI),Property / Real Estate
Asosiasi Wanita Pengusaha Indonesia (IWAPI),Others
ASP Law Firm,Law/Legal
ASPI Harkot,Banking/Financial Services
ASPIRE LIFE STYLE,Advertising/Marketing/Promotion/PR
Asri Medical Center,Healthcare / Medical
Asri Puri Pro,Consumer Products / FMCG
Asrianci,Others
Assalam Bimbel Yogyakarta,Education
Assegaf Hamzah & Partners,Law / Legal
Assurich Industries Pte Ltd,Heavy Industrial / Machinery / Equipment
Asta Motor Perkasa,Automobile / Automotive Ancillary / Vehicle
asta teknologi enterprise ( astahub.com),Computer/Information Technology (Software)
Astadala Hotel Management,Hotel / Hospitality
Astagama Private Mathematics Exclusive Cabang Balikpapan,Education
Astaka group,Others
Astaka Production,Advertising/Marketing/Promotion/PR
ASTAMA LAW FIRM,Others
Astarjet,Printing / Publishing
Asteros Christian School,Education
astiana,Others
Astika Jaya,Retail / Merchandise
Astikom Computer (Bali),Computer / Information Technology (Software)
Astina Card,Printing/Publishing
ASTINDO Training Center,Travel/Tourism
Aston Bogor Hotel & Resort,Hotel / Hospitality
Aston Cirebon Hotel & Convention Center,Hotel/Hospitality
Aston Denpasar & Convention Center,Hotel / Hospitality
ASTON Imperium Purwokerto,Hotel/Hospitality
Aston Jember City Hotel,Hotel / Hospitality
Aston Kupang Hotel & Convention Center,Hotel/Hospitality
Aston Kuta Hotel & Residence,Hotel / Hospitality
Aston Luwuk City Hotel,Hotel / Hospitality
ASTON Makassar Hotel & Convention Center,Hotel / Hospitality
Aston Marina Ancol Jakarta (PT. Graha Cipta Kencana),Hotel / Hospitality
Aston Martin Jakarta,Automobile/Automotive Ancillary/Vehicle
Aston Pluit Hotel,Hotel / Hospitality
Aston Pontianak Hotel & Convention Center,Hotel / Hospitality
Aston Primera Pasteur Hotel & Conference Center,Hotel/Hospitality
Aston Printer Center (Kendal),Computer / Information Technology (Hardware)
Aston Printer Center (Pekalongan),Computer / Information Technology (Hardware)
Aston Printer Center cab Salatiga,Computer / Information Technology (Hardware)
Aston Rasuna Hotel & Residence,Hotel / Hospitality
Aston Semarang Hotel,Hotel/Hospitality
Aston Soll MarinaHotels,Hotel/Hospitality
Aston Sunset Beach Resort (Gili Trawangan),Hotel / Hospitality
ASTON Tanjung Pinang Hotel Conference Center,Hotel/Hospitality
Aston Ungasan Hotel and Convention Center,Hotel/Hospitality
Astra Autoprima,Automobile/Automotive Ancillary/Vehicle
Astra Infra Group,Others
Astra International - Tegal,Automobile/Automotive Ancillary/Vehicle
Astra Isuzu,Others
Astra Motor Batubulan,Automobile/Automotive Ancillary/Vehicle
astragraphia fuji xerox,Others
ASTRIA NIELA ANGGUN PT,Manufacturing / Production
Astrido daihatsu,Others
Astrido Daihatsu (otista),Automobile / Automotive Ancillary / Vehicle
Astrindo Daytone,Automobile / Automotive Ancillary / Vehicle
Astro Hotel,Hotel / Hospitality
Asuransi Astra,Insurance
Asuransi Beringin Sejahtera Arta Makmur,Insurance
Asuransi Bringin Life (Pekanbaru),Insurance
Asuransi Bringin Life (Semarang),Insurance
"Asuransi Jasa Indonesia, PT (Persero) [Manado Branch]",Insurance
"Asuransi Jasa Tania Tbk., PT [Bandung Branch]",Banking / Financial Services
Asuransi Jiwa Bersama Bumiputera 1912 Syariah,Insurance
Asuransi Jiwa Generali Medan,Insurance
Asuransi Jiwa Manulife Indonesia (PB DBS ),Insurance
Asuransi Jiwa Sequis Life (Great Maestro Bandung),Insurance
ASURANSI JIWA SYARIAH AL AMIN (palembang),Insurance
Asuransi Jiwaku Dot Com ( asuransijiwaku.com ),Insurance
Asuransi Jiwasraya (Bali),Insurance
Asuransi Multi Artha Guna Tbk (batam),Insurance
Asuransi Parolamas,Insurance
"Asuransi Ramayana Tbk., PT [Semarang Branch]",Insurance
"Asuransi Samsung Tugu, PT",Insurance
Asuransi Sinar Mas Balikpapan,Insurance
Asuransi Sompo,Others
"Asuransi Umum Sarana Lindung Upaya, PT",Insurance
"Asuransi Wahana Tata, PT [Surabaya Branch]",Government/Defence
asuransikita,Others
Aswi Perkasa,Manufacturing/Production
Aswin Wijaya,Others
asyifa nursukma,Others
AT Express (Jakarta),Travel/Tourism
Atanaya Hotel,Hotel/Hospitality
Atap Bangunan,Construction/Building/Engineering
Ataya Interior The American Style,Architectural Services / Interior Designing
"ATE ENERGY INTERNATIONAL.CO., LTD",Construction/Building/Engineering
ATEESOR RECRUITMENT,Human Resources Management/Consulting
ATELIER ANGELINA,Textiles/Garment
Atelier Riri,Architectural Services / Interior Designing
Atella,Architectural Services/Interior Designing
Atelli Furniture Interior,Arts/Design/Fashion
Athaya Gallery,Retail/Merchandise
Athena Garden Villa,Hotel/Hospitality
ATI Business Group,Human Resources Management/Consulting
Ati Business Group (Experienced Candidates),Human Resources Management / Consulting
atik budi yani,Others
Atlanta Electronics,Electrical & Electronics
Atlanta Electronics Center,Retail/Merchandise
Atlantic Dreamland,Entertainment / Media
Atlantic Laundry & Dry Clean,Retail/Merchandise
Atlantis Convention Centre,Exhibitions / Event management / MICE
Atlantis International centre de Plongée Bali,Travel / Tourism
Atlantis Realty,Property/Real Estate
Atlas Indonesia,Others
Atmosfer IT Consultant semarang,Computer/Information Technology (Software)
Atmosphere Resort Cafe,Food & Beverage / Catering / Restaurant
Atmosphere Restaurant,Food & Beverage/Catering/Restaurant
ATOP Indonesia,Telecommunication
ATOP Technologies (Hong Kong) Limited,Electrical & Electronics
"AtoZ Bar, Wine & Brasserie",Food & Beverage/Catering/Restaurant
Atria Hotel and Conference Magelang,Hotel/Hospitality
Atrium Premiere Cilacap Hotel,Hotel/Hospitality
Atrium Premiere Hotel Yogyakarta,Hotel/Hospitality
AtriXpress,Transportation/Logistics
ATT Architects,Architectural Services/Interior Designing
ATT Consulting,Accounting / Audit / Tax Services
ATTAMANA,Others
Atticus Indonesia,Retail / Merchandise
Auderly Herbal Treatment & Beauty Centre,Grooming / Beauty / Fitness
AUDIE PANEL,Retail/Merchandise
AUDINA Indonesia (Solo),Textiles/Garment
Audio Pro,Entertainment / Media
Audiomodif,Automobile / Automotive Ancillary / Vehicle
Audioworks,Automobile / Automotive Ancillary / Vehicle
AUG - Aused Unied International,Consulting (Business & Management)
AUG Study,Education
AUGUSTE Bali,Others
Augustinus Hautajulu & Rekan,Law / Legal
Aura Citra Cosmetics & Beauty Care,Grooming / Beauty / Fitness
Aura Desain Mitra Kreasi,Architectural Services/Interior Designing
AURA ESPORTS,Others
Aura Praba,Architectural Services/Interior Designing
Aurasia Design,Architectural Services / Interior Designing
Aurora Design,Textiles/Garment
Aurora Executive Placement Consultant,Consulting (Business & Management)
Aurora Kreatifindo Abadi PT,Computer/Information Technology (Software)
Aurum Furniture,Architectural Services / Interior Designing
Aus - China,Mining
Aushaf Indonesia,Education
Austin Residence Yogyakarta,Hotel/Hospitality
"Austral Byna, PT",Oil / Gas / Petroleum
"Australia Indonesia Facility for Disaster Reduction, AusAID",Government / Defence
Australia Indonesia Partnership for Decentralisation (AIPD),Non-Profit Organisation / Social Services / NGO
Australian Child Studies Center (ACSC Bandung),Education
Australian Child Studies Center (ACSC Jakarta),Education
Australian Child Studies Centre (ACSC JATIM),Education
Australian Independent School - Jakarta,Education
Australian Rural Export Indonesia,Consumer Products/FMCG
Australian Sacred Heart International School,Education
Australian Skills Connect Pty Ltd,Education
Autism Centre,Non-Profit Organisation / Social Services / NGO
Autism Recovery Network,Healthcare/Medical
Auto 1,Automobile/Automotive Ancillary/Vehicle
Auto 2000 Angkasa,Automobile/Automotive Ancillary/Vehicle
AUTO 2000 Marelan,Automobile/Automotive Ancillary/Vehicle
Auto Bridal 58 (AB 58 Bali),Repair & Maintenance Services
AUTO GLAZE ( Kudus ),Automobile / Automotive Ancillary / Vehicle
Auto Global Service,Automobile/Automotive Ancillary/Vehicle
Auto Kencana Group,Automobile / Automotive Ancillary / Vehicle
Auto Mega 88,Automobile / Automotive Ancillary / Vehicle
AUTO MOBIL,Others
"AUTO PARTS INDOMOTOR, PT",Automobile / Automotive Ancillary / Vehicle
Auto Plus,Automobile/Automotive Ancillary/Vehicle
Auto Rayban,Automobile/Automotive Ancillary/Vehicle
Auto Zone,Manufacturing / Production
Autobozz,Others
Autofix Indonesia,Automobile / Automotive Ancillary / Vehicle
AutoID Makassar,Computer/Information Technology (Software)
"Autokorindo Pratama, PT",Manufacturing/Production
Automotive Engineering Corporation,Construction/Building/Engineering
Automotive Industry,Automobile/Automotive Ancillary/Vehicle
Auvikomunikasi Mediapro,Entertainment / Media
AV Concept Singapore Pte Ltd,Consumer Products / FMCG
AVANI ECO HUB,Consumer Products/FMCG
Avantgarde,Banking/Financial Services
Avantgarde Auto Bandung,Automobile/Automotive Ancillary/Vehicle
Avcon Group,Exhibitions/Event management/MICE
average five smooth musical develop,Others
"Avia Jaya Indah, PT.",Others
Avia Villa Resort & Spa,Hotel/Hospitality
AVIAN GROUP,Manufacturing/Production
AVIARY Hotel & Serviced Apartments,Hotel/Hospitality
Aviary Restaurant,Food & Beverage / Catering / Restaurant
Aviator Coffee Camp,Food & Beverage/Catering/Restaurant
Avicenna Education,Education
avin,Others
Avindo Tour,Travel / Tourism
Avione Beauty,Grooming/Beauty/Fitness
Avira Cake and Bakery,Food & Beverage/Catering/Restaurant
AVISSA SUITES,Hotel / Hospitality
AVK Valves Manufacturing,Heavy Industrial/Machinery/Equipment
Avventura Indonesia,Travel/Tourism
AWARTA NUSA DUA RESORT & VILLAS,Others
Awlake Spa Concepts (Bali),Healthcare / Medical
awmalang repair,Repair & Maintenance Services
AWTAR Restaurant,Food & Beverage/Catering/Restaurant
AXA Financial Indonesia - Signature Agency,Consulting (Business & Management)
Axalta Coating Systems - Indonesia,Manufacturing/Production
Axel Cars,Automobile / Automotive Ancillary / Vehicle
Axis Architecture,Construction / Building / Engineering
Axura Day Spa,Grooming/Beauty/Fitness
Ay Architects,Architectural Services / Interior Designing
Ayaartta SPA,BioTechnology/Pharmaceutical/Clinical research
Ayahuasca Restaurant,Food & Beverage/Catering/Restaurant
Ayam Bakar Cendrawasih,Food & Beverage / Catering / Restaurant
Ayam Bebek Pak Boss,Others
Ayam Goreng Nelongso,Food & Beverage/Catering/Restaurant
Ayam Kampung Bawang Goreng,Food & Beverage/Catering/Restaurant
Ayam Kremes Mas Pry,Food & Beverage / Catering / Restaurant
AYAM KRIWIL,Food & Beverage/Catering/Restaurant
Ayam Penyet Cindelaras,Food & Beverage/Catering/Restaurant
Ayam Penyet Pak Tjomot,Food & Beverage/Catering/Restaurant
Ayam Rumahan,Food & Beverage/Catering/Restaurant
Ayam Top Dubai,Food & Beverage/Catering/Restaurant
Ayana Resort and Spa Bali,Hotel/Hospitality
Ayin Beth,Retail / Merchandise
Ayla and Associate,Property/Real Estate
AYO,Hotel/Hospitality
ayo mencoba,Others
Ayo Pinter Makassar,Education
