Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,2018,Luar,-,SMAN 13,IPS,3,5
Jakarta,2018,Luar,-,SMAN 14,IPA,1,12
Jakarta,2018,Luar,-,SMAN 14,IPA,2,15
Jakarta,2018,Luar,-,SMAN 14,IPA,3,6
Jakarta,2018,Luar,-,SMAN 14,IPS,1,5
Jakarta,2018,Luar,-,SMAN 14,IPS,2,11
Jakarta,2018,Luar,-,SMAN 14,IPS,3,6
Jakarta,2018,Luar,-,SMAN 15,IPA,1,17
Jakarta,2018,Luar,-,SMAN 15,IPA,2,14
Jakarta,2018,Luar,-,SMAN 15,IPA,3,10
Jakarta,2018,Luar,-,SMAN 15,IPS,1,14
Jakarta,2018,Luar,-,SMAN 15,IPS,2,21
Jakarta,2018,Luar,-,SMAN 15,IPS,3,11
Jakarta,2018,Luar,-,SMAN 16,IPA,1,10
Jakarta,2018,Luar,-,SMAN 16,IPA,2,5
Jakarta,2018,Luar,-,SMAN 16,IPA,3,14
Jakarta,2018,Luar,-,SMAN 16,IPS,1,10
Jakarta,2018,Luar,-,SMAN 16,IPS,2,5
Jakarta,2018,Luar,-,SMAN 16,IPS,3,3
Jakarta,2018,Luar,-,SMAN 17,IPA,1,10
Jakarta,2018,Luar,-,SMAN 17,IPA,2,14
Jakarta,2018,Luar,-,SMAN 17,IPA,3,13
Jakarta,2018,Luar,-,SMAN 17,IPS,1,12
Jakarta,2018,Luar,-,SMAN 17,IPS,2,15
Jakarta,2018,Luar,-,SMAN 17,IPS,3,5
Jakarta,2018,Luar,-,SMAN 18,IPA,1,7
Jakarta,2018,Luar,-,SMAN 18,IPA,2,5
Jakarta,2018,Luar,-,SMAN 18,IPA,3,6
Jakarta,2018,Luar,-,SMAN 18,IPS,1,9
Jakarta,2018,Luar,-,SMAN 18,IPS,2,10
Jakarta,2018,Luar,-,SMAN 18,IPS,3,8
Jakarta,2018,Luar,-,SMAN 18,BAHASA,1,9
Jakarta,2018,Luar,-,SMAN 18,BAHASA,2,5
Jakarta,2018,Luar,-,SMAN 18,BAHASA,3,7
Jakarta,2018,Luar,-,SMAN 19,IPA,1,7
Jakarta,2018,Luar,-,SMAN 19,IPA,2,11
Jakarta,2018,Luar,-,SMAN 19,IPA,3,5
Jakarta,2018,Luar,-,SMAN 19,IPS,1,11
Jakarta,2018,Luar,-,SMAN 19,IPS,2,8
Jakarta,2018,Luar,-,SMAN 19,IPS,3,10
Jakarta,2018,Luar,-,SMAN 20,IPA,1,8
Jakarta,2018,Luar,-,SMAN 20,IPA,2,9
Jakarta,2018,Luar,-,SMAN 20,IPA,3,6
Jakarta,2018,Luar,-,SMAN 20,IPS,1,18
Jakarta,2018,Luar,-,SMAN 20,IPS,2,16
Jakarta,2018,Luar,-,SMAN 20,IPS,3,8
Jakarta,2018,Luar,-,SMAN 21,IPA,1,18
Jakarta,2018,Luar,-,SMAN 21,IPA,2,6
Jakarta,2018,Luar,-,SMAN 21,IPA,3,3
Jakarta,2018,Luar,-,SMAN 21,IPS,1,7
Jakarta,2018,Luar,-,SMAN 21,IPS,2,7
Jakarta,2018,Luar,-,SMAN 21,IPS,3,3
Jakarta,2018,Luar,-,SMAN 22,IPA,1,14
Jakarta,2018,Luar,-,SMAN 22,IPA,2,10
Jakarta,2018,Luar,-,SMAN 22,IPA,3,20
Jakarta,2018,Luar,-,SMAN 22,IPS,1,22
Jakarta,2018,Luar,-,SMAN 22,IPS,2,18
Jakarta,2018,Luar,-,SMAN 22,IPS,3,13
Jakarta,2018,Luar,-,SMAN 23,IPA,1,3
Jakarta,2018,Luar,-,SMAN 23,IPA,2,8
Jakarta,2018,Luar,-,SMAN 23,IPA,3,1
Jakarta,2018,Luar,-,SMAN 23,IPS,1,11
Jakarta,2018,Luar,-,SMAN 23,IPS,2,7
Jakarta,2018,Luar,-,SMAN 23,IPS,3,8
Jakarta,2018,Luar,-,SMAN 24,IPA,1,7
Jakarta,2018,Luar,-,SMAN 24,IPA,2,7
Jakarta,2018,Luar,-,SMAN 24,IPA,3,10
Jakarta,2018,Luar,-,SMAN 24,IPS,1,5
Jakarta,2018,Luar,-,SMAN 24,IPS,2,3
Jakarta,2018,Luar,-,SMAN 24,IPS,3,8
Jakarta,2018,Luar,-,SMAN 25,IPA,1,9
Jakarta,2018,Luar,-,SMAN 25,IPA,2,8
Jakarta,2018,Luar,-,SMAN 25,IPA,3,7
Jakarta,2018,Luar,-,SMAN 25,IPS,1,15
Jakarta,2018,Luar,-,SMAN 25,IPS,2,5
Jakarta,2018,Luar,-,SMAN 25,IPS,3,15
Jakarta,2018,Luar,-,SMAN 26,IPA,1,11
Jakarta,2018,Luar,-,SMAN 26,IPA,2,7
Jakarta,2018,Luar,-,SMAN 26,IPA,3,2
Jakarta,2018,Luar,-,SMAN 26,IPS,1,5
Jakarta,2018,Luar,-,SMAN 26,IPS,2,9
Jakarta,2018,Luar,-,SMAN 26,IPS,3,2
Jakarta,2018,Luar,-,SMAN 27,IPA,1,8
Jakarta,2018,Luar,-,SMAN 27,IPA,2,13
Jakarta,2018,Luar,-,SMAN 27,IPA,3,5
Jakarta,2018,Luar,-,SMAN 27,IPS,1,17
Jakarta,2018,Luar,-,SMAN 27,IPS,2,9
Jakarta,2018,Luar,-,SMAN 27,IPS,3,9
Jakarta,2018,Luar,-,SMAN 28,IPA,1,29
Jakarta,2018,Luar,-,SMAN 28,IPA,2,14
Jakarta,2018,Luar,-,SMAN 28,IPA,3,3
Jakarta,2018,Luar,-,SMAN 28,IPS,1,11
Jakarta,2018,Luar,-,SMAN 28,IPS,2,0
Jakarta,2018,Luar,-,SMAN 28,IPS,3,4
Jakarta,2018,Luar,-,SMAN 29,IPA,1,11
Jakarta,2018,Luar,-,SMAN 29,IPA,2,17
Jakarta,2018,Luar,-,SMAN 29,IPA,3,11
Jakarta,2018,Luar,-,SMAN 29,IPS,1,18
Jakarta,2018,Luar,-,SMAN 29,IPS,2,15
Jakarta,2018,Luar,-,SMAN 29,IPS,3,8
Jakarta,2018,Luar,-,SMAN 30,IPA,1,7
Jakarta,2018,Luar,-,SMAN 30,IPA,2,6
Jakarta,2018,Luar,-,SMAN 30,IPA,3,7
Jakarta,2018,Luar,-,SMAN 30,IPS,1,11
Jakarta,2018,Luar,-,SMAN 30,IPS,2,17
Jakarta,2018,Luar,-,SMAN 30,IPS,3,17
Jakarta,2018,Luar,-,SMAN 31,IPA,1,10
Jakarta,2018,Luar,-,SMAN 31,IPA,2,10
Jakarta,2018,Luar,-,SMAN 31,IPA,3,5
Jakarta,2018,Luar,-,SMAN 31,IPS,1,16
Jakarta,2018,Luar,-,SMAN 31,IPS,2,8
Jakarta,2018,Luar,-,SMAN 31,IPS,3,6
Jakarta,2018,Luar,-,SMAN 31,BAHASA,1,6
Jakarta,2018,Luar,-,SMAN 31,BAHASA,2,4
Jakarta,2018,Luar,-,SMAN 31,BAHASA,3,2
Jakarta,2018,Luar,-,SMAN 32,IPA,1,15
Jakarta,2018,Luar,-,SMAN 32,IPA,2,11
Jakarta,2018,Luar,-,SMAN 32,IPA,3,13
Jakarta,2018,Luar,-,SMAN 32,IPS,1,22
Jakarta,2018,Luar,-,SMAN 32,IPS,2,21
Jakarta,2018,Luar,-,SMAN 32,IPS,3,13
Jakarta,2018,Luar,-,SMAN 33,IPA,1,11
Jakarta,2018,Luar,-,SMAN 33,IPA,2,4
Jakarta,2018,Luar,-,SMAN 33,IPA,3,4
Jakarta,2018,Luar,-,SMAN 33,IPS,1,7
Jakarta,2018,Luar,-,SMAN 33,IPS,2,4
Jakarta,2018,Luar,-,SMAN 33,IPS,3,2
Jakarta,2018,Luar,-,SMAN 33,BAHASA,1,10
Jakarta,2018,Luar,-,SMAN 33,BAHASA,2,4
Jakarta,2018,Luar,-,SMAN 33,BAHASA,3,7
Jakarta,2018,Luar,-,SMAN 34,IPA,1,41
Jakarta,2018,Luar,-,SMAN 34,IPA,2,14
Jakarta,2018,Luar,-,SMAN 34,IPA,3,8
Jakarta,2018,Luar,-,SMAN 34,IPS,1,23
Jakarta,2018,Luar,-,SMAN 34,IPS,2,6
Jakarta,2018,Luar,-,SMAN 34,IPS,3,12
Jakarta,2018,Luar,-,SMAN 35,IPA,1,9
Jakarta,2018,Luar,-,SMAN 35,IPA,2,7
Jakarta,2018,Luar,-,SMAN 35,IPA,3,8
Jakarta,2018,Luar,-,SMAN 35,IPS,1,17
Jakarta,2018,Luar,-,SMAN 35,IPS,2,8
Jakarta,2018,Luar,-,SMAN 35,IPS,3,3
Jakarta,2018,Luar,-,SMAN 35,BAHASA,1,4
Jakarta,2018,Luar,-,SMAN 35,BAHASA,2,1
Jakarta,2018,Luar,-,SMAN 35,BAHASA,3,1
Jakarta,2018,Luar,-,SMAN 36,IPA,1,12
Jakarta,2018,Luar,-,SMAN 36,IPA,2,13
Jakarta,2018,Luar,-,SMAN 36,IPA,3,7
Jakarta,2018,Luar,-,SMAN 36,IPS,1,14
Jakarta,2018,Luar,-,SMAN 36,IPS,2,17
Jakarta,2018,Luar,-,SMAN 36,IPS,3,14
Jakarta,2018,Luar,-,SMAN 37,IPA,1,10
Jakarta,2018,Luar,-,SMAN 37,IPA,2,7
Jakarta,2018,Luar,-,SMAN 37,IPA,3,8
Jakarta,2018,Luar,-,SMAN 37,IPS,1,15
Jakarta,2018,Luar,-,SMAN 37,IPS,2,8
Jakarta,2018,Luar,-,SMAN 37,IPS,3,10
Jakarta,2018,Luar,-,SMAN 38,IPA,1,20
Jakarta,2018,Luar,-,SMAN 38,IPA,2,16
Jakarta,2018,Luar,-,SMAN 38,IPA,3,8
Jakarta,2018,Luar,-,SMAN 38,IPS,1,14
Jakarta,2018,Luar,-,SMAN 38,IPS,2,8
Jakarta,2018,Luar,-,SMAN 38,IPS,3,3
Jakarta,2018,Luar,-,SMAN 39,IPA,1,26
Jakarta,2018,Luar,-,SMAN 39,IPA,2,6
Jakarta,2018,Luar,-,SMAN 39,IPA,3,7
Jakarta,2018,Luar,-,SMAN 39,IPS,1,10
Jakarta,2018,Luar,-,SMAN 39,IPS,2,4
Jakarta,2018,Luar,-,SMAN 39,IPS,3,4
Jakarta,2018,Luar,-,SMAN 40,IPA,1,8
Jakarta,2018,Luar,-,SMAN 40,IPA,2,4
Jakarta,2018,Luar,-,SMAN 40,IPA,3,8
Jakarta,2018,Luar,-,SMAN 40,IPS,1,17
Jakarta,2018,Luar,-,SMAN 40,IPS,2,14
Jakarta,2018,Luar,-,SMAN 40,IPS,3,19
Jakarta,2018,Luar,-,SMAN 41,IPA,1,22
Jakarta,2018,Luar,-,SMAN 41,IPA,2,11
Jakarta,2018,Luar,-,SMAN 41,IPA,3,5
Jakarta,2018,Luar,-,SMAN 41,IPS,1,11
Jakarta,2018,Luar,-,SMAN 41,IPS,2,17
Jakarta,2018,Luar,-,SMAN 41,IPS,3,15
Jakarta,2018,Luar,-,SMAN 42,IPA,1,10
Jakarta,2018,Luar,-,SMAN 42,IPA,2,10
Jakarta,2018,Luar,-,SMAN 42,IPA,3,5
Jakarta,2018,Luar,-,SMAN 42,IPS,1,15
Jakarta,2018,Luar,-,SMAN 42,IPS,2,13
Jakarta,2018,Luar,-,SMAN 42,IPS,3,9
Jakarta,2018,Luar,-,SMAN 43,IPA,1,8
Jakarta,2018,Luar,-,SMAN 43,IPA,2,9
Jakarta,2018,Luar,-,SMAN 43,IPA,3,6
Jakarta,2018,Luar,-,SMAN 43,IPS,1,11
Jakarta,2018,Luar,-,SMAN 43,IPS,2,13
Jakarta,2018,Luar,-,SMAN 43,IPS,3,11
Jakarta,2018,Luar,-,SMAN 44,IPA,1,13
Jakarta,2018,Luar,-,SMAN 44,IPA,2,13
Jakarta,2018,Luar,-,SMAN 44,IPA,3,13
Jakarta,2018,Luar,-,SMAN 44,IPS,1,16
Jakarta,2018,Luar,-,SMAN 44,IPS,2,12
Jakarta,2018,Luar,-,SMAN 44,IPS,3,13
Jakarta,2018,Luar,-,SMAN 45,IPA,1,16
Jakarta,2018,Luar,-,SMAN 45,IPA,2,9
Jakarta,2018,Luar,-,SMAN 45,IPA,3,10
Jakarta,2018,Luar,-,SMAN 45,IPS,1,10
Jakarta,2018,Luar,-,SMAN 45,IPS,2,10
Jakarta,2018,Luar,-,SMAN 45,IPS,3,13
Jakarta,2018,Luar,-,SMAN 46,IPA,1,11
Jakarta,2018,Luar,-,SMAN 46,IPA,2,9
Jakarta,2018,Luar,-,SMAN 46,IPA,3,10
Jakarta,2018,Luar,-,SMAN 46,IPS,1,26
Jakarta,2018,Luar,-,SMAN 46,IPS,2,24
Jakarta,2018,Luar,-,SMAN 46,IPS,3,22
Jakarta,2018,Luar,-,SMAN 47,IPA,1,32
Jakarta,2018,Luar,-,SMAN 47,IPA,2,11
Jakarta,2018,Luar,-,SMAN 47,IPA,3,6
Jakarta,2018,Luar,-,SMAN 47,IPS,1,22
Jakarta,2018,Luar,-,SMAN 47,IPS,2,10
Jakarta,2018,Luar,-,SMAN 47,IPS,3,8
Jakarta,2018,Luar,-,SMAN 48,IPA,1,26
Jakarta,2018,Luar,-,SMAN 48,IPA,2,15
Jakarta,2018,Luar,-,SMAN 48,IPA,3,10
Jakarta,2018,Luar,-,SMAN 48,IPS,1,11
Jakarta,2018,Luar,-,SMAN 48,IPS,2,5
Jakarta,2018,Luar,-,SMAN 48,IPS,3,5
Jakarta,2018,Luar,-,SMAN 49,IPA,1,11
Jakarta,2018,Luar,-,SMAN 49,IPA,2,13
Jakarta,2018,Luar,-,SMAN 49,IPA,3,15
Jakarta,2018,Luar,-,SMAN 49,IPS,1,12
Jakarta,2018,Luar,-,SMAN 49,IPS,2,9
Jakarta,2018,Luar,-,SMAN 49,IPS,3,8
Jakarta,2018,Luar,-,SMAN 50,IPA,1,5
Jakarta,2018,Luar,-,SMAN 50,IPA,2,7
Jakarta,2018,Luar,-,SMAN 50,IPA,3,7
Jakarta,2018,Luar,-,SMAN 50,IPS,1,13
Jakarta,2018,Luar,-,SMAN 50,IPS,2,14
Jakarta,2018,Luar,-,SMAN 50,IPS,3,5
Jakarta,2018,Luar,-,SMAN 51,IPA,1,14
Jakarta,2018,Luar,-,SMAN 51,IPA,2,7
Jakarta,2018,Luar,-,SMAN 51,IPA,3,10
Jakarta,2018,Luar,-,SMAN 51,IPS,1,25
Jakarta,2018,Luar,-,SMAN 51,IPS,2,18
Jakarta,2018,Luar,-,SMAN 51,IPS,3,25
Jakarta,2018,Luar,-,SMAN 52,IPA,1,10
Jakarta,2018,Luar,-,SMAN 52,IPA,2,5
Jakarta,2018,Luar,-,SMAN 52,IPA,3,3
Jakarta,2018,Luar,-,SMAN 52,IPS,1,12
Jakarta,2018,Luar,-,SMAN 52,IPS,2,11
Jakarta,2018,Luar,-,SMAN 52,IPS,3,7
Jakarta,2018,Luar,-,SMAN 53,IPA,1,8
Jakarta,2018,Luar,-,SMAN 53,IPA,2,7
Jakarta,2018,Luar,-,SMAN 53,IPA,3,6
Jakarta,2018,Luar,-,SMAN 53,IPS,1,16
Jakarta,2018,Luar,-,SMAN 53,IPS,2,10
Jakarta,2018,Luar,-,SMAN 53,IPS,3,14
Jakarta,2018,Luar,-,SMAN 54,IPA,1,9
Jakarta,2018,Luar,-,SMAN 54,IPA,2,5
Jakarta,2018,Luar,-,SMAN 54,IPA,3,6
Jakarta,2018,Luar,-,SMAN 54,IPS,1,13
Jakarta,2018,Luar,-,SMAN 54,IPS,2,12
Jakarta,2018,Luar,-,SMAN 54,IPS,3,5
Jakarta,2018,Luar,-,SMAN 55,IPA,1,13
Jakarta,2018,Luar,-,SMAN 55,IPA,2,10
Jakarta,2018,Luar,-,SMAN 55,IPA,3,6
Jakarta,2018,Luar,-,SMAN 55,IPS,1,11
Jakarta,2018,Luar,-,SMAN 55,IPS,2,7
Jakarta,2018,Luar,-,SMAN 55,IPS,3,12
Jakarta,2018,Luar,-,SMAN 56,IPA,1,9
Jakarta,2018,Luar,-,SMAN 56,IPA,2,7
Jakarta,2018,Luar,-,SMAN 56,IPA,3,10
Jakarta,2018,Luar,-,SMAN 56,IPS,1,4
Jakarta,2018,Luar,-,SMAN 56,IPS,2,18
Jakarta,2018,Luar,-,SMAN 56,IPS,3,12
Jakarta,2018,Luar,-,SMAN 56,BAHASA,1,4
Jakarta,2018,Luar,-,SMAN 56,BAHASA,2,3
Jakarta,2018,Luar,-,SMAN 56,BAHASA,3,5
Jakarta,2018,Luar,-,SMAN 57,IPA,1,11
Jakarta,2018,Luar,-,SMAN 57,IPA,2,7
Jakarta,2018,Luar,-,SMAN 57,IPA,3,6
Jakarta,2018,Luar,-,SMAN 57,IPS,1,10
Jakarta,2018,Luar,-,SMAN 57,IPS,2,3
Jakarta,2018,Luar,-,SMAN 57,IPS,3,15
Jakarta,2018,Luar,-,SMAN 58,IPA,1,9
Jakarta,2018,Luar,-,SMAN 58,IPA,2,16
Jakarta,2018,Luar,-,SMAN 58,IPA,3,11
Jakarta,2018,Luar,-,SMAN 58,IPS,1,22
Jakarta,2018,Luar,-,SMAN 58,IPS,2,15
Jakarta,2018,Luar,-,SMAN 58,IPS,3,5
Jakarta,2018,Luar,-,SMAN 59,IPA,1,12
Jakarta,2018,Luar,-,SMAN 59,IPA,2,14
Jakarta,2018,Luar,-,SMAN 59,IPA,3,5
Jakarta,2018,Luar,-,SMAN 59,IPS,1,10
Jakarta,2018,Luar,-,SMAN 59,IPS,2,7
Jakarta,2018,Luar,-,SMAN 59,IPS,3,14
Jakarta,2018,Luar,-,SMAN 60,IPA,1,16
Jakarta,2018,Luar,-,SMAN 60,IPA,2,11
Jakarta,2018,Luar,-,SMAN 60,IPA,3,8
Jakarta,2018,Luar,-,SMAN 60,IPS,1,12
Jakarta,2018,Luar,-,SMAN 60,IPS,2,9
Jakarta,2018,Luar,-,SMAN 60,IPS,3,17
Jakarta,2018,Luar,-,SMAN 61,IPA,1,12
Jakarta,2018,Luar,-,SMAN 61,IPA,2,21
Jakarta,2018,Luar,-,SMAN 61,IPA,3,11
Jakarta,2018,Luar,-,SMAN 61,IPS,1,7
Jakarta,2018,Luar,-,SMAN 61,IPS,2,7
Jakarta,2018,Luar,-,SMAN 61,IPS,3,2
Jakarta,2018,Luar,-,SMAN 62,IPA,1,8
Jakarta,2018,Luar,-,SMAN 62,IPA,2,5
Jakarta,2018,Luar,-,SMAN 62,IPA,3,5
Jakarta,2018,Luar,-,SMAN 62,IPS,1,11
Jakarta,2018,Luar,-,SMAN 62,IPS,2,4
Jakarta,2018,Luar,-,SMAN 62,IPS,3,3
Jakarta,2018,Luar,-,SMAN 63,IPA,1,19
Jakarta,2018,Luar,-,SMAN 63,IPA,2,25
Jakarta,2018,Luar,-,SMAN 63,IPA,3,13
Jakarta,2018,Luar,-,SMAN 63,IPS,1,21
Jakarta,2018,Luar,-,SMAN 63,IPS,2,19
Jakarta,2018,Luar,-,SMAN 63,IPS,3,16
Jakarta,2018,Luar,-,SMAN 64,IPA,1,11
Jakarta,2018,Luar,-,SMAN 64,IPA,2,13
Jakarta,2018,Luar,-,SMAN 64,IPA,3,16
Jakarta,2018,Luar,-,SMAN 64,IPS,1,20
Jakarta,2018,Luar,-,SMAN 64,IPS,2,14
Jakarta,2018,Luar,-,SMAN 64,IPS,3,18
Jakarta,2018,Luar,-,SMAN 65,IPA,1,6
Jakarta,2018,Luar,-,SMAN 65,IPA,2,17
Jakarta,2018,Luar,-,SMAN 65,IPA,3,8
Jakarta,2018,Luar,-,SMAN 65,IPS,1,5
Jakarta,2018,Luar,-,SMAN 65,IPS,2,5
Jakarta,2018,Luar,-,SMAN 65,IPS,3,5
Jakarta,2018,Luar,-,SMAN 66,IPA,1,21
Jakarta,2018,Luar,-,SMAN 66,IPA,2,17
Jakarta,2018,Luar,-,SMAN 66,IPA,3,8
Jakarta,2018,Luar,-,SMAN 66,IPS,1,21
Jakarta,2018,Luar,-,SMAN 66,IPS,2,24
Jakarta,2018,Luar,-,SMAN 66,IPS,3,7
Jakarta,2018,Luar,-,SMAN 67,IPA,1,10
Jakarta,2018,Luar,-,SMAN 67,IPA,2,8
Jakarta,2018,Luar,-,SMAN 67,IPA,3,7
Jakarta,2018,Luar,-,SMAN 67,IPS,1,15
Jakarta,2018,Luar,-,SMAN 67,IPS,2,8
Jakarta,2018,Luar,-,SMAN 67,IPS,3,4
Jakarta,2018,Luar,-,SMAN 68,IPA,1,13
Jakarta,2018,Luar,-,SMAN 68,IPA,2,13
Jakarta,2018,Luar,-,SMAN 68,IPA,3,2
Jakarta,2018,Luar,-,SMAN 68,IPS,1,10
Jakarta,2018,Luar,-,SMAN 68,IPS,2,6
Jakarta,2018,Luar,-,SMAN 68,IPS,3,2
Jakarta,2018,Luar,-,SMAN 70,IPA,1,21
Jakarta,2018,Luar,-,SMAN 70,IPA,2,18
Jakarta,2018,Luar,-,SMAN 70,IPA,3,11
Jakarta,2018,Luar,-,SMAN 70,IPS,1,11
Jakarta,2018,Luar,-,SMAN 70,IPS,2,12
Jakarta,2018,Luar,-,SMAN 70,IPS,3,8
Jakarta,2018,Luar,-,SMAN 71,IPA,1,11
Jakarta,2018,Luar,-,SMAN 71,IPA,2,6
Jakarta,2018,Luar,-,SMAN 71,IPA,3,12
Jakarta,2018,Luar,-,SMAN 71,IPS,1,11
Jakarta,2018,Luar,-,SMAN 71,IPS,2,11
Jakarta,2018,Luar,-,SMAN 71,IPS,3,3
Jakarta,2018,Luar,-,SMAN 72,IPA,1,10
Jakarta,2018,Luar,-,SMAN 72,IPA,2,4
Jakarta,2018,Luar,-,SMAN 72,IPA,3,8
Jakarta,2018,Luar,-,SMAN 72,IPS,1,12
Jakarta,2018,Luar,-,SMAN 72,IPS,2,20
Jakarta,2018,Luar,-,SMAN 72,IPS,3,9
Jakarta,2018,Luar,-,SMAN 72,BAHASA,1,11
Jakarta,2018,Luar,-,SMAN 72,BAHASA,2,7
Jakarta,2018,Luar,-,SMAN 72,BAHASA,3,9
Jakarta,2018,Luar,-,SMAN 73,IPA,1,9
Jakarta,2018,Luar,-,SMAN 73,IPA,2,12
Jakarta,2018,Luar,-,SMAN 73,IPA,3,6
Jakarta,2018,Luar,-,SMAN 73,IPS,1,8
Jakarta,2018,Luar,-,SMAN 73,IPS,2,11
Jakarta,2018,Luar,-,SMAN 73,IPS,3,9
Jakarta,2018,Luar,-,SMAN 74,IPA,1,12
Jakarta,2018,Luar,-,SMAN 74,IPA,2,15
Jakarta,2018,Luar,-,SMAN 74,IPA,3,10
Jakarta,2018,Luar,-,SMAN 74,IPS,1,20
Jakarta,2018,Luar,-,SMAN 74,IPS,2,20
Jakarta,2018,Luar,-,SMAN 74,IPS,3,21
Jakarta,2018,Luar,-,SMAN 75,IPA,1,10
Jakarta,2018,Luar,-,SMAN 75,IPA,2,10
Jakarta,2018,Luar,-,SMAN 75,IPA,3,7
